Date,Color,color,base_color,simple_color,single_color,color_has_multi,color_has_blue,color_has_orange,color_has_red,color_has_grey,color_has_gold,color_has_white,color_has_tan,color_has_brown,color_has_black,Breed,Purebred,CKC Class,ckc_class,Sex,State,Name,DateCreated
2004-03-15,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Lab,Labrador Retriever,Sporting Dog,sporting,F/S,matched,Kaya,2004-03-15
2004-03-16,Black & Silver Chin to Belly,Black & Silver Chin to Belly,black & silver,black & grey,multi,1,0,0,0,1,0,0,0,0,1,Lab X,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,lost,Lucky,2004-03-15
2004-03-10,tan/white,Tan & White,tan & white,tan & white,multi,1,0,0,0,0,0,1,1,0,0,Maltese X,Dog Crossbreed,Dog Crossbreed,crossbreed,F,matched,Webby,2004-03-16
2004-03-16,Red & Brown,Red & Brown,red & brown,brown & red,multi,1,0,0,1,0,0,0,0,1,0,Lab X Setter,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,matched,Brutus,2004-03-16
2004-03-16,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Lab X (small),Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,found,Colby,2004-03-17
2004-03-16,Black & White,Black & White,black & white,black & white,multi,1,0,0,0,0,0,1,0,0,1,Border Collie,Border Collie,Herding Dog,herding,M/N,matched,Waxer,2004-03-17
2004-03-15,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Labrador Retreiver,Labrador Retriever,Sporting Dog,sporting,F/S,lost,Jett,2004-03-17
2004-03-15,Tan & Black & White,Black & Tan & White,black & tan & white,black & tan & white,multi,1,0,0,0,0,0,1,1,0,1,Springer Span X Rotty,Dog Crossbreed,Dog Crossbreed,crossbreed,M,matched,Bo Bear,2004-03-17
2004-03-18,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Long Haired German Shep,German Shepherd Dog,Herding Dog,herding,F/S,matched,Sadie,2004-03-18
2004-03-18,Black & Tan,Black & Tan,black & tan,black & tan,multi,1,0,0,0,0,0,0,1,0,1,Rotty X Husky,Dog Crossbreed,Dog Crossbreed,crossbreed,F,found,,2004-03-18
2004-03-19,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Lab X,Dog Crossbreed,Dog Crossbreed,crossbreed,F,lost,Jet,2004-03-19
2004-03-19,Fawn & Black Face,Fawn & Black,fawn & black,black & tan,multi,1,0,0,0,0,0,0,1,0,1,Pug,Pug,Toy Dog,toy,M,lost,Harley,2004-03-19
2004-03-18,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Lab X,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,lost,Baily,2004-03-19
2004-03-20,Unknown,Unknown,?,?,,0,0,0,0,0,0,0,0,0,0,Lhasa X Bichon,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,lost,Scooter,2004-03-20
2004-03-20,Cream,Cream,cream,white,white,0,0,0,0,0,0,1,0,0,0,Pomeranian,Pomeranian,Toy Dog,toy,M,lost,niko,2004-03-20
2004-03-20,Grey & Brown,Grey & Brown,grey & brown,brown & grey,multi,1,0,0,0,1,0,0,0,1,0,German Short Haired Pointer,German Short Haired Pointer,Sporting Dog,sporting,F,lost,Shiva,2004-03-20
2004-03-22,Black Face & White Body,Black Face & White Body,black & white,black & white,multi,1,0,0,0,0,0,1,0,0,1,Siamese,Siamese Cat,,,M/N,lost,Cocoa,2004-03-22
2004-03-22,Yellow,Yellow,yellow,gold,gold,0,0,0,0,0,1,0,0,0,0,Lab,Labrador Retriever,Sporting Dog,sporting,F,lost,Nena,2004-03-22
2004-03-22,Fawn & Black,Fawn & Black,fawn & black,black & tan,multi,1,0,0,0,0,0,0,1,0,1,Pug,Pug,Toy Dog,toy,F/S,lost,Lulu,2004-03-22
2004-03-22,Black & Beige & White,Black & Beige & White,black & beige & white,black & tan & white,multi,1,0,0,0,0,0,1,1,0,1,Shepherd X,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,matched,Lady,2004-03-23
2004-03-22,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Weiner Dog,Weiner Dog,Hound,hound,M,matched,Gizmo,2004-03-23
2004-03-19,Tan & White,Tan & White,tan & white,tan & white,multi,1,0,0,0,0,0,1,1,0,0,Pitbull X,Dog Crossbreed,Dog Crossbreed,crossbreed,M,lost,Rocko,2004-03-23
2004-03-23,Dark Gold,Dark Gold,gold,gold,gold,0,0,0,0,0,1,0,0,0,0,Golden Retriever,Golden Retriever,Sporting Dog,sporting,F,lost,Bala,2004-03-23
2004-03-25,White,White,white,white,white,0,0,0,0,0,0,1,0,0,0,American Bulldog,American Bulldog,Non-Sporting Dog,nonsporting,M,lost,Tommy,2004-03-25
2004-03-25,White & Black,Black & White,black & white,black & white,multi,1,0,0,0,0,0,1,0,0,1,Bichon Frise X,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,matched,Peppy,2004-03-25
2004-03-25,Black & White,Black & White,black & white,black & white,multi,1,0,0,0,0,0,1,0,0,1,Cat,Cat,,,F,lost,Kita,2004-03-25
2004-03-26,Blonde,Blonde,blond,gold,gold,0,0,0,0,0,1,0,0,0,0,Min Pin X Maltese,Dog Crossbreed,Dog Crossbreed,crossbreed,M,lost,Benji,2004-03-26
2004-03-27,White,White,white,white,white,0,0,0,0,0,0,1,0,0,0,Samoyed,Samoyed,Working Dog,working,F/S,lost,Shyanne,2004-03-27
2004-03-28,Tan,Tan,tan,tan,tan,0,0,0,0,0,0,0,1,0,0,Yorkshire Terrier,Yorkshire Terrier,Toy Dog,toy,M/N,found,Chico,2004-03-28
2004-03-28,Brown,Brown,brown,brown,brown,0,0,0,0,0,0,0,0,1,0,Pit X,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,lost,Benjamin,2004-03-28
2004-03-29,Tan,Tan,tan,tan,tan,0,0,0,0,0,0,0,1,0,0,Wheaton Terrier,Wheaton Terrier,Terrier,terrier,F,found,,2004-03-29
2004-03-29,Black & Tan,Black & Tan,black & tan,black & tan,multi,1,0,0,0,0,0,0,1,0,1,German Shepherd,German Shepherd Dog,Herding Dog,herding,F/S,lost,Sheba,2004-03-29
2004-03-30,Black & White,Black & White,black & white,black & white,multi,1,0,0,0,0,0,1,0,0,1,Border Collie X,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,lost,Fee,2004-03-30
2004-03-30,Black & Tan,Black & Tan,black & tan,black & tan,multi,1,0,0,0,0,0,0,1,0,1,Shep,Shepherd,Herding Dog,herding,F/S,lost,Keisha,2004-03-30
2004-03-31,Orange,Orange,orange,orange,orange,0,0,1,0,0,0,0,0,0,0,Pom,Pomeranian,Toy Dog,toy,F,lost,Teeny,2004-03-31
2004-03-31,Red,Red,red,red,red,0,0,0,1,0,0,0,0,0,0,Retriever,Retriever,Sporting Dog,sporting,M,found,,2004-03-31
2004-03-31,Fawn & White,Fawn & White,fawn & white,tan & white,multi,1,0,0,0,0,0,1,1,0,0,Staff Terrier,Staffordshire Bull Terrier,Terrier,terrier,M,lost,Zeus,2004-03-31
2004-03-31,Lite Gold,Gold,gold,gold,gold,0,0,0,0,0,1,0,0,0,0,Golden Retriever,Golden Retriever,Sporting Dog,sporting,M/N,lost,Toby,2004-03-31
2004-03-31,Black & Tan,Black & Tan,black & tan,black & tan,multi,1,0,0,0,0,0,0,1,0,1,Shep,Shepherd,Herding Dog,herding,M/N,lost,Max,2004-03-31
2004-03-31,Black & Tan,Black & Tan,black & tan,black & tan,multi,1,0,0,0,0,0,0,1,0,1,Min Pin,Miniature Pinscher,Toy Dog,toy,M/N,lost,Leon,2004-04-01
2004-04-01,Black & Tan,Black & Tan,black & tan,black & tan,multi,1,0,0,0,0,0,0,1,0,1,Shep X,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,lost,Max,2004-04-01
2004-04-03,Fawn w Black Face,Fawn & Black,fawn & black,black & tan,multi,1,0,0,0,0,0,0,1,0,1,Akita,Akita,Working Dog,working,F/S,lost,Venus,2004-04-03
2004-04-03,Reddish Brown,Red & Brown,red & brown,brown & red,multi,1,0,0,1,0,0,0,0,1,0,German Shep X Collie,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,lost,Haley,2004-04-03
2004-04-04,Red,Red,red,red,red,0,0,0,1,0,0,0,0,0,0,Retriever,Retriever,Sporting Dog,sporting,M,found,,2004-04-04
2004-04-04,White & Grey,Grey & White,grey & white,grey & white,multi,1,0,0,0,1,0,1,0,0,0,Shih Tzu,Shih Tzu,Non-Sporting Dog,nonsporting,M,lost,Snowball,2004-04-04
2004-04-04,Brown,Brown,brown,brown,brown,0,0,0,0,0,0,0,0,1,0,Pomeranian,Pomeranian,Toy Dog,toy,M/N,matched,Bo Bo,2004-04-05
2004-04-05,Black & Tan,Black & Tan,black & tan,black & tan,multi,1,0,0,0,0,0,0,1,0,1,German Shepherd,German Shepherd Dog,Herding Dog,herding,F/S,matched,Summer,2004-04-05
2004-04-03,White & Black,Black & White,black & white,black & white,multi,1,0,0,0,0,0,1,0,0,1,Shepherd X,Dog Crossbreed,Dog Crossbreed,crossbreed,M,lost,Shadow,2004-04-05
2004-04-05,Reddish,Red,red,red,red,0,0,0,1,0,0,0,0,0,0,Besenji,Basenji,Hound,hound,F,lost,,2004-04-05
2004-04-05,Beige,Beige,beige,tan,tan,0,0,0,0,0,0,0,1,0,0,Cairn Terrier X,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,matched,Gino,2004-04-06
2004-04-06,Black & Tan White,Black & Tan & White,black & tan & white,black & tan & white,multi,1,0,0,0,0,0,1,1,0,1,Pug X Australian Sheep Dog,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,lost,Romeo,2004-04-06
2004-04-06,Bushy White Tail,Bushy White Tail,white,white,white,0,0,0,0,0,0,1,0,0,0,Spitz X,Dog Crossbreed,Dog Crossbreed,crossbreed,,lost,,2004-04-06
2004-04-06,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Lab X Hound,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,lost,Joe,2004-04-06
2004-04-06,Black & Tan,Black & Tan,black & tan,black & tan,multi,1,0,0,0,0,0,0,1,0,1,Pitbull X,Dog Crossbreed,Dog Crossbreed,crossbreed,F,lost,Zena,2004-04-06
2004-04-07,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Spaniel,Spaniel,Sporting Dog,sporting,M/N,lost,Bivo,2004-04-07
2004-04-07,Red & White,Red & White,red & white,red & white,multi,1,0,0,1,0,0,1,0,0,0,Shiba Inu,Shiba Inu,Non-Sporting Dog,nonsporting,M/N,lost,Sumi,2004-04-07
2004-04-05,Black & Tan,Black & Tan,black & tan,black & tan,multi,1,0,0,0,0,0,0,1,0,1,Min Pin,Miniature Pinscher,Toy Dog,toy,M,matched,Buddy,2004-04-08
2004-04-08,Rusty,Rust,rust,red,red,0,0,0,1,0,0,0,0,0,0,Chow X Newfie,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,lost,Bear,2004-04-08
2004-04-08,Gold,Gold,gold,gold,gold,0,0,0,0,0,1,0,0,0,0,Retreiever (pup),Retriever,Sporting Dog,sporting,M,found,,2004-04-08
2004-04-09,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Lab,Labrador Retriever,Sporting Dog,sporting,F,matched,murphy,2004-04-10
2004-04-10,Grey & Tan,Grey & Tan,grey & tan,grey & tan,multi,1,0,0,0,1,0,0,1,0,0,Jack Russell X Poodle,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,lost,Dot,2004-04-10
2004-04-10,Salt & Pepper,Black & White,black & white,black & white,multi,1,0,0,0,0,0,1,0,0,1,Min Schnauzer,Miniature Schnauzer,Terrier,terrier,F/S,matched,Schatzie,2004-04-10
2004-04-11,Black & White,Black & White,black & white,black & white,multi,1,0,0,0,0,0,1,0,0,1,Lab X,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,matched,Rugby,2004-04-11
2004-01-06,Black w White Patch on Chest,Black & White,black & white,black & white,multi,1,0,0,0,0,0,1,0,0,1,Shih Tzu,Shih Tzu,Non-Sporting Dog,nonsporting,M/N,lost,Barney,2004-04-11
2004-04-11,Brown,Brown,brown,brown,brown,0,0,0,0,0,0,0,0,1,0,Pug,Pug,Toy Dog,toy,M,found,Holick,2004-04-11
2004-04-11,Tri,Tri-Colour,tri-colour,?,,0,0,0,0,0,0,0,0,0,0,JR Terrier,Jack Russell Terrier,Terrier,terrier,M/N,lost,,2004-04-11
2004-04-12,White,White,white,white,white,0,0,0,0,0,0,1,0,0,0,Chihuahua,Chihuahua,Toy Dog,toy,F/S,lost,Jenny,2004-04-12
2004-04-12,Black & Brown,Black & Brown,black & brown,black & brown,multi,1,0,0,0,0,0,0,0,1,1,Lrg Mix Breed Long Fur,Dog Crossbreed,Dog Crossbreed,crossbreed,M,lost,Goody,2004-04-13
2004-04-14,Gold,Gold,gold,gold,gold,0,0,0,0,0,1,0,0,0,0,Lab,Labrador Retriever,Sporting Dog,sporting,M/N,matched,Rome,2004-04-14
2004-04-14,Brown,Brown,brown,brown,brown,0,0,0,0,0,0,0,0,1,0,Med Size Pit X Shep,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,lost,Stanley,2004-04-14
2004-04-14,Black & White,Black & White,black & white,black & white,multi,1,0,0,0,0,0,1,0,0,1,Pug X Chihuahua,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,matched,Kona,2004-04-15
2004-04-15,Dark Brown,Dark Brown,brown,brown,brown,0,0,0,0,0,0,0,0,1,0,Belgian Shep X,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,lost,Sheba,2004-04-15
2004-04-16,Brown,Brown,brown,brown,brown,0,0,0,0,0,0,0,0,1,0,Poodle,Poodle,Non-Sporting Dog,nonsporting,M/N,matched,Nicky,2004-04-17
2004-04-17,Beige,Beige,beige,tan,tan,0,0,0,0,0,0,0,1,0,0,Red Nose Pitbull,Red Nose Pitbull,Terrier,terrier,M,matched,Smokey,2004-04-17
2004-04-17,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Lab X Hound,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,lost,Joe,2004-04-17
2004-04-18,Brown,Brown,brown,brown,brown,0,0,0,0,0,0,0,0,1,0,Toy Poodle,Toy Poodle,Toy Dog,toy,F,lost,Kino,2004-04-18
2004-04-18,Cream & Tan,Cream & Tan,cream & tan,tan & white,multi,1,0,0,0,0,0,1,1,0,0,Shih Tzu,Shih Tzu,Non-Sporting Dog,nonsporting,M/N,lost,Winston,2004-04-18
2004-04-18,Blonde,Blonde,blond,gold,gold,0,0,0,0,0,1,0,0,0,0,Shep X  Ret,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,lost,Dallas,2004-04-18
2004-04-18,Gold & White,Gold & White,gold & white,gold & white,multi,1,0,0,0,0,1,1,0,0,0,Shih Tzu,Shih Tzu,Non-Sporting Dog,nonsporting,M,matched,Cookie,2004-04-19
2004-04-14,Black & Tan,Black & Tan,black & tan,black & tan,multi,1,0,0,0,0,0,0,1,0,1,Rotty,Rottweiler,Working Dog,working,M,lost,Kodie,2004-04-19
2004-04-21,Black & Grey,Black & Grey,black & grey,black & grey,multi,1,0,0,0,1,0,0,0,0,1,Lab,Labrador Retriever,Sporting Dog,sporting,M/N,matched,Henry,2004-04-21
2004-04-21,Black & White,Black & White,black & white,black & white,multi,1,0,0,0,0,0,1,0,0,1,Great Dane,Great Dane,Working Dog,working,M,lost,Mickey,2004-04-21
2004-04-21,Black & White & Orange,Black & White & Orange,black & white & orange,black & orange & white,multi,1,0,1,0,0,0,1,0,0,1,Shepherd Collie Mix,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,matched,Kiesha,2004-04-21
2004-04-21,Golden,Golden,gold,gold,gold,0,0,0,0,0,1,0,0,0,0,Golden Retreiver,Golden Retriever,Sporting Dog,sporting,F,lost,Pumokin,2004-04-21
2004-04-21,Blue Merle,Blue Merle,blue & white,blue & white,multi,1,1,0,0,0,0,1,0,0,0,Min Dachsund,Miniature Dachshund,Hound,hound,M,matched,Max,2004-04-22
2004-04-22,Black & White,Black & White,black & white,black & white,multi,1,0,0,0,0,0,1,0,0,1,Mini Boston Terrier,Miniature Boston Terrier,Non-Sporting Dog,nonsporting,F/S,matched,Lola,2004-04-22
2004-04-22,Cream & Chocolate,Cream & Chocolate,cream & chocolate,brown & white,multi,1,0,0,0,0,0,1,0,1,0,Siamese Looking,Siamese Cat,,,F/S,lost,Idgy,2004-04-22
2004-04-23,Black & Tan,Black & Tan,black & tan,black & tan,multi,1,0,0,0,0,0,0,1,0,1,Shep,Shepherd,Herding Dog,herding,M/N,found,Zeke,2004-04-23
2004-04-23,Fawn,Fawn,fawn,tan,tan,0,0,0,0,0,0,0,1,0,0,Pug,Pug,Toy Dog,toy,F,lost,Lucille,2004-04-23
2004-04-21,Brown,Brown,brown,brown,brown,0,0,0,0,0,0,0,0,1,0,Pomeranian,Pomeranian,Toy Dog,toy,M,lost,Odie,2004-04-23
2004-04-23,Fawn,Fawn,fawn,tan,tan,0,0,0,0,0,0,0,1,0,0,Pug,Pug,Toy Dog,toy,F,lost,Lucille,2004-04-23
2004-04-24,Liver & White,Liver & White,liver & white,brown & white,multi,1,0,0,0,0,0,1,0,1,0,English Springer Spaniel,English Springer Spaniel,Sporting Dog,sporting,F/S,matched,Amy,2004-04-24
2004-04-24,Blonde,Blonde,blond,gold,gold,0,0,0,0,0,1,0,0,0,0,Cockapoo,Cockapoo,Dog Crossbreed,crossbreed,M/N,lost,Jake,2004-04-24
2004-04-24,Golden,Golden,gold,gold,gold,0,0,0,0,0,1,0,0,0,0,Lab,Labrador Retriever,Sporting Dog,sporting,F/S,lost,Mika,2004-04-24
2004-04-24,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Lab pup,Labrador Retriever,Sporting Dog,sporting,M,lost,Yaki,2004-04-24
2004-04-26,Reddish Gold,Gold & Red,gold & red,gold & red,multi,1,0,0,1,0,1,0,0,0,0,Pharaoh Hound,Pharaoh Hound,Hound,hound,F,matched,,2004-04-26
2004-04-26,Black & Tan,Black & Tan,black & tan,black & tan,multi,1,0,0,0,0,0,0,1,0,1,Rott X Shep,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,lost,Kazan,2004-04-26
2004-04-24,Fawn with White,Fawn & White,fawn & white,tan & white,multi,1,0,0,0,0,0,1,1,0,0,Boxer,Boxer,Working Dog,working,M/N,lost,Baxter,2004-04-26
2004-04-27,Black & Tan,Black & Tan,black & tan,black & tan,multi,1,0,0,0,0,0,0,1,0,1,German Shepherd,German Shepherd Dog,Herding Dog,herding,F,lost,Cassy,2004-04-27
2004-04-25,Brindle & White on Chest,Brindle & White on Chest,brindle & white,white,white,0,0,0,0,0,0,1,0,0,0,Pitbull X,Dog Crossbreed,Dog Crossbreed,crossbreed,F,lost,Tequila,2004-04-27
2004-04-27,Gold,Gold,gold,gold,gold,0,0,0,0,0,1,0,0,0,0,Golden Retriever,Golden Retriever,Sporting Dog,sporting,M/N,lost,Honey,2004-04-27
2004-04-28,Black & Tan,Black & Tan,black & tan,black & tan,multi,1,0,0,0,0,0,0,1,0,1,Rottweiler,Rottweiler,Working Dog,working,M/N,matched,Jessie,2004-04-28
2004-04-29,Brindle Blonde & Grey,Brindle Blonde & Grey,brindle & blond & grey,gold & grey,multi,1,0,0,0,1,1,0,0,0,0,Lab X  (3 dogs),Dog Crossbreed,Dog Crossbreed,crossbreed,M,matched,,2004-04-29
2004-04-29,Beige,Beige,beige,tan,tan,0,0,0,0,0,0,0,1,0,0,Small Dog,Small Dog,Dog Crossbreed,crossbreed,F,lost,Teeka,2004-04-29
2004-04-28,Yellow,Yellow,yellow,gold,gold,0,0,0,0,0,1,0,0,0,0,Lab,Labrador Retriever,Sporting Dog,sporting,F,lost,Goldie,2004-04-29
2004-04-30,Tan & Black,Black & Tan,black & tan,black & tan,multi,1,0,0,0,0,0,0,1,0,1,Shepherd X,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,matched,Ramona,2004-04-30
2004-04-30,White,White,white,white,white,0,0,0,0,0,0,1,0,0,0,Shep X,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,found,,2004-04-30
2004-04-30,Brindle,Brindle,brindle,?,,0,0,0,0,0,0,0,0,0,0,Am Staff,American Staffordshire,Terrier,terrier,M,lost,Samson,2004-04-30
2004-04-30,Black & Tan,Black & Tan,black & tan,black & tan,multi,1,0,0,0,0,0,0,1,0,1,Rotty,Rottweiler,Working Dog,working,M/N,lost,Jessie,2004-04-30
2004-05-01,Golden,Golden,gold,gold,gold,0,0,0,0,0,1,0,0,0,0,Retriever,Retriever,Sporting Dog,sporting,M/N,lost,Chase,2004-05-01
2004-05-02,Black & Tan,Black & Tan,black & tan,black & tan,multi,1,0,0,0,0,0,0,1,0,1,German Shepherd,German Shepherd Dog,Herding Dog,herding,F,matched,Isla,2004-05-02
2004-05-02,Tan & White,Tan & White,tan & white,tan & white,multi,1,0,0,0,0,0,1,1,0,0,Husky,Husky,Working Dog,working,F/S,matched,Jewel,2004-05-02
2004-05-03,Black & Tan,Black & Tan,black & tan,black & tan,multi,1,0,0,0,0,0,0,1,0,1,Shep Husky Mix,Dog Crossbreed,Dog Crossbreed,crossbreed,F,matched,Sara,2004-05-03
2004-05-03,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Chihuahua X,Dog Crossbreed,Dog Crossbreed,crossbreed,M,matched,Chacho,2004-05-03
2004-05-04,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Lab X,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,matched,Gambol,2004-05-04
2004-05-04,Black & Brown,Black & Brown,black & brown,black & brown,multi,1,0,0,0,0,0,0,0,1,1,Lab X,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,lost,Daisy,2004-05-05
2004-04-11,White,White,white,white,white,0,0,0,0,0,0,1,0,0,0,Amer Eskimo X,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,lost,Jack,2004-05-05
2004-05-05,Black with White Markings,Black & White,black & white,black & white,multi,1,0,0,0,0,0,1,0,0,1,Irish Wolfhound X,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,matched,Kobe,2004-05-05
2004-05-05,White with Black Spots,Black & White,black & white,black & white,multi,1,0,0,0,0,0,1,0,0,1,Pappillon,Papillon,Toy Dog,toy,F,lost,Michelle,2004-05-05
2004-05-06,Fawn & Black,Fawn & Black,fawn & black,black & tan,multi,1,0,0,0,0,0,0,1,0,1,Pug,Pug,Toy Dog,toy,M/N,matched,Tyson,2004-05-06
2004-05-06,Brown,Brown,brown,brown,brown,0,0,0,0,0,0,0,0,1,0,Lab X,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,lost,Pepper,2004-05-07
2004-05-08,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Black Lab,Black Lab,Sporting Dog,sporting,F,lost,Bella,2004-05-08
2004-05-09,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Lab,Labrador Retriever,Sporting Dog,sporting,F,found,,2004-05-09
2004-05-09,Black & White,Black & White,black & white,black & white,multi,1,0,0,0,0,0,1,0,0,1,Dalmation,Dalmatian,Non-Sporting Dog,nonsporting,F/S,lost,Pumpkin,2004-05-09
2004-05-09,Salt & Pepper,Black & White,black & white,black & white,multi,1,0,0,0,0,0,1,0,0,1,Yorkie X Shnazser,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,lost,Missy,2004-05-09
2004-05-09,Blonde & White,Blonde & White,blond & white,gold & white,multi,1,0,0,0,0,1,1,0,0,0,Lab X Staff  (older dog),Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,found,,2004-05-09
2004-05-09,Black & White,Black & White,black & white,black & white,multi,1,0,0,0,0,0,1,0,0,1,Border Collie,Border Collie,Herding Dog,herding,F,lost,Clutch,2004-05-09
2004-05-10,Black & Tan,Black & Tan,black & tan,black & tan,multi,1,0,0,0,0,0,0,1,0,1,Shep,Shepherd,Herding Dog,herding,F,lost,Lucky,2004-05-10
2004-05-10,Cream,Cream,cream,white,white,0,0,0,0,0,0,1,0,0,0,Lab X  Dane,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,lost,Buddie,2004-05-10
2004-05-11,Black & Tan,Black & Tan,black & tan,black & tan,multi,1,0,0,0,0,0,0,1,0,1,Rotty,Rottweiler,Working Dog,working,F/S,matched,Belle,2004-05-11
2004-05-11,Black & White,Black & White,black & white,black & white,multi,1,0,0,0,0,0,1,0,0,1,Boston Terrier   ( pup),Boston Terrier   ( pup),Non-Sporting Dog,nonsporting,F,matched,,2004-05-11
2004-05-11,White & Tan,Tan & White,tan & white,tan & white,multi,1,0,0,0,0,0,1,1,0,0,Shih Tzu,Shih Tzu,Non-Sporting Dog,nonsporting,M/N,matched,Cookie,2004-05-12
2004-05-12,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Labrador,Labrador Retriever,Sporting Dog,sporting,M/N,matched,Sterling,2004-05-12
2004-05-12,Taupe,Taupe,taupe,tan,tan,0,0,0,0,0,0,0,1,0,0,Weimaraner,Weimaraner,Sporting Dog,sporting,M,lost,Casper,2004-05-12
2004-05-12,Apricot,Apricot,orange,orange,orange,0,0,1,0,0,0,0,0,0,0,Mini Poodle,Miniature Poodle,Non-Sporting Dog,nonsporting,M/N,matched,Josuha,2004-05-13
2004-05-11,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Lab X,Dog Crossbreed,Dog Crossbreed,crossbreed,M,matched,Jazz,2004-05-13
2004-05-14,Brown,Brown,brown,brown,brown,0,0,0,0,0,0,0,0,1,0,Chesapeake Bay Retriever,Chesapeake Bay Retriever,Sporting Dog,sporting,F,matched,Tasha,2004-05-14
2004-05-14,Black & Tan & White,Black & Tan & White,black & tan & white,black & tan & white,multi,1,0,0,0,0,0,1,1,0,1,Shep X Lab X Husky,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,lost,Jasmine,2004-05-14
2004-05-12,Brown & White,Brown & White,brown & white,brown & white,multi,1,0,0,0,0,0,1,0,1,0,GSH Pointer,German Short Haired Pointer,Sporting Dog,sporting,M/N,lost,Maverick,2004-05-14
2004-05-15,White & Liver Chestnut Spots,White & Liver Chestnut Spots,brown & white,brown & white,multi,1,0,0,0,0,0,1,0,1,0,English Setter,English Setter,Sporting Dog,sporting,M/N,matched,,2004-05-15
2004-05-15,Brown & Gold,Brown & Gold,gold & brown,brown & gold,multi,1,0,0,0,0,1,0,0,1,0,Yorkshire Terrier,Yorkshire Terrier,Toy Dog,toy,M,lost,Scotch,2004-05-15
2004-05-15,Brown & White,Brown & White,brown & white,brown & white,multi,1,0,0,0,0,0,1,0,1,0,Greyhound  X?,Dog Crossbreed,Dog Crossbreed,crossbreed,F,matched,,2004-05-15
2004-05-15,Brindle,Brindle,brindle,?,,0,0,0,0,0,0,0,0,0,0,Collie X Terrier,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,lost,Brindle,2004-05-16
2004-05-15,Cream,Cream,cream,white,white,0,0,0,0,0,0,1,0,0,0,Havanese X Shnauzer,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,lost,Mimi,2004-05-16
2004-05-16,Black & Grey,Black & Grey,black & grey,black & grey,multi,1,0,0,0,1,0,0,0,0,1,Shepherd X,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,lost,Bear,2004-05-16
2004-05-16,Golden,Golden,gold,gold,gold,0,0,0,0,0,1,0,0,0,0,Irish Setter XGolden Retriever,Dog Crossbreed,Dog Crossbreed,crossbreed,,lost,,2004-05-16
