Date,Color,color,base_color,simple_color,single_color,color_has_multi,color_has_blue,color_has_orange,color_has_red,color_has_grey,color_has_gold,color_has_white,color_has_tan,color_has_brown,color_has_black,Breed,Purebred,CKC Class,ckc_class,Sex,State,Name,DateCreated
1999-11-14,Gold,Gold,gold,gold,gold,0,0,0,0,0,1,0,0,0,0,Pitbull X,Dog Crossbreed,Dog Crossbreed,crossbreed,M,lost,Roger,2005-06-21
1999-11-28,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Lab,Labrador Retriever,Sporting Dog,sporting,F,lost,Gean,2005-06-21
1999-11-29,White,White,white,white,white,0,0,0,0,0,0,1,0,0,0,Maltese,Maltese,Toy Dog,toy,F,matched,Skeeter,2005-06-21
1999-11-29,Yellow,Yellow,yellow,gold,gold,0,0,0,0,0,1,0,0,0,0,Lab,Labrador Retriever,Sporting Dog,sporting,M/N,lost,Spinner,2005-06-21
1999-11-30,Black & Tan,Black & Tan,black & tan,black & tan,multi,1,0,0,0,0,0,0,1,0,1,Airedale,Airedale Terrier,Terrier,terrier,M/N,matched,,2005-06-21
1999-11-30,Black & Tan,Black & Tan,black & tan,black & tan,multi,1,0,0,0,0,0,0,1,0,1,Shepherd X,Dog Crossbreed,Dog Crossbreed,crossbreed,F,found,,2005-06-21
1999-11-30,Brown & White,Brown & White,brown & white,brown & white,multi,1,0,0,0,0,0,1,0,1,0,Springer Spaniel,Springer Spaniel,Sporting Dog,sporting,M/N,lost,Max,2005-06-21
1999-11-30,Black & Tan,Black & Tan,black & tan,black & tan,multi,1,0,0,0,0,0,0,1,0,1,Shep X Collie,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,lost,Katy,2005-06-21
1999-11-30,Black & Tan,Black & Tan,black & tan,black & tan,multi,1,0,0,0,0,0,0,1,0,1,Shep X Husky,Dog Crossbreed,Dog Crossbreed,crossbreed,F,lost,Bailey,2005-06-21
1999-12-01,White,White,white,white,white,0,0,0,0,0,0,1,0,0,0,Lhasa Apso,Lhasa Apso,Non-Sporting Dog,nonsporting,M,lost,,2005-06-21
1999-12-01,Brindle,Brindle,brindle,?,,0,0,0,0,0,0,0,0,0,0,Cairn Terrier,Cairn Terrier,Terrier,terrier,F/S,lost,Annie,2005-06-21
1999-12-01,Black & White,Black & White,black & white,black & white,multi,1,0,0,0,0,0,1,0,0,1,Pitbull,Pitbull,Terrier,terrier,F,lost,Princess,2005-06-21
1999-12-01,Tri-Colour,Tri-Colour,tri-colour,?,,0,0,0,0,0,0,0,0,0,0,Sheltie,Sheltie,Herding Dog,herding,M/N,lost,Romeo,2005-06-21
1999-12-02,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Lab X,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,lost,Buddy,2005-06-21
1999-12-02,Silver & Blonde,Silver & Blonde,silver & blond,gold & grey,multi,1,0,0,0,1,1,0,0,0,0,Yorkie,Yorkshire Terrier,Toy Dog,toy,F/S,lost,Heidi,2005-06-21
1999-12-02,Black & Tan,Black & Tan,black & tan,black & tan,multi,1,0,0,0,0,0,0,1,0,1,Rottweiller,Rottweiler,Working Dog,working,M/N,matched,,2005-06-21
1999-12-02,Gold,Gold,gold,gold,gold,0,0,0,0,0,1,0,0,0,0,Retriever,Retriever,Sporting Dog,sporting,F,matched,Rune,2005-06-21
1999-12-03,Brown & Black,Black & Brown,black & brown,black & brown,multi,1,0,0,0,0,0,0,0,1,1,Beagle X,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,matched,Pia,2005-06-21
1999-12-03,Black & Tan,Black & Tan,black & tan,black & tan,multi,1,0,0,0,0,0,0,1,0,1,Shepherd,Shepherd,Herding Dog,herding,M,matched,Cooper,2005-06-21
1999-12-03,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Lab X Rott,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,lost,Casey,2005-06-21
1999-12-03,White,White,white,white,white,0,0,0,0,0,0,1,0,0,0,Husky X,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,matched,Asia,2005-06-21
1999-12-03,Tan,Tan,tan,tan,tan,0,0,0,0,0,0,0,1,0,0,Sharpei,Sharpei,Non-Sporting Dog,nonsporting,M,lost,Elvis,2005-06-21
1999-12-04,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Blue Meryl X Heeler,Dog Crossbreed,Dog Crossbreed,crossbreed,,lost,,2005-06-21
1999-12-04,Fawn,Fawn,fawn,tan,tan,0,0,0,0,0,0,0,1,0,0,Shep X,Dog Crossbreed,Dog Crossbreed,crossbreed,,lost,,2005-06-21
1999-12-02,Brown,Brown,brown,brown,brown,0,0,0,0,0,0,0,0,1,0,Shep X American Bulldog,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,lost,,2005-06-21
1999-12-04,Black & White,Black & White,black & white,black & white,multi,1,0,0,0,0,0,1,0,0,1,Boston Terrier,Boston Terrier,Non-Sporting Dog,nonsporting,M,lost,,2005-06-21
1999-12-04,Black & Brown,Black & Brown,black & brown,black & brown,multi,1,0,0,0,0,0,0,0,1,1,Shep,Shepherd,Herding Dog,herding,M/N,matched,Rocky,2005-06-21
1999-12-04,Blonde,Blonde,blond,gold,gold,0,0,0,0,0,1,0,0,0,0,Cocker Spaniel,Cocker Spaniel,Sporting Dog,sporting,M/N,lost,Chewy,2005-06-21
1999-12-04,Black & Grey,Black & Grey,black & grey,black & grey,multi,1,0,0,0,1,0,0,0,0,1,Malamute X Shep,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,lost,Jasper,2005-06-21
1999-11-23,Beige,Beige,beige,tan,tan,0,0,0,0,0,0,0,1,0,0,Pom,Pomeranian,Toy Dog,toy,F,lost,Mischeif,2005-06-21
1999-11-20,Gold,Gold,gold,gold,gold,0,0,0,0,0,1,0,0,0,0,Retriever,Retriever,Sporting Dog,sporting,M,lost,Brutus,2005-06-21
1999-12-06,Black & Grey & White,Black & Grey & White,black & grey & white,black & grey & white,multi,1,0,0,0,1,0,1,0,0,1,Husky,Husky,Working Dog,working,M/N,matched,Ky,2005-06-21
1999-12-07,Tan,Tan,tan,tan,tan,0,0,0,0,0,0,0,1,0,0,Pitbull,Pitbull,Terrier,terrier,M/N,matched,Papa,2005-06-21
1999-12-07,Black & Blonde,Black & Blonde,black & blond,black & gold,multi,1,0,0,0,0,1,0,0,0,1,German Shepherd X,Dog Crossbreed,Dog Crossbreed,crossbreed,F,lost,Loba,2005-06-21
1999-12-08,Grey,Grey,grey,grey,grey,0,0,0,0,1,0,0,0,0,0,Cockapoo,Cockapoo,Dog Crossbreed,crossbreed,M/N,lost,Pup,2005-06-21
1999-12-08,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Ferret,Ferret,,,M,lost,,2005-06-21
1999-12-08,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Lab X,Dog Crossbreed,Dog Crossbreed,crossbreed,M,lost,Sushi,2005-06-21
1999-12-08,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Lab,Labrador Retriever,Sporting Dog,sporting,M/N,lost,Tyson,2005-06-21
1999-12-08,Liver & White,Liver & White,liver & white,brown & white,multi,1,0,0,0,0,0,1,0,1,0,Springer Spaniel,Springer Spaniel,Sporting Dog,sporting,F/S,matched,Bracken,2005-06-21
1999-12-09,Black & Tan,Black & Tan,black & tan,black & tan,multi,1,0,0,0,0,0,0,1,0,1,Rotty  #1,Rottweiler,Working Dog,working,M/N,matched,Starsky,2005-06-21
1999-12-09,Black & Tan,Black & Tan,black & tan,black & tan,multi,1,0,0,0,0,0,0,1,0,1,Rotty #2,Rottweiler,Working Dog,working,M/N,matched,Hutch,2005-06-21
1999-12-09,Golden,Golden,gold,gold,gold,0,0,0,0,0,1,0,0,0,0,Lhasa Apso,Lhasa Apso,Non-Sporting Dog,nonsporting,M,lost,Jasco,2005-06-21
1999-12-10,Brindle,Brindle,brindle,?,,0,0,0,0,0,0,0,0,0,0,Pitbull X Lab,Dog Crossbreed,Dog Crossbreed,crossbreed,M,matched,Duke,2005-06-21
1999-12-10,Red,Red,red,red,red,0,0,0,1,0,0,0,0,0,0,Lhasa Apso,Lhasa Apso,Non-Sporting Dog,nonsporting,M,lost,Yogi,2005-06-21
1999-12-11,Tri Colour,Tri-Colour,tri-colour,?,,0,0,0,0,0,0,0,0,0,0,Collie X,Dog Crossbreed,Dog Crossbreed,crossbreed,,found,,2005-06-21
1999-12-12,White,White,white,white,white,0,0,0,0,0,0,1,0,0,0,Spitz X,Dog Crossbreed,Dog Crossbreed,crossbreed,M,lost,Fritz,2005-06-21
1999-12-12,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Pit X Great Dane,Dog Crossbreed,Dog Crossbreed,crossbreed,M,lost,,2005-06-21
1999-12-12,Black & Brown,Black & Brown,black & brown,black & brown,multi,1,0,0,0,0,0,0,0,1,1,Collie X,Dog Crossbreed,Dog Crossbreed,crossbreed,F,found,,2005-06-21
1999-12-12,Tan,Tan,tan,tan,tan,0,0,0,0,0,0,0,1,0,0,?,Unknown Animal,,,F,lost,,2005-06-21
1999-12-12,Brown,Brown,brown,brown,brown,0,0,0,0,0,0,0,0,1,0,Border X,Dog Crossbreed,Dog Crossbreed,crossbreed,F,lost,Ping Wow ?,2005-06-21
1999-12-12,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Border X,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,lost,Fancy,2005-06-21
1999-12-13,Grey & Tan & White,Grey & Tan & White,grey & tan & white,grey & tan & white,multi,1,0,0,0,1,0,1,1,0,0,Husky X Shep X Brd Collie,Dog Crossbreed,Dog Crossbreed,crossbreed,F,lost,Hush Hush,2005-06-21
1999-12-14,Black & White,Black & White,black & white,black & white,multi,1,0,0,0,0,0,1,0,0,1,Border Collie X Lab,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,lost,Kailey (Ceilidh),2005-06-21
1999-12-14,Black w White,Black & White,black & white,black & white,multi,1,0,0,0,0,0,1,0,0,1,Lab X,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,matched,Darby,2005-06-21
1999-12-14,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Stafforshire Terrier 14 months,Staffordshire Bull Terrier,Terrier,terrier,M,lost,Clouseau,2005-06-21
1999-12-14,Black & Tan,Black & Tan,black & tan,black & tan,multi,1,0,0,0,0,0,0,1,0,1,Shep X Rotty,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,lost,Buddy,2005-06-21
1999-12-15,Tan & White,Tan & White,tan & white,tan & white,multi,1,0,0,0,0,0,1,1,0,0,Siberian Husky,Husky,Working Dog,working,F/S,lost,Cala,2005-06-21
1999-12-15,Brown,Brown,brown,brown,brown,0,0,0,0,0,0,0,0,1,0,Poodle (small),Poodle,Non-Sporting Dog,nonsporting,M/N,found,,2005-06-21
1999-12-15,Black & Brown,Black & Brown,black & brown,black & brown,multi,1,0,0,0,0,0,0,0,1,1,Shep X Rotty,Dog Crossbreed,Dog Crossbreed,crossbreed,F,lost,Bailey,2005-06-21
1999-12-15,Yellow,Yellow,yellow,gold,gold,0,0,0,0,0,1,0,0,0,0,Lab,Labrador Retriever,Sporting Dog,sporting,M,lost,Spud,2005-06-21
1999-12-15,Black & Tan,Black & Tan,black & tan,black & tan,multi,1,0,0,0,0,0,0,1,0,1,German Shepherd,German Shepherd Dog,Herding Dog,herding,M,lost,Goofy,2005-06-21
1999-12-10,White,White,white,white,white,0,0,0,0,0,0,1,0,0,0,American Eskimo,American Eskimo,Non-Sporting Dog,nonsporting,M,lost,KiKi,2005-06-21
1999-12-16,Black & Brown,Black & Brown,black & brown,black & brown,multi,1,0,0,0,0,0,0,0,1,1,Lab X Retriever,Dog Crossbreed,Dog Crossbreed,crossbreed,M,lost,Birch,2005-06-21
1999-12-16,Black & White,Black & White,black & white,black & white,multi,1,0,0,0,0,0,1,0,0,1,Lab X,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,lost,Katy,2005-06-21
1999-12-16,Black & White,Black & White,black & white,black & white,multi,1,0,0,0,0,0,1,0,0,1,Shep X,Dog Crossbreed,Dog Crossbreed,crossbreed,F,found,,2005-06-21
1999-12-17,Tan,Tan,tan,tan,tan,0,0,0,0,0,0,0,1,0,0,Akita X,Dog Crossbreed,Dog Crossbreed,crossbreed,M,found,,2005-06-21
1999-12-17,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Lab X,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,lost,Koda,2005-06-21
1999-12-16,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Cockapoo,Cockapoo,Dog Crossbreed,crossbreed,F/S,lost,,2005-06-21
1999-12-16,Tan  with Black Face,Tan  & Black Face,black & tan,black & tan,multi,1,0,0,0,0,0,0,1,0,1,Akita,Akita,Working Dog,working,M,lost,Mika,2005-06-21
1999-12-18,Tan,Tan,tan,tan,tan,0,0,0,0,0,0,0,1,0,0,Rott X Pit,Dog Crossbreed,Dog Crossbreed,crossbreed,,found,,2005-06-21
1999-12-18,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Terrier,Terrier,Terrier,terrier,M,lost,,2005-06-21
1999-12-17,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Lab X Pit,Dog Crossbreed,Dog Crossbreed,crossbreed,M,lost,,2005-06-21
1999-12-17,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Rott,Rottweiler,Working Dog,working,M,lost,,2005-06-21
1999-12-17,Brown,Brown,brown,brown,brown,0,0,0,0,0,0,0,0,1,0,Shep X,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,lost,,2005-06-21
1999-12-18,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Rott X Shep,Dog Crossbreed,Dog Crossbreed,crossbreed,M,lost,,2005-06-21
1999-12-19,Black & Tan,Black & Tan,black & tan,black & tan,multi,1,0,0,0,0,0,0,1,0,1,Rott,Rottweiler,Working Dog,working,F,lost,,2005-06-21
1999-12-20,Grey & Black & Brown,Black & Brown & Grey,black & brown & grey,black & brown & grey,multi,1,0,0,0,1,0,0,0,1,1,Akita X,Dog Crossbreed,Dog Crossbreed,crossbreed,F,found,,2005-06-21
1999-12-20,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Pekingnese ? (crossbreed),Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,lost,Tilly,2005-06-21
1999-12-20,Grey,Grey,grey,grey,grey,0,0,0,0,1,0,0,0,0,0,Min Poodle,Miniature Poodle,Non-Sporting Dog,nonsporting,M,matched,Blackie,2005-06-21
1999-12-20,Brindle,Brindle,brindle,?,,0,0,0,0,0,0,0,0,0,0,Boxer,Boxer,Working Dog,working,M/N,lost,Jack,2005-06-21
1999-12-20,Red & Black & White,Red & Black & White,red & black & white,black & red & white,multi,1,0,0,1,0,0,1,0,0,1,Huskey X Samoy,Dog Crossbreed,Dog Crossbreed,crossbreed,,found,,2005-06-21
1999-12-21,Grey,Grey,grey,grey,grey,0,0,0,0,1,0,0,0,0,0,Poodle,Poodle,Non-Sporting Dog,nonsporting,M/N,matched,,2005-06-21
1999-12-21,Grey,Grey,grey,grey,grey,0,0,0,0,1,0,0,0,0,0,Miniature Schnauzer,Miniature Schnauzer,Terrier,terrier,M/N,lost,Willy,2005-06-21
1999-12-24,Reddish,Red,red,red,red,0,0,0,1,0,0,0,0,0,0,Pomeranian,Pomeranian,Toy Dog,toy,M,found,,2005-06-21
1999-12-25,Black & White,Black & White,black & white,black & white,multi,1,0,0,0,0,0,1,0,0,1,Pitbull,Pitbull,Terrier,terrier,M,lost,Kilo,2005-06-21
1999-12-27,Grey & Black,Black & Grey,black & grey,black & grey,multi,1,0,0,0,1,0,0,0,0,1,Poodle X,Dog Crossbreed,Dog Crossbreed,crossbreed,M,matched,,2005-06-21
1999-12-28,Golden,Golden,gold,gold,gold,0,0,0,0,0,1,0,0,0,0,Golden Retriever X,Dog Crossbreed,Dog Crossbreed,crossbreed,M,lost,,2005-06-21
1999-12-28,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Lab,Labrador Retriever,Sporting Dog,sporting,F,found,,2005-06-21
1999-12-28,Black & White,Black & White,black & white,black & white,multi,1,0,0,0,0,0,1,0,0,1,Duck,Duck,,,,lost,,2005-06-21
1999-12-28,Yellow,Yellow,yellow,gold,gold,0,0,0,0,0,1,0,0,0,0,Shep X Collie,Dog Crossbreed,Dog Crossbreed,crossbreed,F,lost,,2005-06-21
1999-12-29,Black & Tan,Black & Tan,black & tan,black & tan,multi,1,0,0,0,0,0,0,1,0,1,Shepherd,Shepherd,Herding Dog,herding,,lost,Odin,2005-06-21
1999-12-30,Brown,Brown,brown,brown,brown,0,0,0,0,0,0,0,0,1,0,Staffordshire Terrier,Staffordshire Bull Terrier,Terrier,terrier,M/N,lost,Moses,2005-06-21
1999-12-25,White w Tan at tail base,White & Tan at tail base,tan & white,tan & white,multi,1,0,0,0,0,0,1,1,0,0,Cocker Spaniel,Cocker Spaniel,Sporting Dog,sporting,F/S,lost,Julie,2005-06-21
1999-12-30,Black & Grey,Black & Grey,black & grey,black & grey,multi,1,0,0,0,1,0,0,0,0,1,Shep,Shepherd,Herding Dog,herding,M,lost,Odin,2005-06-21
1999-12-30,Black & White,Black & White,black & white,black & white,multi,1,0,0,0,0,0,1,0,0,1,Ret X Collie,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,matched,Breck,2005-06-21
1999-12-31,Black & Tan,Black & Tan,black & tan,black & tan,multi,1,0,0,0,0,0,0,1,0,1,Shep X,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,matched,Josh,2005-06-21
2000-01-01,Brown,Brown,brown,brown,brown,0,0,0,0,0,0,0,0,1,0,Boxer,Boxer,Working Dog,working,M,lost,Lexus,2005-06-21
2000-01-01,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Lhasa Apso,Lhasa Apso,Non-Sporting Dog,nonsporting,F/S,matched,Kasha,2005-06-21
2000-01-01,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Shep X Lab,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,matched,,2005-06-21
2000-01-01,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Schipperke,Schipperke,Non-Sporting Dog,nonsporting,F,matched,Lilly,2005-06-21
2000-01-01,Black & Brown,Black & Brown,black & brown,black & brown,multi,1,0,0,0,0,0,0,0,1,1,Shep X,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,matched,Peppy,2005-06-21
2000-01-01,Grey & Black,Black & Grey,black & grey,black & grey,multi,1,0,0,0,1,0,0,0,0,1,Lab X Collie,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,matched,Genny,2005-06-21
1999-12-28,Black & Tan,Black & Tan,black & tan,black & tan,multi,1,0,0,0,0,0,0,1,0,1,Rotty,Rottweiler,Working Dog,working,F,lost,Chika,2005-06-21
2000-01-02,Black & Tan,Black & Tan,black & tan,black & tan,multi,1,0,0,0,0,0,0,1,0,1,Shep,Shepherd,Herding Dog,herding,M/N,lost,Lucky,2005-06-21
2000-01-02,Black & Tan,Black & Tan,black & tan,black & tan,multi,1,0,0,0,0,0,0,1,0,1,German Shepherd,German Shepherd Dog,Herding Dog,herding,M/N,lost,Lucky,2005-06-21
2000-01-04,Black &  White,Black & White,black & white,black & white,multi,1,0,0,0,0,0,1,0,0,1,Shep X Lab,Dog Crossbreed,Dog Crossbreed,crossbreed,M,lost,,2005-06-21
2000-01-04,Brindle,Brindle,brindle,?,,0,0,0,0,0,0,0,0,0,0,Boxer,Boxer,Working Dog,working,M,matched,Lexus,2005-06-21
2000-01-05,Brown & White,Brown & White,brown & white,brown & white,multi,1,0,0,0,0,0,1,0,1,0,Bull Terrier,Bull Terrier,Terrier,terrier,M,found,,2005-06-21
2000-01-06,Black & White & Tan,Black & Tan & White,black & tan & white,black & tan & white,multi,1,0,0,0,0,0,1,1,0,1,Husky X,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,matched,Akayu,2005-06-21
2000-01-06,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Poodle,Poodle,Non-Sporting Dog,nonsporting,M,matched,Scruffy,2005-06-21
2000-01-06,Red,Red,red,red,red,0,0,0,1,0,0,0,0,0,0,Heeler,Heeler,Herding Dog,herding,M,lost,,2005-06-21
2000-01-07,Black & Grey & Tan,Black & Tan & Grey,black & tan & grey,black & grey & tan,multi,1,0,0,0,1,0,0,1,0,1,Aust Shep X Akita,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,lost,Lola,2005-06-21
2000-01-07,White & Brindle,Brindle & White,brindle & white,white,white,0,0,0,0,0,0,1,0,0,0,Lab X,Dog Crossbreed,Dog Crossbreed,crossbreed,M,found,,2005-06-21
2000-01-06,White,White,white,white,white,0,0,0,0,0,0,1,0,0,0,Pitbull X,Dog Crossbreed,Dog Crossbreed,crossbreed,M,lost,Benny,2005-06-21
2000-01-07,White & Gold,Gold & White,gold & white,gold & white,multi,1,0,0,0,0,1,1,0,0,0,Collie X Samoy,Dog Crossbreed,Dog Crossbreed,crossbreed,M,lost,,2005-06-21
2000-01-07,Red,Red,red,red,red,0,0,0,1,0,0,0,0,0,0,Ridgeback,Ridgeback,Hound,hound,,lost,,2005-06-21
2000-01-08,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Lab X,Dog Crossbreed,Dog Crossbreed,crossbreed,M,lost,Gabriel,2005-06-21
2000-01-08,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Shep X Lab,Dog Crossbreed,Dog Crossbreed,crossbreed,M,found,Ike,2005-06-21
2000-01-08,Red,Red,red,red,red,0,0,0,1,0,0,0,0,0,0,Pitbull X,Dog Crossbreed,Dog Crossbreed,crossbreed,M,matched,,2005-06-21
2000-01-07,Black & Grey & Tan,Black & Tan & Grey,black & tan & grey,black & grey & tan,multi,1,0,0,0,1,0,0,1,0,1,Terrier X,Dog Crossbreed,Dog Crossbreed,crossbreed,M,found,,2005-06-21
2000-01-09,Grey & Brown & Black,Black & Brown & Grey,black & brown & grey,black & brown & grey,multi,1,0,0,0,1,0,0,0,1,1,Shep X,Dog Crossbreed,Dog Crossbreed,crossbreed,M,matched,,2005-06-21
2000-01-09,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Lab,Labrador Retriever,Sporting Dog,sporting,M,found,,2005-06-21
2000-01-10,Black & Tan,Black & Tan,black & tan,black & tan,multi,1,0,0,0,0,0,0,1,0,1,Rott,Rottweiler,Working Dog,working,F,lost,Michelle,2005-06-21
2000-01-10,White,White,white,white,white,0,0,0,0,0,0,1,0,0,0,Lab X Pit,Dog Crossbreed,Dog Crossbreed,crossbreed,M,matched,,2005-06-21
2000-01-10,White & Cream,White & Cream,white & cream,white,white,0,0,0,0,0,0,1,0,0,0,Shepherd X,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,lost,Jasper,2005-06-21
2000-01-11,Grey with white markings,Grey & White,grey & white,grey & white,multi,1,0,0,0,1,0,1,0,0,0,Akita X,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,lost,,2005-06-21
2000-01-11,Black & Brown,Black & Brown,black & brown,black & brown,multi,1,0,0,0,0,0,0,0,1,1,Shepherd X,Dog Crossbreed,Dog Crossbreed,crossbreed,M,found,,2005-06-21
2000-01-11,Beige & White,White & Beige,white & beige,tan & white,multi,1,0,0,0,0,0,1,1,0,0,Husky X Sheperd,Dog Crossbreed,Dog Crossbreed,crossbreed,F,lost,Alaska,2005-06-21
2000-01-11,Brown & Black,Black & Brown,black & brown,black & brown,multi,1,0,0,0,0,0,0,0,1,1,Shepherd X Dane,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,lost,Ellby,2005-06-21
2000-01-12,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Lab,Labrador Retriever,Sporting Dog,sporting,F/S,found,Caileigh,2005-06-21
2000-01-12,Copper,Copper,copper,orange,orange,0,0,1,0,0,0,0,0,0,0,Lab X,Dog Crossbreed,Dog Crossbreed,crossbreed,M,matched,Duke,2005-06-21
2000-01-12,White,White,white,white,white,0,0,0,0,0,0,1,0,0,0,American Eskimo,American Eskimo,Non-Sporting Dog,nonsporting,F/S,lost,Suzie,2005-06-21
2000-01-12,Brown Brindle,Brown & Brindle,brown & brindle,brown,brown,0,0,0,0,0,0,0,0,1,0,Pitbull,Pitbull,Terrier,terrier,F/S,lost,Ellie,2005-06-21
2000-01-12,Biege & Black,Beige & Black,beige & black,black & tan,multi,1,0,0,0,0,0,0,1,0,1,Shepherd,Shepherd,Herding Dog,herding,F,matched,,2005-06-21
2000-01-13,Black & Tan,Black & Tan,black & tan,black & tan,multi,1,0,0,0,0,0,0,1,0,1,Coonhound,Coonhound,Hound,hound,F,lost,,2005-06-21
2000-01-12,Black & Tan,Black & Tan,black & tan,black & tan,multi,1,0,0,0,0,0,0,1,0,1,Chow X Rotty,Dog Crossbreed,Dog Crossbreed,crossbreed,F,lost,Chia,2005-06-21
2000-01-13,Black & White,Black & White,black & white,black & white,multi,1,0,0,0,0,0,1,0,0,1,Pekingese,Pekingese,Toy Dog,toy,F,lost,Kiki,2005-06-21
2000-01-14,White,White,white,white,white,0,0,0,0,0,0,1,0,0,0,American Husky,Husky,Working Dog,working,M/N,lost,Rocky,2005-06-21
2000-01-14,Black & White & Brown,Brown & Black & White,brown & black & white,black & brown & white,multi,1,0,0,0,0,0,1,0,1,1,Doby X,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,lost,Goalie,2005-06-21
2000-01-14,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Lab,Labrador Retriever,Sporting Dog,sporting,M/N,lost,Cuba,2005-06-21
2000-01-14,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,2 Labs & 1 Shep,Labrador Retriever,Sporting Dog,sporting,,lost,,2005-06-21
2000-01-14,Golden,Golden,gold,gold,gold,0,0,0,0,0,1,0,0,0,0,Lab,Labrador Retriever,Sporting Dog,sporting,F,matched,Kayla,2005-06-21
2000-01-14,White,White,white,white,white,0,0,0,0,0,0,1,0,0,0,Lab X,Dog Crossbreed,Dog Crossbreed,crossbreed,,found,Charlie,2005-06-21
2000-01-14,Tape,Taupe,taupe,tan,tan,0,0,0,0,0,0,0,1,0,0,Lab,Labrador Retriever,Sporting Dog,sporting,F,lost,,2005-06-21
2000-01-15,Rust,Rust,rust,red,red,0,0,0,1,0,0,0,0,0,0,Retriever,Retriever,Sporting Dog,sporting,M,lost,Sergier,2005-06-21
2000-01-15,Silver,Silver,silver,grey,grey,0,0,0,0,1,0,0,0,0,0,Timber Wolf X Husky,Dog Crossbreed,Dog Crossbreed,crossbreed,F,found,Sparky,2005-06-21
2000-01-15,Brindle,Brindle,brindle,?,,0,0,0,0,0,0,0,0,0,0,Pitbull,Pitbull,Terrier,terrier,M,lost,Tyson,2005-06-21
2000-01-13,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Pekingese,Pekingese,Toy Dog,toy,F/S,lost,Kiki,2005-06-21
2000-01-15,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Husky X Collie,Dog Crossbreed,Dog Crossbreed,crossbreed,F,matched,,2005-06-21
2000-01-16,Black,Black,black,black,black,0,0,0,0,0,0,0,0,0,1,Lab X,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,lost,Jack,2005-06-21
2000-01-16,Black & Tan,Black & Tan,black & tan,black & tan,multi,1,0,0,0,0,0,0,1,0,1,Rotty X,Dog Crossbreed,Dog Crossbreed,crossbreed,M,found,,2005-06-21
