Date,Color,Breed,Sex,State,Name,DateCreated
2001-06-30,Salt & Pepper,Shnauzer,M/N,Matched,Bartlett,2001-06-30
2001-06-30,Black & Tan,Shep,M/N,Matched,Max,2001-06-30
2001-06-30,White,Bichon Frise,F,Matched,,2001-06-30
2001-06-30,Chocolate Brown,Lab X Pit,M/N,Found,,2001-07-01
2001-07-01,Black,Lab X,M/N,Matched,Jack,2001-07-01
2001-06-30,Black & Brindle,Wolf X Shep,M/N,Matched,Mischeif,2001-07-01
2001-07-01,Black Grey Gold & White,Shep X,M,Matched,Sumo,2001-07-01
2001-07-01,Red & White,Siberian Husky,M,Lost,Odin,2001-07-01
2001-07-02,White & Black,Jack Russell,F/S,Matched,Daisy,2001-07-02
2001-07-03,White & Brown,Maltese X Corgi,F,Matched,Soca,2001-07-03
2001-07-03,Tri,Sheltie X,F/S,Matched,Shade,2001-07-03
2001-07-03,Chocolate,Am. Staff,F/S,Lost,Bristol,2001-07-03
2001-07-03,Black & Tan,Rottweiler Puppy,F,Matched,,2001-07-03
2001-07-03,Tan,Chi  X,M,Matched,Tito,2001-07-03
2001-07-03,Black & Mahogany,Rottweiler,F/S,Lost,Sadie,2001-07-03
2001-07-03,Tri Colour,Jack Russell,M,Matched,Teddy,2001-07-03
2001-07-04,Red,Irish Setter (?),M,Matched,,2001-07-04
2001-07-03,Black & Tan,Airedale,F/S,Lost,Delilah,2001-07-04
2001-07-04,White & Beige,Maltipoo,F/S,Matched,,2001-07-04
2001-04-03,White/brown/black,Coonhound Puppy,M,Lost,Jethro,2001-07-04
2001-07-04,Brindle,Lab X,M,Matched,Austin,2001-07-04
2001-07-05,Black,Pit X,M/N,Matched,Finny,2001-07-05
2001-07-05,Chocolate White chest and paws,Lab X,M/N,Matched,Phineas,2001-07-05
2001-07-05,White,Carin Terrier,F/S,Matched,Maggie,2001-07-05
2001-07-05,Black & Tan,Husky X Shep,M/N,Matched,Mowgli,2001-07-06
2001-07-06,Black,Lab X Bernard  (pup),F,Matched,Zoe,2001-07-06
2001-07-06,Black,Cockapoo,M/N,Matched,Jet,2001-07-06
2001-07-05,Grey & White,Siberian Husky,F,Lost,Kodak,2001-07-06
2001-07-07,Black,Lab,M,Lost,,2001-07-07
2001-07-07,Blue & Black,Chow X,F,Lost,Sushi,2001-07-07
2001-07-07,Beige,Cocker Spaniel,F,Matched,,2001-07-07
2001-07-06,Tri,Yorkie,M/N,Lost,Teddy,2001-07-08
2001-07-08,Tri,Beagle,F,Matched,Pickles,2001-07-08
2001-07-09,White with Black speckles,Pointer X Staff Terrier,M,Matched,Bailey,2001-07-09
2001-07-09,White,Cockapoo,M,Matched,,2001-07-09
2001-07-09,White,Min Poodle,M,Matched,Oliver,2001-07-09
2001-07-09,White & Grey,Lhasa X Poo,M/N,Matched,Hercules,2001-07-09
2001-07-09,Tan,Min Pin X,F/S,Matched,Hula,2001-07-09
2001-07-10,White & Brown,Jack Russell Terrier,M,Matched,Rocko,2001-07-10
2001-07-10,Black & White,Terrier,M,Lost,Kilo,2001-07-11
2001-07-11,Black with White Muzzle,Lab X,M,Matched,Thor,2001-07-11
2001-07-11,Black Brindle & White Chest,Pit X,M,Matched,,2001-07-11
2001-07-10,Brown,?,M/N,Lost,Bud,2001-07-11
2001-07-11,White with Black & Gold,Lhasa Apso,F,Lost,,2001-07-11
2001-07-11,Blonde,Golden Ret X Labrador,M,Lost,Rudy,2001-07-11
2001-07-11,Brown & White,Eng Setter,M/N,Matched,,2001-07-11
2001-07-12,Beige,Wheaton Terrier,F,Matched,,2001-07-12
2001-07-12,Black,Lab,M/N,Matched,Trigger,2001-07-12
2001-07-12,Brown & White,German Shep X,M/N,Matched,Max,2001-07-12
2001-07-12,Black & Tan,Shep X,M/N,Matched,Max,2001-07-12
2001-07-12,Tan,Rott X Chow,F/S,Lost,Megora,2001-07-12
2001-07-11,Black & Grey & White,Shih Tzu,F,Lost,Charlie,2001-07-12
2001-07-13,White,Jindo,M,Matched,Bong,2001-07-13
2001-07-13,Red Brown,Chow,M,Lost,Fur,2001-07-13
2001-07-13,Black &  Tan,Rotty,M,Matched,Lucky,2001-07-13
2001-06-10,Brown & Black,Shep X Chow,F,Lost,Brodie,2001-07-13
2001-07-14,Black & Tan,Shep,M/N,Lost,Max,2001-07-14
2001-07-14,White,Malti X Corgi,F,Lost,Soca,2001-07-14
2001-07-14,White,Maltese,F,Lost,Choy,2001-07-15
2001-07-16,Black & Grey & Tan,Lab X Shepherd,M,Lost,Sumo,2001-07-16
2001-07-16,White,Bichon X Min Poo,M,Lost,Taz,2001-07-16
2001-07-17,White(Trimmed Coat),Samoyed,F/S,Matched,Dashka,2001-07-17
2001-07-17,Brown & Black & White,Kelpi X B. Collie,M,Lost,Dude,2001-07-17
2001-07-17,Brown,Bull Mastiff,F,Matched,,2001-07-17
2001-07-18,Tri Color,Basset Hound,F,Matched,Lucy,2001-07-18
2001-07-17,Black & Tan,Shepherd,M/N,Lost,Max,2001-07-18
2001-07-19,Brown & Black & White,Beagle,M/N,Lost,Pepper,2001-07-19
2001-07-19,Black & Tan,Yorkie,F,Found,,2001-07-19
2001-07-19,Black with White Chest,Lab X,F,Matched,Jessie,2001-07-19
2001-07-19,Beige Brindle,Carin Terrier,M/N,Matched,Duffus,2001-07-20
2001-07-20,Golden,Retriever,M,Matched,,2001-07-20
2001-07-20,Beige & Black,Shep X Husky,,Found,Jesse,2001-07-20
2001-07-21,Black,Lab X,F/S,Matched,Shiro,2001-07-21
2001-07-21,Beige,Whippet,M/N,Matched,Norman,2001-07-22
2001-07-22,Black & Brown & White,Shep X Akita,M/N,Lost,Parker,2001-07-22
2001-07-22,Brownish Red,Shiba Inu,F/S,Lost,Gim Gim,2001-07-22
2001-07-23,Golden,Lab  Retriever,M,Matched,,2001-07-23
2001-07-22,Tan & White,Cairn Terrier,M/N,Lost,Toffee,2001-07-23
2001-07-23,Black & Tan,Shepherd,M,Lost,Dorbo,2001-07-23
2001-07-24,Brown,Sharpei,F/S,Matched,Smaranda,2001-07-24
2001-07-24,Brown Merle,Blue Heeler X Shep,F/S,Found,Osi,2001-07-24
2001-07-24,White w Black Spots,Dalmatian,M,Matched,Charlie,2001-07-24
2001-07-25,Black & Tan,Shepherd,F,Matched,Akedia,2001-07-25
2001-07-25,Wheaton,Terrier X Shep,F,Lost,Faith,2001-07-25
2001-07-24,Black & Tan,Shepherd,F/S,Matched,Sheppy,2001-07-25
2001-07-25,White & Brown & Black,Sheepdog,F/S,Matched,Charm,2001-07-25
2001-07-25,Blonde,Cocker Spaniel,F,Lost,Tuffy,2001-07-25
2001-07-24,Black,Border Collie X,M,Lost,KooKoo,2001-07-25
2001-07-25,White,Poodle X,M,Lost,Shira,2001-07-25
2001-07-25,Tan,Cocker Spaniel,F/S,Found,Marilyn,2001-07-26
2001-07-26,Red,King Charles Spaniel,F/S,Lost,Cheri,2001-07-26
2001-07-26,White,JR Terrier,F/S,Matched,Madison,2001-07-26
2001-07-26,Black & Tan,Rotty,F/S,Lost,Keisha,2001-07-26
2001-07-27,Brown,Staffie X,F,Found,,2001-07-27
2001-07-27,Reddish,Retriever,F,Found,,2001-07-27
2001-07-27,Black & Tan,Pit X Shep,F/S,Lost,Rosie,2001-07-27
2001-07-27,Black & Tan,Rotty X Shep X Lab,M/N,Matched,Buddy,2001-07-27
2001-07-27,Black & Tan,Shiba Inu,M,Matched,Max,2001-07-28
2001-07-28,Tan,Chow X Husky,M/N,Lost,Knight,2001-07-28
2001-07-27,Chocolate Brown,Shep X,M,Lost,Shalka,2001-07-28
2001-07-27,Black w White Chest,Lab X,F,Lost,Jessie,2001-07-28
2001-07-28,Brindle,Pitbull,M,Matched,Zeus,2001-07-28
2001-07-30,Black & Brown,Shep X Collie,F/S,Lost,Sheena,2001-07-30
2001-07-30,Tan w/ Dark Cicles on Eye,Ridgeback X Staffie,F,Lost,Cleo,2001-07-30
2001-07-31,Black,Cocker Spaniel,,Matched,,2001-07-31
2001-07-31,Black & Brown,Dashound,F,Found,,2001-07-31
2001-08-01,Tan,Sharpei X,M/N,Lost,Tyson,2001-08-01
2001-06-11,Black,Newfoundland Look alike,M/N,Lost,Kuma,2001-08-01
2001-07-30,Grey & Brown,Chow X Husky,F,Lost,Maggie,2001-08-01
2001-08-02,Black & White & Tan,Spaniel X Weiner,M/N,Matched,Ritchie,2001-08-02
2001-08-02,Black & Tan,Collie X,F,Matched,Ella,2001-08-02
2001-08-02,Black,Lab,M/N,Matched,Thor,2001-08-02
2001-08-02,Black & White,Husky X,M,Matched,,2001-08-02
2001-08-03,Golden,Lab,F,Found,,2001-08-03
2001-08-03,Black,Lab X Rotty X Shep,F/S,Lost,Mackenzie,2001-08-03
2001-08-03,Beige,Lhasa Apso X Poodle,F,Matched,Daisy,2001-08-04
2001-08-03,Black & Tan,Shep X Rotty,M,Matched,,2001-08-04
2001-08-04,Golden,Retriever X,M,Found,,2001-08-04
2001-08-03,Black & Tan,Rotty,M/N,Lost,Khan,2001-08-04
2001-08-05,Black & Grey,Poodle,M,Matched,Hecter,2001-08-05
2001-08-05,Black & Tan,Manchester Terrier,F/S,Lost,Blue,2001-08-05
2001-08-04,Black,Standard Poodle,F,Lost,Mandy,2001-08-05
2001-08-05,Black w Brown,Rotty X Doby,M,Matched,,2001-08-05
2001-08-05,Lite Beige,Pom X,F,Lost,,2001-08-05
2001-08-05,Reddish Blonde,Chow X Retriever,M/N,Lost,Sir Goofy,2001-08-05
2001-08-05,White & Brown,Pitbull X,M,Matched,,2001-08-05
2001-08-05,Red,Chow X,M,Found,,2001-08-05
2001-08-06,Tan,Lab X,M,Matched,Buddy,2001-08-07
2001-08-07,Black & Brown,Rotty X,F,Matched,?,2001-08-07
2001-08-05,Golden,Retreiver X,F/S,Lost,Ginger,2001-08-07
2001-08-07,Black & White,Lab X,M/N,Lost,Rex or Midnight,2001-08-08
2001-08-08,Black & Tan,Shepherd,F,Lost,Tatum,2001-08-08
2001-08-09,Black & White,Border Collie X,F/S,Lost,Sheena,2001-08-09
2001-08-08,White,Shih Tzu,F,Lost,Pebbles,2001-08-09
2001-08-09,Brown & Tan,Mini Yorkie,M,Lost,Lucky,2001-08-10
2001-08-10,Black,Poodle X,M,Lost,Big Puppy,2001-08-10
2001-08-11,Black,Spaniel X,M/N,Lost,Sam,2001-08-11
2001-08-12,Sable,Sheltie,M,Matched,,2001-08-12
2001-08-11,Tan,Sheltie,M,Matched,Major,2001-08-12
2001-08-12,Sable,Sheltie,M,Matched,Major,2001-08-12
2001-08-13,Brown & Tan,Husky X,F/S,Lost,Lassie  (aka Lucy),2001-08-13
2001-08-14,White & Grey,Terrier X,M,Found,,2001-08-14
2001-08-14,Tan & Black,Rotty X,F/S,Matched,Keisha,2001-08-14
2001-08-14,Blonde,Silky Terrier X,M,Found,Sammy,2001-08-14
2001-08-13,Black,Lab,M/N,Matched,,2001-08-14
2001-08-14,Sable,Sheltie,F,Matched,Kelley,2001-08-14
2001-08-14,Grey,Min Schnauzer,F,Found,Daisy,2001-08-14
2001-08-14,White,Maltese,M/N,Matched,Barky,2001-08-14
2001-08-15,Brown,Red Nose Pit Bull,F,Lost,,2001-08-15
2001-08-15,Brown,Min Pincher,M,Found,,2001-08-16
2001-08-16,Blonde,Pom X Terr,F,Matched,,2001-08-16
2001-08-16,White,WH Terrier,M,Matched,Lucky,2001-08-16
2001-08-16,Tan with Black,Shep X,M/N,Lost,Mos,2001-08-16
2001-08-14,Black & White & Brown,Lab X Collie,F/S,Lost,Jackie,2001-08-16
2001-08-16,Redish,Japanese Breed X,F,Lost,Bobo,2001-08-16
2001-08-17,Brown,Cocker Span X,M,Matched,,2001-08-17
2001-08-16,Dark Grey,Poodle,M/N,Lost,Beaver,2001-08-17
2001-08-17,Black,Wolfhound X Terrier,M/N,Found,,2001-08-17
2001-08-17,White,Maltese X,F/S,Matched,PoPo,2001-08-17
2001-08-17,Red & White,NSDT,F/S,Matched,Skye,2001-08-18
2001-08-18,Black & White,Shep X,F/S,Lost,Sage,2001-08-18
2001-08-18,Yellow,Lab (pup 9 mos),M,Matched,Money,2001-08-18
2001-08-18,Golden,Retriever,M,Lost,Sherman,2001-08-18
2001-08-19,Black & Tan,Rotty,F/S,Lost,Kiwi,2001-08-19
2001-08-18,Black Short Haired,Lab X,F/S,Matched,Dosha,2001-08-20
2001-08-20,Off-White,Terrier (?),M,Matched,,2001-08-20
2001-08-20,Black,Lab (aprox 75lbs),M/N,Matched,?,2001-08-20
2001-08-20,White,Husky X,M/N,Matched,Cowboy,2001-08-20
2001-08-20,Light Brown & White,Boxer X Lab X,F,Lost,Billy,2001-08-20
2001-08-20,Brindle,Pitbull,F/S,Lost,,2001-08-20
2001-08-20,Grey & White Chest,Poodle X Jack Russell,F,Lost,Chloe,2001-08-20
2001-08-21,Honey & White,Terrier X (?),M/N,Found,?,2001-08-21
2001-08-20,Black & Tan,Sheperd X Collie,F/S,Lost,Wizza,2001-08-21
2001-08-21,Tri - Colour,Mutt,F/S,Lost,Jack,2001-08-21
2001-08-21,Black & Tan,Shep,F/S,Matched,Ally,2001-08-21
2001-08-21,Black & Tan,Shep,F,Matched,,2001-08-21
2001-08-22,White,Toy Poodle,M/N,Matched,Miumiu,2001-08-22
2001-08-23,Off-White,Poodle X,M/N,Found,,2001-08-23
2001-08-25,Yellow,Lab X Husky,F,Matched,Bella,2001-08-25
2001-08-26,White,Husky X,M,Matched,Bong,2001-08-26
2001-08-25,Black & Tan,Small Dog (knee high),M,Matched,,2001-08-26
2001-08-24,White & Tan,JR Terrier,M,Lost,Popeye,2001-08-26
2001-08-27,Grey & Bluish (Dapple),Mini Dachshund,M,Lost,Cuddles,2001-08-27
2001-08-27,Tan & Cream,Pomeranian,F,Found,,2001-08-27
2001-08-27,Brown,Nova Scotia Duck Toller,M,Lost,Tod,2001-08-27
2001-08-28,White & Tan,Pekinese (lots of long hair),M,Matched,,2001-08-28
2001-08-28,Black & White,Australian Shepherd,F/S,Matched,Zoik,2001-08-28
2001-08-28,Black & White & Brown,Maltipoo X,M,Matched,,2001-08-28
2001-08-28,Black,Lab,,Lost,,2001-08-28
2001-08-29,Black & White,Border Collie,M/N,Lost,Sonny,2001-08-29
2001-08-29,Tan,Lab X Ridgback,F/S,Matched,Cindy,2001-08-29
2001-08-29,Black & White on Chest,Pit X Lab,M,Matched,,2001-08-29
2001-08-30,White,Toy Multipoo??,M,Found,,2001-08-30
2001-08-30,Tan & White,Pekingese,M/N,Matched,Money Boy,2001-08-30
2001-08-30,Tri-Colour,Collie X,M,Lost,Charlie,2001-08-30
2001-08-30,Fawn & White,Terri X Shih,M/N,Found,,2001-08-31
2001-08-31,Golden,Retriever,M/N,Lost,Tanner,2001-08-31
2001-08-31,Gold,Pomeranian,M,Matched,?,2001-08-31
2001-08-31,Black & Tan,Rotty,M/N,Lost,Khan,2001-08-31
2001-09-01,Golden,Retriever,M,Lost,,2001-09-01
2001-09-01,Black & White on Chest,Lab X Akita,M/N,Lost,Ebony,2001-09-01
2001-09-01,Brown,Poodle,M,Lost,Kis Kis,2001-09-01
2001-09-02,Black & Tan,2 Rotty (pups),M,Matched,,2001-09-02
2001-09-02,Brown,Chocolate Lab,M,Matched,Scoundrel,2001-09-02
2001-09-04,Black,Scottish Terrier,M/N,Matched,Doogie,2001-09-04
2001-09-04,Black & Brown,Rottweiler,M/N,Lost,Bear,2001-09-04
2001-09-04,Black,Maltipoo X,M,Matched,Pretty Boy,2001-09-04
2001-09-04,Dark Brown with White,Blue Heeler X Husky,M/N,Lost,Bailey,2001-09-04
2001-09-05,Golden,Retriever,F/S,Matched,Jessie,2001-09-05
2001-09-05,Black & White,Border Collie X,F/S,Lost,Ayla,2001-09-05
2001-09-05,Black & Tan,Shepherd,M,Lost,sam,2001-09-05
2001-09-05,Tri Colour,Sheltie,M/N,Matched,Kismo,2001-09-05
2001-09-06,Yellow,Labrador,F,Matched,,2001-09-06
2001-09-06,Black & Tan,Rotty,M,Matched,,2001-09-06
2001-09-06,Black,Mastiff X Lab or Rotty Lab (?),M,Found,,2001-09-06
2001-09-06,White with Golden Tips,Husky X Wolf,M,Found,,2001-09-06
2001-09-07,Brown & White,American Red Nose Pit,F,Matched,Lexy,2001-09-07
2001-09-06,Black & White,Husky,M/N,Lost,Milo,2001-09-07
2001-09-07,White,West Highland Terrier,M,Found,,2001-09-07
2001-09-08,Brindle,Pitbull,F/S,Matched,Nikita,2001-09-08
2001-09-07,Black & Tan,Sheltie X,M,Matched,Skipper,2001-09-08
2001-09-08,Blonde,Golden Retreiver,M/N,Lost,Murphy,2001-09-08
2001-09-08,Black,Lab X Rotty,M,Lost,Rowan,2001-09-08
2001-09-08,Brown & White,Britney Spaniel,M,Lost,,2001-09-08
2001-09-08,Black,Retreiver,M/N,Matched,Baker,2001-09-08
2001-09-08,Brown & White,Terrier X?,M,Found,,2001-09-08
2001-09-09,Black  with White Chest,Lab X Shep,M/N,Lost,Utah,2001-09-09
2001-09-09,Brindle,Pit X,M,Found,,2001-09-09
2001-09-09,Beige & Grey & Dark Stripe,Husky X  (pup),F,Lost,,2001-09-09
2001-09-09,Black,Sharpei,M,Matched,Kobe,2001-09-09
2001-09-08,Tan & White,Pitbull,F,Lost,Kaya,2001-09-10
2001-09-10,Black & White & Grey,Husky X,M,Lost,Shiner,2001-09-10
2001-09-10,Red & White,Pitbull,F,Matched,Lexy,2001-09-10
2001-09-11,Chocolate,Lab,F/S,Matched,Hershey,2001-09-11
2001-09-11,Chocolate Brown,Lab X,M,Found,?,2001-09-11
2001-09-12,Black & Tan,Cane Corso,F,Lost,Keela,2001-09-12
2001-09-13,White & Tan & Black,Pointer X Dobie,F/S,Matched,Ginger,2001-09-13
2001-09-13,Black with White Chest,Newfie X,M/N,Lost,Kuma,2001-09-13
2001-09-13,Black & Tan,Rotty  with Tail,M,Found,,2001-09-13
2001-09-13,Rust & Black,med-large ?,F,Found,Sheba,2001-09-13
2001-09-14,Black & Brown,Rottweiler,F/S,Lost,Michelle,2001-09-14
2001-09-14,Tan & Black,Sheperd X,F/S,Lost,Teeka,2001-09-14
2001-09-15,Brindle,Shep X Lab,F/S,Lost,Tera,2001-09-15
2001-09-15,Tri,Basset Hound,F/S,Found,,2001-09-15
2001-09-14,White & Black,Shih Tzu,M,Lost,Tike,2001-09-15
2001-09-14,Black,Poodle,F,Lost,PJ,2001-09-15
2001-09-15,Brown w White Legs & Tail,Pointer X Shep,F/S,Lost,Sandy,2001-09-15
2001-09-15,White w Blk brindle ears & eye,Pitbull (pup),F,Lost,no name,2001-09-15
2001-09-15,Tri,Chihuahua,M,Lost,Gilbert,2001-09-15
2001-09-15,White & Grey,Terr X Lhasa,F/S,Lost,Luna,2001-09-15
2001-09-16,Grey & Black,Shep X,F/S,Lost,Nicky,2001-09-16
2001-09-16,Black & White,Span X ?,F,Found,,2001-09-16
2001-09-16,Black,Shep X Ret,F,Matched,Sabrina,2001-09-16
2001-09-18,Black & White,Lab X Border Collie,F,Lost,Missy,2001-09-18
2001-09-16,Tan & White & Black,Shep X Husky,F,Found,,2001-09-18
2001-09-17,Black & White,Spaniel,F,Matched,Taboo,2001-09-18
2001-09-18,Cream & Orange,Border Collie X,F,Matched,,2001-09-18
2001-09-19,Beige,Wheaton Terrier,F,Matched,Micky,2001-09-19
2001-09-16,Grey & White,Shih Tzu,M,Lost,,2001-09-19
2001-09-19,Brown & White,Boxer X,F/S,Matched,Zelda,2001-09-19
2001-09-19,White with Brown Spot,Border Collie X,F/S,Matched,Tochi,2001-09-19
2001-09-19,Beige & Black,Malamute ?,M/N,Lost,Chase,2001-09-19
2001-09-19,Tri,JR X Sheltie,F/S,Matched,Maddy,2001-09-20
2001-09-20,Grey & White,Staffordshire,M,Matched,Shart,2001-09-20
2001-09-21,White,Shep X Newfie,M/N,Matched,,2001-09-21
2001-09-22,Yellow,Lab,M/N,Matched,Money,2001-09-22
2001-09-20,Black,Terrier (pup),M,Lost,Billy,2001-09-22
2001-09-22,Tri Colour,Beagle,F,Matched,Mindy,2001-09-22
2001-09-22,Tri,Beagle,M/N,Found,Elvis,2001-09-23
2001-09-23,Black & Tan,Rott X Ret,F/S,Lost,,2001-09-23
2001-09-24,White & Liver,Springer Spaniel,F,Lost,Sunny,2001-09-24
2001-09-24,Red & Gold,Retriever X (?),M,Matched,,2001-09-24
2001-09-23,Mocha & White,Beagle,M,Matched,Ely,2001-09-24
2001-09-24,White,Maltipoo,M,Matched,Toby,2001-09-24
2001-09-24,Black & Tan,Rottweiler,M/N,Lost,Jessy,2001-09-24
2001-09-23,Gold,Pomeranian,M/N,Lost,Codie,2001-09-25
2001-09-25,Tri color Mostly Tan,Bull Terrier X,F,Matched,Akasha,2001-09-25
2001-09-26,Beige,Pit X,F,Lost,Dutchess,2001-09-26
2001-09-27,Red & White,Siberian Husky,M,Matched,Shamus,2001-09-27
2001-09-27,Red with Black Muzzle,Ret X Border Collie,M/N,Matched,Teddy,2001-09-27
2001-09-27,Black & Tan & White,Rotty X,F/S,Lost,Faith,2001-09-28
2001-09-28,White with Tan Ears,,M,Lost,Peter,2001-09-28
2001-09-22,Black & Tan,St Bernard X Rotty,M,Lost,Captain,2001-09-28
2001-09-28,Black,Lab,F,Matched,Kasia,2001-09-28
2001-09-28,Black & White,Husky,M/N,Found,Kai,2001-09-28
2001-09-28,Brown & Beige,Shep,F/S,Lost,Sheba,2001-09-29
2001-09-29,White,Bichon Frise,M,Found,,2001-09-29
2001-09-24,Brown & White,Pitbull X,F/S,Lost,Duchess,2001-09-29
2001-09-30,White & Brown,JR Terr X,M/N,Found,,2001-09-30
2001-09-30,White & Black,Jack Russel,M/N,Found,,2001-09-30
2001-09-30,Black,Lab,M,Lost,,2001-09-30
2001-09-30,Tan,Sharpei X,F,Lost,,2001-09-30
2001-09-30,Black & Tan,Rottweiler X,M,Matched,,2001-09-30
2001-10-01,Tri Colour,Basset Hound,M/N,Lost,,2001-10-01
2001-10-01,Black & Grey,King Shepherd,M/N,Lost,Keeta,2001-10-01
2001-10-01,Black & Tan,Shep,F,Lost,Princess,2001-10-01
2001-09-28,White & Cream,Sharpei,F/S,Lost,Bailey,2001-10-01
2001-10-02,Black & Tan,Rott X,F,Found,Kiya,2001-10-02
2001-10-02,Brown,Bouvier,F/S,Lost,Ko ko,2001-10-02
2001-10-03,Black & Tan,Shepherd,M,Lost,Hilo,2001-10-03
2001-10-03,Golden Brown,Golden Ret X Pitbull,M,Matched,,2001-10-03
2001-10-03,Brown & White,JRT,F/S,Lost,Brandy,2001-10-03
2001-10-03,Black & Tan,Rottie X (full tail),M/N,Matched,,2001-10-04
2001-10-04,Tan w Black,Corgi X,F,Matched,,2001-10-04
2001-10-02,White w Black & Tan Patches,???,F,Lost,Peela,2001-10-04
2001-10-04,Black & White,Border Collie X,M/N,Matched,Breck,2001-10-04
2001-10-04,Black & Tan,Rott,M,Found,?,2001-10-04
2001-10-04,Black & White on Chest & Face,Pitbull X,M/N,Lost,Zeus,2001-10-04
2001-10-04,"Black w White Chest, Tan Paws",Rotty X Husky,F/S,Lost,Faith,2001-10-05
2001-10-05,Black,Chihuahua,M/N,Lost,Cootie,2001-10-05
2001-10-04,Wheaton,Wheaton Terrier,F/S,Lost,Maude,2001-10-05
2001-10-05,Blonde,Boxer X Lab,M/N,Lost,Rupert,2001-10-05
2001-09-28,Rust,Cocker Spaniel,F,Found,,2001-10-05
2001-10-05,White & Brindle,Whippet,M,Lost,Tyrone,2001-10-05
2001-10-06,White with Black Spots,Dalmatian,F/S,Lost,,2001-10-06
2001-10-07,Blonde,Lab X,M/N,Lost,Brows,2001-10-07
2001-10-07,White,Lab X,M,Found,,2001-10-07
2001-10-07,White,Terrier,F/S,Lost,bobby,2001-10-07
2001-10-07,Black & Brown,Collie X Lab,M,Lost,Mike,2001-10-07
2001-10-07,Black & Tan,Shep X  (pup),M,Found,,2001-10-07
2001-10-07,Black & White,Lab X Collie ?,F,Found,,2001-10-07
2001-10-07,White & Beige,Shih Tzu X Poodle,M/N,Lost,Moe,2001-10-07
2001-10-09,Black & Brown,Shep X Lab,M,Lost,Mike,2001-10-09
2001-10-09,Black & Brown,Rottweiler,M/N,Found,,2001-10-09
2001-10-09,Yellow,Lab,M/N,Matched,Money,2001-10-09
2001-10-09,Black & Tan,Newfie X Rotty,M,Found,,2001-10-09
2001-10-09,Black,Collie X,F/S,Lost,Sheena,2001-10-09
2001-10-09,Tan & Black Long Haired,Jack Russell,F/S,Lost,Brandy,2001-10-09
2001-10-09,White,2 Great Pyrenese,M,Matched,,2001-10-09
2001-10-08,White & Black & Brown,Shih Tzu,F/S,Lost,Miko,2001-10-10
2001-10-10,Black & Tan Short Hair,Shep,M,Found,,2001-10-10
2001-10-11,Blonde with Black Muzzle,Bull Mastiff,M,Lost,Blondie boy,2001-10-11
2001-10-11,Black,Boxer X Lab,M/N,Lost,,2001-10-11
2001-10-09,Black & Tan,Rott X Lab,M/N,Lost,Rocky,2001-10-11
2001-10-11,Black,Lab X,M/N,Lost,Joe,2001-10-11
2001-10-11,Black & White,Collie (pup),M,Lost,Benji,2001-10-11
2001-10-11,Black,Lab,F,Matched,Tooie,2001-10-12
2001-10-12,Black & White Nose,Husky X Shep,M,Lost,Max,2001-10-12
2001-10-12,White & Red,Husky,M/N,Lost,Tucker,2001-10-12
2001-01-08,Black & Brown,Shih Ttzu,F/S,Lost,Miko,2001-10-13
2001-10-13,Black,Lab,F,Found,,2001-10-13
2001-10-13,Fawn & White,Boxer,F,Matched,Jodi,2001-10-13
2001-10-13,White,Lab X,M/N,Matched,,2001-10-13
2001-10-14,Yellow,Lab,M,Lost,Money,2001-10-13
2001-10-14,Black,Malamute,F,Matched,Annie,2001-10-14
2001-10-14,Brindle,Pit Bull,F,Matched,Nicki,2001-10-14
2001-10-13,Black & Tan,Rottweiler,F/S,Matched,Lucy,2001-10-14
2001-10-14,Golden,Lab X Shep,M/N,Matched,Smokey,2001-10-14
2001-10-14,Tri,Sheltie,F/S,Matched,,2001-10-14
2001-10-14,Beige & Tan,Collie X Australian Shep,M/N,Matched,Tony,2001-10-15
2001-10-10,Blonde,Lab,M/N,Matched,Prasad,2001-10-15
2001-10-15,Cream & Brown,Shih Tzu (?),M,Found,,2001-10-15
2001-10-15,Tan & White On Chest & Nose,Staff Terrier,M,Lost,Cirrus,2001-10-15
2001-09-29,Black & White,Border Collie X )short haired),F/S,Lost,Isis,2001-10-15
2001-10-15,Liver & White,Border Collie,M,Matched,Joe,2001-10-15
2001-10-15,Black & White & Grey,Husky,M/N,Lost,Kai,2001-10-16
2001-10-16,White & Black,Short Haired Small Dog JR?,F,Matched,,2001-10-16
2001-10-18,Black with White,Pom,F,Matched,Kilo,2001-10-18
2001-10-18,Liver & White,Springer Spaniel,M/N,Lost,Rugger,2001-10-18
2001-10-19,Black & Tan,Rott,M,Matched,,2001-10-19
2001-10-19,Black & White,Cocker Spaniel,M,Matched,Jasper,2001-10-19
2001-10-18,Black & Beige,Husky X,F/S,Lost,Blue,2001-10-19
2001-10-19,Black & Tan,Min Pincher,M,Matched,,2001-10-19
2001-10-20,Black & Tan,Shepherd,M,Lost,,2001-10-20
2001-10-21,Brown & Black,Small Dog with Long Hair,F,Matched,Lucky,2001-10-22
2001-10-22,Black & White,Border Collie X,M/N,Lost,Ralphie,2001-10-22
2001-09-20,White & Orange,Jack Russell X Chi,F/S,Lost,Lucy,2001-10-22
2001-10-17,Blonde & Red,Pomeranian,F/S,Lost,Samantha,2001-10-22
2001-10-22,Gold & Beige,Toy Poodle,M,Lost,,2001-10-22
2001-10-23,Brown & Black & White,Shep X Husky (pup),M,Matched,TJ,2001-10-23
