,Date,Color,Breed,Sex,State,Name,DateCreated
9608,2012-09-17,Black/White,DSH Cat,M/N,Lost,Jorge (Horhay),2012-09-19
9609,2012-09-20,Brown w/White & Tan,Mixed,F/S,Lost,Sophie,2012-09-20
9610,2012-09-21,Chocolate,Lab,F/S,Matched,Latte,2012-09-21
9611,2012-09-16,Tan & Brown,LH Persian/Siamese Cat,F/S,Lost,Ginny,2012-09-21
9612,2012-09-22,White,Chihuahua/Poodle X,F,Lost,Penny,2012-09-22
9613,2012-09-19,Black/White,DSH,M/N,Lost,Two-t,2012-09-22
9614,2012-09-22,Black,Lab X,F,Lost,Sheabah,2012-09-23
9615,2012-09-20,White and Grey,DSH,M,Lost,Leonard,2012-09-24
9616,2012-09-24,Sesame / White w/Black,Poodle X Yorkie,F,Matched,M.J,2012-09-24
9617,2012-09-24,Tan with white bib,Jack Russell,M,Matched,Rolo,2012-09-24
9618,2012-09-24,Grey,DSH cat,M/N,Lost,Chester,2012-09-24
9619,2012-09-25,White,Great Pyrenees (11 mths old),X,Lost,Piddlebum,2012-09-25
9620,2012-09-22,Black/White/Brown,DLH Cat,F,Lost,Juniper,2012-09-25
9621,2012-09-21,Brown/White,Seal Point Siamese (senior),M/N,Lost,Mystery,2012-09-25
9622,2012-09-25,Black & white,Shih Tzu (Senior),F/S,Matched,Treena,2012-09-25
9623,2012-09-25,Beige with blue eyes,Blue Point Himalayan,M/N,Lost,Aslan,2012-09-25
9624,2012-09-23,Black w/Grey Markings,DSH,F/S,Lost,Tia,2012-09-26
9625,2012-09-27,Black w/Brown,German Shepherd,F/S,Lost,Miya,2012-09-26
9626,2012-09-26,Red Nose w/White,Pit Bull,F/S,Lost,Coca,2012-09-26
9627,2012-09-12,White,DSH Cat,F/S,Lost,Kitty,2012-09-26
9628,2012-09-26,black /Tan,Shepherd/Corgi X,M/N,Matched,Luke,2012-09-27
9629,2012-09-25,Blonde/White,German Spitz X,F,Lost,Baby,2012-09-27
9630,2012-09-26,Brown/White,Toy German Spitz,F,Lost,Bailey,2012-09-27
9631,2012-09-23,Ginger Tabby,DSH,F/S,Matched,Thelma,2012-09-27
9632,2012-09-27,Black / white,Dalmation/Bord Collie X,F,Lost,Zazu,2012-09-27
9633,2012-09-27,Tan,Terrier X,F/S,Lost,Jimmy,2012-09-27
9634,2012-09-27,Blonde,Pom X,M,Lost,Tucker,2012-09-27
9635,2012-09-20,White,DMH,F/S,Lost,Lelu,2012-09-28
9636,2012-09-27,Black,DSH,M/N,Lost,Joey,2012-09-28
9637,2012-09-28,Chocolate brown,Labrador,M,Matched,Roscoe,2012-09-29
9638,2012-09-28,Brown,Labrador,X,Matched,,2012-09-29
9639,2012-09-28,Black/White,Shih Tzu X,F,Lost,Kiwi,2012-09-29
9640,2012-09-28,Grey/White,Shih Tzu X,M,Lost,Bue,2012-09-30
9641,2012-09-28,Brindle,Boxer Cross,F,Lost,Odie,2012-09-30
9642,2012-09-28,Grey / White,Shih Tzu X,M,Lost,Bui,2012-10-01
9643,2012-09-28,Orange,DSH,F/S,Lost,Ruby,2012-10-01
9644,2012-10-01,White/Brown,Pekingnese X,F,Found,Angel,2012-10-01
9645,2012-09-30,Black and White,Shih Tzu,F,Lost,Abby,2012-10-01
9646,2012-09-27,Grey w/White,DSH,M/N,Lost,Paco,2012-10-01
9647,2012-10-01,White/Brown,Jack Russell X Boston Terrier,F,Lost,Oglie,2012-10-01
9648,2012-10-02,White and off blonde,Terrier Chihuahua,M,Matched,Luck Luck,2012-10-02
9649,2012-10-01,Golden Brown,French Bulldog,F,Lost,Shalomar,2012-10-03
9650,2012-10-03,Black/White,Dalmation X Border Collie,F/S,Lost,,2012-10-04
9651,2012-10-04,Black w/white on chest,DSH,M/N,Lost,Seymour,2012-10-04
9652,2012-10-04,Fawn,Pug,F,Lost,Puglet,2012-10-04
9653,2012-10-05,White,American Eskimo,F,Lost,Lulu,2012-10-05
9654,2012-10-05,Tan/Brown,Maltese X,M/N,Matched,Mocha,2012-10-05
9655,2012-09-26,Brownish/Grey - Torbie,DSH,F/S,Lost,Lucille,2012-10-05
9656,2012-10-05,White,Samoyed,F,Lost,Lulu,2012-10-05
9657,2012-10-05,Cream/Tan,Pomeranian,F/S,Matched,Ebi,2012-10-06
9658,2012-10-06,Chocolate brown,Mini Poodle,M,Matched,Noodle,2012-10-06
9659,2012-10-07,light Brown,Yorkshire Terrier,,Matched,Betty,2012-10-07
9660,2012-09-13,Grey/Black Stripped spotted be,DSH,M/N,Lost,Shamus,2012-10-09
9661,2012-10-10,Tan/White,Icelandic Sheepdog,M/N,Matched,Odin,2012-10-10
9662,2012-10-10,green/red,Green Cheek Conure,X,Lost,Eunenio,2012-10-11
9663,2012-10-11,Brown/white,Collie / Shiba Inu,M/N,Lost,Splinter,2012-10-11
9664,2012-10-11,Brown w/white belly & tip tail,Sheepdog X  Shiba (short legs),M/N,Matched,Splinter,2012-10-11
9665,2012-10-09,Grey,DLH,M/N,Lost,Benny,2012-10-11
9666,2012-10-11,Red/Brown,Terrier X,M,Matched,Zim,2012-10-11
9667,2012-10-14,Black/Brown,Shepherd mix,F,Matched,Roxy,2012-10-14
9668,2012-10-14,Grey,Pug,M/N,Lost,Pugsley,2012-10-14
9669,2012-10-16,Grey/White,Sheepdog,F/S,Matched,Amelia,2012-10-16
9670,2012-10-17,Brown,Labrador,F/S,Matched,Lou Lou,2012-10-17
9671,2012-10-17,Brown,Terrier,M,Matched,?,2012-10-17
9672,2012-10-17,Black,Terrier,F,Matched,?,2012-10-17
9673,2012-10-17,Apricot & white,DSH,M/N,Lost,Darcy,2012-10-18
9674,2012-10-18,Black & Tan,Rotty X,F,Matched,Keira,2012-10-18
9675,2012-09-15,Cream & Brown,Siamese,F/S,Lost,Didi,2012-10-18
9676,2012-10-09,Light Brown/stripes on tail,Zebra Finch,X,Lost,,2012-10-18
9677,2012-10-20,Tan/White/Black,Beagle,F,Lost,Pasha,2012-10-20
9678,2012-10-20,grey tabby cat,DSH,F,Lost,Cleo,2012-10-20
9679,2012-10-20,orange blonde,mutt,,Lost,Mayday,2012-10-20
9680,2012-10-21,brown/black,Yorkie X,M/N,Lost,Rufus,2012-10-21
9681,2012-10-21,Grey with Orange Specks,Greyhound,F/S,Matched,Ollie,2012-10-21
9682,2012-10-20,Grey Tabby,DSH,M/N,Lost,Milo,2012-10-23
9683,2012-10-20,Brown Tabby,DSH,M/N,Lost,Hunter,2012-10-23
9684,2012-10-19,Charcoal Grey,DLH,M/N,Lost,Fritzy,2012-10-23
9685,2012-10-19,Brown/Grey/Black,DLH Maine Coon Cat,M/N,Lost,Anakin,2012-10-23
9686,2012-10-23,White w/Brown & Black,Papillon,M,Lost,Codi,2012-10-24
9687,2012-10-24,Salt & Pepper,Min Schauzer,M,Matched,Pizza,2012-10-24
9688,2012-10-14,Orange / White Tabby,DSH,M,Lost,Happy,2012-10-24
9689,2012-10-25,Tan,Rednose Pitbull,M,Lost,Ruckus,2012-10-25
9690,2012-10-25,Blue,Pit Bull,F,Matched,DJ,2012-10-26
9691,2012-10-25,Brown,Chihuahua,M,Lost,Yoda,2012-10-26
9692,2012-10-27,Black/White,ShihTzu,F,Matched,Princess,2012-10-27
9693,2012-10-28,Brown,Jack Russell,F,Found,Buster,2012-10-28
9694,2012-10-28,Brown,Shih Tzu X,F,Lost,Chica,2012-10-28
9695,2012-10-28,Black/White,Border Collie,F,Matched,Licorish,2012-10-28
9696,2012-10-28,Tan and white,Chihuahua Cross,F,Matched,Sunny,2012-10-28
9697,2012-10-30,White w/Gold,Pomeranian,M/N,Lost,Handsome,2012-10-30
9698,2012-10-30,White,Min Poodle,,Matched,Moxy,2012-10-30
9699,2012-10-30,Blonde,Lab X,F/S,Matched,Bonita,2012-10-30
9700,2012-10-27,Black,Pug,F/S,Lost,Daisy,2012-10-30
9701,2012-10-27,Black,Pug,M/N,Lost,Popeye,2012-10-30
9702,2012-10-30,Blonde,Golden Doodle,M/N,Matched,Zorro,2012-10-30
9703,2012-10-30,Black/White,Shih Tzu,F,Matched,Daisy,2012-10-30
9704,2012-10-30,Grey/red,Parrot African Grey,,Lost,Gretsky,2012-10-31
9705,2012-10-31,Black/White,Husky X Malamute,M/N,Matched,Cody,2012-11-01
9706,2012-11-01,Tan/White,Cocker Spaniel X,F,Matched,Zoey,2012-11-01
9707,2012-11-02,Brown and White,Munsterlander,M/N,Lost,Tucker,2012-11-02
9708,2012-11-02,Blonde,Labrador Retrvr,F/S,Matched,Sammy,2012-11-02
9709,2012-11-02,Black & White,Shih Tzu,F,Matched,Tika,2012-11-02
9710,2012-11-02,Black,Labrador,F/S,Matched,Ellie,2012-11-02
9711,2012-11-02,Grey/white,Shih Tzu,M/N,Matched,Lok Lok,2012-11-02
9712,2012-11-03,Blonde,mixed breed dog,F/S,Lost,Pod,2012-11-03
9713,2012-11-04,Sable,Pom,M,Lost,Zeus,2012-11-04
9714,2012-11-04,black/grey/white/beige,Pomeranian,M,Lost,Zeus,2012-11-04
9715,2012-11-03,White,Amer. Eskimo,M,Matched,Lu Lu,2012-11-05
9716,2012-11-02,Tan/Black/White,Rotty/Pitbull X,F/S,Lost,Gucci,2012-11-05
9717,2012-11-05,Black / White,German Shep X Border Collie,M,Lost,Ozzie,2012-11-06
9718,2012-11-05,Dacshund,Black,M/N,Matched,Houdini,2012-11-06
9719,2012-11-06,White / Black,Shitzu X,M,Lost,Elvis,2012-11-07
9720,2012-11-07,Black w/Brown Undercoat,Border Collie X,F/S,Matched,Mocha,2012-11-07
9721,2012-11-07,Brown/White,French Bulldog,M,Matched,Rocky,2012-11-07
9722,2012-11-07,Brindle w/White chest/face,Staffordshire,F/S,Lost,Merry Lou,2012-11-08
9723,2012-11-08,Black,Lab,F/S,Lost,Pitch,2012-11-08
9724,2012-11-08,Red,English Cocker Spaniel,F,Matched,Sasha,2012-11-08
9725,2012-11-08,Brown/White,Munsterlander,M/N,Matched,Gee,2012-11-08
9726,2012-11-08,Brindle,French Bulldog,M,Matched,Jack,2012-11-08
9727,2012-11-06,Orange/white,DMH,M/N,Lost,Amos,2012-11-09
9728,2012-11-08,Brown Tabby,DSH,,Lost,?,2012-11-09
9729,2012-11-11,Black and grey,DSH,X,Lost,Unknown,2012-11-11
9730,2012-11-12,White,American Eskimo,F,Matched,Sidney,2012-11-12
9731,2012-10-20,Black/Tan/Brown,DLH Mane Coon,M/N,Lost,?,2012-11-13
9732,2012-11-13,Grey,Husky/Wolf X,X,Lost,Coda,2012-11-14
9733,2012-11-10,Black/White,DSH,M/N,Lost,Jax,2012-11-14
9734,2012-11-13,Orange,DMH,X,Lost,Gwatz,2012-11-14
9735,2012-11-14,grey/black/white,Husky X,M/N,Matched,Comet,2012-11-14
9736,2012-11-10,brown tabby,DSH,F,Lost,Ally,2012-11-14
9737,2012-11-14,Black,Pumi (Dog),M,Lost,Caju,2012-11-15
9738,2012-11-12,Orange/White,DMH,F,Lost,Louie,2012-11-15
9739,2012-11-14,Tan,Mastiff,M,Lost,Odin,2012-11-15
9740,2012-11-14,Light Colour /Golden/Brown,Siamese X,M,Lost,Mr. Fish Sticks,2012-11-15
9741,2012-11-12,Calico - white and orange,DMH,F/S,Lost,Marca,2012-11-16
9742,2012-11-15,Cream Ginger Tabby,DSH,M,Lost,Fozzy,2012-11-16
9743,2012-11-18,Grey and beige,Yorkshire Terrier,M/N,Matched,Tucker,2012-11-18
9744,2012-11-18,White,Maltise,F,Matched,Bijou,2012-11-18
9745,2012-11-18,Brown,Yorkie,F,Matched,Kora,2012-11-18
9746,2012-11-20,Golden,Small Mutt,F,Matched,,2012-11-20
9747,2012-11-20,Red/Black/Brown,Dachshund,F,Lost,Minnie,2012-11-20
9748,2012-11-20,Beige/White,DLH (Siamese Ragdoll Cat),M/N,Lost,Smudge,2012-11-21
9749,2012-11-19,Orange/Brown ?,DMH - Manx cat,M/N,Lost,Simba,2012-11-22
9750,2012-11-22,Black,Chow (smooth coated),M,Matched,Atticus,2012-11-22
9751,2012-11-21,Black w/white chest,DSH,M/N,Lost,Misty,2012-11-22
9752,2012-11-23,Black,Collie X Shepherd,F/S,Lost,Lulu,2012-11-23
9753,2012-11-25,Cream,Labradoodle,M,Lost,Casey,2012-11-25
9754,2012-11-26,White,American Eskimo,F,Matched,Keesha,2012-11-26
9755,2012-11-27,Tri Colour,Beagle,F/S,Matched,Audrey,2012-11-27
9756,2012-11-27,Black,Lab,M,Lost,Prince,2012-11-27
9757,2012-11-18,Black,DSH cat,M,Lost,Maxx,2012-11-27
9758,2012-11-27,Grey,Poodle,M,Lost,Kunje,2012-11-28
9759,2012-11-28,Orange,Shiba Inu,F/S,Matched,Sushi,2012-11-28
9760,2012-11-28,Tri Colour,Catahoula Shep Dog,F/S,Lost,Kali,2012-11-28
9761,2012-11-28,Black/Tan,Yorkie X,M/N,Lost,Charlie,2012-11-28
9762,2012-11-29,Black & white,Fox Terrier,F,Matched,Emmy,2012-11-29
9763,2012-11-30,Fawn,Staffordshire,M/N,Lost,Harley (Lucky),2012-11-30
9764,2012-12-01,blonde,Corgi X,M,Matched,,2012-12-01
9765,2012-12-02,black and white,Border Collie,F,Matched,Maya,2012-12-02
9766,2012-12-03,White w/Grey on head,DLH,M/N,Lost,Cadillac,2012-12-03
9767,2012-12-03,Grey/Black - Tiger Stripe,DSH,F/S,Lost,Baby,2012-12-03
9768,2012-12-04,Fawn / Black,Pug,F/S,Matched,Yuki,2012-12-04
9769,2012-12-04,Red,Shiba Inu,F,Matched,Sushi,2012-12-04
9770,2012-12-02,Pied,Cockatiel,X,Lost,Tweety Bird,2012-12-05
9771,2012-12-02,Black / White,DSH Cat,M/N,Lost,Buddy,2012-12-05
9772,2012-12-06,Wild Boar,W/H Dachshund,F/S,Lost,Chloe,2012-12-06
9773,2012-12-06,White/Black,Husky X Shepherd,F/S,Matched,Luna,2012-12-06
9774,2012-12-07,Black,Lab X Shepherd,M,Lost,Tonka,2012-12-07
9775,2012-12-04,Black,DSH,M/N,Lost,Nico,2012-12-07
9776,2012-12-07,Red,Shiba Inu,,Lost,Potter,2012-12-07
9777,2012-12-07,Golden,Lab x Shepherd,M/N,Lost,Bo,2012-12-07
9778,2012-12-08,Sable,Pom,M/N,Lost,Gucci,2012-12-08
9779,2012-12-11,Greyish Brown,Yorkie,F,Lost,Money,2012-12-11
9780,2012-12-12,Black w/Tan Face & Leg,Rotti X Collie,M,Matched,Bandit,2012-12-13
9781,2012-12-13,Golden,Golden Retriever,M,Matched,Spencer,2012-12-13
9782,2012-12-13,White/Cream,Chihuahua X Pom,M/N,Lost,Boy,2012-12-14
9783,2012-12-14,White/Tan,Maltese/Shih Tzu,F/S,Lost,Shelby,2012-12-14
9784,2012-12-14,White,Great Pyrenese,M/N,Lost,Bardo,2012-12-14
9785,2012-12-15,Tri color,Border Collie X,M,Lost,Bandit,2012-12-15
9786,2012-12-16,Brown/ Black,Yorkie,F,Lost,Munchers,2012-12-16
9787,2012-11-27,Tan w/ White,Boxer,F/S,Lost,Tandie,2012-12-18
9788,2012-12-18,"Wht, Blk & tan (Mostly wht)",Mini Australian Shepherd,M,Lost,Levi,2012-12-18
9789,2012-12-19,Black and brown tabby,Cat,M,Matched,Percy,2012-12-19
9790,2012-12-19,Gold,retreiver,M/N,Lost,Lucky,2012-12-19
9791,2012-12-19,Black,Belgian Shepherd X,F/S,Matched,Nikki,2012-12-19
9792,2012-12-19,Grey & white,DLH Cat,M/N,Lost,Smoky,2012-12-19
9793,2012-12-19,White,Wheaton Terrier & Poodle X,F/S,Matched,Chloe,2012-12-19
9794,2012-12-19,Black and Grey Tabby,DMH,F/S,Lost,Sheldon,2012-12-19
9795,2012-12-19,Black,Lab,F/S,Lost,Briee,2012-12-19
9796,2012-12-22,Black,Miniature Australian Shephard,F,Lost,Ayesha,2012-12-22
9797,2012-12-23,Black,Border collie X,F,Lost,Pebbles,2012-12-23
9798,2012-12-12,Black,DSH,X,Lost,,2012-12-24
9799,2012-12-26,White and caramel,Retriever X collie,M,Matched,Gypsy,2012-12-26
9800,2012-12-26,Whit/Tan,Great Pyr X,M/N,Matched,Gyspy,2012-12-27
9801,2012-12-25,Grey/Brown Tabby,DSH,M,Lost,Barney,2012-12-27
9802,2012-12-27,Black with some tan,Chi x Min Pin,F,Lost,Wylie,2012-12-28
9803,2012-12-29,White/Brown,Pom,M,Lost,Kuma,2012-12-29
9804,2012-12-30,Grey,Bird,X,Lost,Darwin,2012-12-30
9805,2012-12-30,Black,Poodle X Min Pin X,M,Matched,Kuro (or responds to Makuro),2012-12-30
9806,2012-12-30,Brown,Labs,F,Lost,Coco and Moko,2012-12-30
9807,2012-12-30,white or Beige,Unsure,F,Lost,Scoodle,2012-12-30
9808,2013-01-01,White with brown spot on back,Shitzu,M,Lost,Siopao,2013-01-01
9809,2013-01-01,black and white,shitzu,F,Matched,Jetsun,2013-01-01
9810,2012-12-21,Brown/White Tabby,DMH,F/S,Lost,Muggs,2013-01-02
9811,2013-01-02,Black,DSH cat,M/N,Matched,Nelly,2013-01-03
9812,2012-12-31,Tri Color,Beagle,M/N,Lost,Rufus,2013-01-03
9813,2013-01-03,Tan & white,Pitbull,M,Matched,Dito,2013-01-03
9814,2013-01-02,Black w/white,DLH Cat,F/S,Lost,Cleo,2013-01-03
9815,2013-01-01,Light grey & white (blue eyes),Siamese X,M,Lost,Merlin,2013-01-03
9816,2013-01-06,Grey,African grey parrot,X,Lost,,2013-01-06
9817,2013-01-06,Black,Lab,F/S,Matched,Hannah,2013-01-07
9818,2013-01-02,Brown Tabby w/White Belly,DMH,M/N,Lost,Tigger,2013-01-07
9819,2013-01-05,Black/White Tuxedo,DSH,M,Matched,Pinky (aka Rocky),2013-01-07
9820,2013-01-05,Black,DSH,M,Lost,Tony,2013-01-09
9821,2012-12-28,Fawn,Pug,M,Lost,Chi-Ball,2013-01-09
9822,2013-01-09,White / Cream,Pom X Poodle,M,Lost,Teddy,2013-01-10
9823,2013-01-08,Black w/White Chest & Toes,Aust Shep X Border Collie,M/N,Lost,Tank,2013-01-10
9824,2013-01-11,White,German Shepherd,M,Lost,Brutus,2013-01-11
9825,2013-01-10,Black & white,DLH Cat,M/N,Lost,Jake,2013-01-11
9826,2013-01-12,Black and tan,Min Pin,F,Lost,?,2013-01-12
9827,2013-01-12,Ginger Tabby,DMH,M,Lost,Booster,2013-01-12
9828,2013-01-12,Orange/White,DMH,M/N,Lost,Otis,2013-01-12
9829,2013-01-16,Black,Toy Poodle,F/S,Lost,Truffle,2013-01-14
9830,2013-01-18,Red / White,Cattle Dog,F/S,Lost,Okra,2013-01-17
9831,2013-01-16,Brown,French Bulldog,F/S,Lost,Roxy,2013-01-17
9832,2013-01-17,White w/Tan Ears,Maltese X Terrier,M/N,Matched,Loopy,2013-01-18
9833,2013-01-18,White,Kuvasz,M/N,Matched,Jackson,2013-01-18
9834,2013-01-18,Brown,Lab X,M,Lost,Irwin,2013-01-18
9835,2013-01-18,Black/White,Havanese X Shih Tzu,F,Lost,Riza,2013-01-19
9836,2013-01-12,Tan w/White - Blk Muzzle,Pit Bull X,F/S,Matched,Gucci,2013-01-19
9837,2013-01-22,Black,Lab X,F,Found,Willow,2013-01-22
9838,2013-01-21,Black/White,French Bulldog,,Lost,Yoda,2013-01-23
9839,2013-01-21,White,Jack Russell,M,Lost,Levi,2013-01-23
9840,2013-01-24,Grey,Min Schnauzer,,Lost,,2013-01-24
9841,2013-01-23,Black/brown,Pug/Chihuahua X,M,Matched,Hank,2013-01-24
9842,2013-01-24,Black/Tan,Teacup Yorkie,F/S,Matched,Pippy,2013-01-24
9843,2013-01-25,Brown / Tan,Shepherd X,F/S,Matched,Jessie,2013-01-25
9844,2013-01-26,Black,Lab,M,Matched,Lucky,2013-01-26
9845,2013-01-28,Black,Chow Chow,M,Matched,Atticus,2013-01-28
9846,2013-01-28,Grey/white,DSH Cat (Kitten),M,Lost,Toulouse,2013-01-29
9847,2013-01-30,Grey,DSH,M/N,Lost,Mog,2013-01-30
9848,2013-01-22,Apricot / White,DLH,M,Lost,Ziggy,2013-01-31
9849,2013-01-31,White,Pom/Poodle,F,Lost,Angel,2013-01-31
9850,2013-01-31,Brown/White,Brittaney Spaniel,M,Lost,Feego,2013-02-01
9851,2012-12-27,Black w/white patch on chest,DSH,M/N,Lost,Chevy,2013-02-01
9852,2013-01-30,Black/White,DSH Cat,M/N,Lost,Ninja,2013-02-01
9853,2013-02-02,Tan,Husky X,F,Lost,Blue,2013-02-02
9854,2013-02-04,Fawn/Tan w/White,Corgi,M/N,Lost,JoJo,2013-02-05
9855,2013-02-05,White w/Cow Patch Blue,Pit Bull,M,Lost,Tyson,2013-02-05
9856,2013-02-05,Black/GRey/White,Border Collie X,M/N,Matched,Punk,2013-02-05
9857,2013-02-05,Brown,Retreiver X,M,Matched,Friday,2013-02-05
9858,2013-02-05,Grey/White,Schnauzer,X,Matched,Harley,2013-02-05
9859,2013-02-05,Red/White,Sringer Spaniel,F/S,Matched,Harriett,2013-02-05
9860,2013-02-05,White with grey patches,cat,F,Lost,LANA,2013-02-05
9861,2013-02-02,Grey/White,DMH Cat,M/N,Lost,Snowflake,2013-02-06
9862,2013-02-06,Tri Colour,Port. Water Dog,F/S,Matched,Jaz,2013-02-06
9863,2013-02-06,Golden Brown,Terrier,M/N,Lost,Widget,2013-02-06
9864,2013-02-07,Black / White,Collie X,F/S,Matched,Luna,2013-02-07
9865,2013-02-03,Tortishell,DMH,F/S,Lost,Cleo,2013-02-07
9866,2013-02-06,Black,DSH,F/S,Lost,Gypsy,2013-02-09
9867,2013-02-09,White,Samoyed,F,Lost,Lulu,2013-02-09
9868,2013-02-11,Blue Merle,Aust Cattle Dog,F/S,Lost,Ellie,2013-02-12
9869,2013-02-12,Black/Grey w/light brown,DMH (Tabby),M/N,Matched,Clement,2013-02-12
9870,2013-02-09,Tan & Black,Siamese,M/N,Lost,Samui,2013-02-13
9871,2013-02-14,Brindle,Unknown,,Matched,Gin,2013-02-14
9872,2013-02-14,White,Shih Tzu,F,Matched,,2013-02-14
9873,2013-02-15,Black,Shih Tzu,,Lost,,2013-02-15
9874,2013-02-13,Biege w/Grey,Siamese,F/S,Lost,Honey Bun,2013-02-15
9875,2013-02-18,Black and Brown,Min Pinscher X,X,Lost,Bruiser,2013-02-18
9876,2013-02-18,Brown and Black,Rottweiler X German Shepherd,F,Lost,Sophia,2013-02-18
9877,2013-02-19,Blonde,Cocker Spaniel,M,Lost,Garfield,2013-02-19
9878,2013-02-19,White,American Eskimo,F/S,Matched,Latte,2013-02-19
9879,2013-02-19,Black,Lab,M/N,Lost,Pete,2013-02-19
9880,2013-02-19,Light Brown,Hen,F,Matched,?,2013-02-20
9881,2013-02-19,Brown/Black Tabby,DSH,M/N,Lost,Jeffrey,2013-02-21
9882,2013-02-22,Black/white,Retreiver X,M/N,Matched,Lucky,2013-02-22
9883,2013-02-22,Grey & Black,Miniature Poodle,M/N,Matched,Rusty,2013-02-22
9884,2013-02-22,Brown/white with blue eyes,Husky,F,Lost,Cola,2013-02-23
9885,2013-02-22,Black/Tan,German Shepherd,F,Lost,Kia,2013-02-23
9886,2013-02-24,White,Maltese,M,Matched,Calvin,2013-02-24
9887,2013-02-27,Red and White,Sheba Inu,F/S,Matched,Omitsu,2013-02-27
9888,2013-03-03,black and tan,German Shepard,X,Matched,Kaia,2013-03-03
9889,2013-03-04,Tan w/white on belly,Unknown Breed,F/S,Lost,Cleo,2013-03-04
9890,2013-03-04,Black,Great Dane X,F,Matched,Lyric,2013-03-04
9891,2013-03-04,Black/Brown,Cockapoo,M/N,Matched,Kit,2013-03-05
9892,2013-03-05,black brindle,terrier X pug,F,Lost,Brutus,2013-03-05
9893,2013-03-07,Orange & White,Shiba Inu,F/S,Lost,Sushi,2013-03-07
9894,2013-03-06,Tan (long hair),Pom,M/N,Lost,Micah,2013-03-07
9895,2013-03-08,Cream,Shar-Pei,F,Lost,Sophie,2013-03-08
9896,2013-03-10,Black,Pomeranian,M,Lost,Maki,2013-03-10
9897,2013-03-11,Tan,Chihuauhua X Pom,,Matched,?,2013-03-11
9898,2013-03-11,Black / Tan,Rotti X Husky,F/S,Matched,?,2013-03-11
9899,2013-03-12,White,Maltese,M,Matched,Momo,2013-03-12
9900,2013-03-12,White w/Brown Patches,British Bulldog,F/S,Matched,Francesca,2013-03-12
9901,2013-03-12,White,Eng. Bulldog,M/N,Lost,Monster,2013-03-12
9902,2013-03-12,Brown,Min Pin,M/N,Matched,Brutus,2013-03-12
9903,2013-03-12,White w/Brown Spots,Chihuahua,M,Matched,Blue,2013-03-13
9904,2013-03-14,Black,Seal Point X Siamese,M/N,Lost,Eddie Rascal,2013-03-14
9905,2013-03-13,Black & Orange,Rottweiller,M,Matched,The King,2013-03-15
9906,2013-03-15,Gold Brown / White,Beagle X,F/S,Matched,Cocoa,2013-03-15
9907,2013-03-15,White w/Brown Patch Eye,Rat Terrier X Chihuahua,M/N,Lost,Kiwi,2013-03-15
9908,2013-03-15,Black/Brown,Shetland Sheepdog X,M/N,Lost,Gnash,2013-03-15
9909,2013-03-16,Black and tan,German Shepherd,M,Lost,Pawsie,2013-03-16
9910,2013-03-16,White,Husky,M,Lost,Koda,2013-03-16
9911,2013-03-16,Tan & White ( front paws ),Shihtzu x Chihuaha,F,Matched,Baby Girl,2013-03-16
9912,2013-03-16,Reddish - Brown,Lab x rotti,M/N,Lost,Yukon,2013-03-16
9913,2013-03-17,White,Lab,M,Lost,Sam,2013-03-17
9914,2013-03-17,White,Maltese,F,Matched,Maggie,2013-03-17
9915,2013-03-17,White,Jack Russell Terrier,M,Matched,Hamlet,2013-03-17
9916,2013-03-17,Blonde,Maltese X Shih Tzu,F/S,Matched,Sophie,2013-03-18
9917,2013-03-17,Black/Tan,German Shepherd,M,Lost,Kongo,2013-03-18
9918,2013-03-18,Red,Daschund,M/N,Lost,Joey,2013-03-18
9919,2013-03-09,Black & grey/tan,DSH Tabby Cat,F/S,Lost,Lucia,2013-03-19
9920,2013-03-19,"Black w/White paws,tail, chest",Border Collie X,F/S,Lost,Teegan,2013-03-19
9921,2013-03-20,Bi-Colour / Tri-colour,Basset Hound X 2,,Lost,Nettie / JC,2013-03-20
9922,2013-03-21,Black & White,Lab X,F,Matched,Gypsy,2013-03-21
9923,2013-03-19,Black/small amt white,Lab/ Collie X,M,Lost,Odie,2013-03-21
9924,2013-03-21,Brown/Black,Pitbull/Whippet X,F/S,Matched,Penny,2013-03-21
9925,2013-03-22,Brown & White,German Shorthair,M,Matched,TUVEE,2013-03-22
9926,2013-03-22,Beige & White,Pitbull,M,Lost,Zolo,2013-03-22
9927,2013-03-22,Black and Brown,Shepherd X Rotti,F,Lost,Ada,2013-03-22
9928,2013-03-22,Brown and White,Whippet/pointer X,M/N,Lost,Bagel,2013-03-22
9929,2013-03-20,Grey,Scottie X Pug,F/S,Matched,Cinders,2013-03-22
9930,2013-03-23,,Yorkshire Terrier,,Lost,Peanut,2013-03-23
9931,2013-03-23,Chocholate / Black & tan,lab  and 2nd dog German Sheper,F,Matched,,2013-03-23
9932,2013-03-24,white and grey,Malamute,M/N,Lost,Bear,2013-03-24
9933,2013-03-25,White,Labradoodle,F,Matched,Playa,2013-03-25
9934,2013-03-24,Black w/paws,Border Collie X Lab,M/N,Lost,Digger,2013-03-26
9935,2013-03-27,Brown w/White Spots,Lab X Heeler,F/S,Matched,Trout,2013-03-27
9936,2013-03-28,Black,Labrador,F/S,Lost,Cedar,2013-03-28
9937,2013-03-29,Black & Brown,German Shepherd,M,Matched,Koda,2013-03-29
9938,2013-03-29,Tan & Brown,Red Nose Pitbull,M,Matched,Shiloh,2013-03-29
