,Date,Color,Breed,Sex,State,Name,DateCreated
1254,1999-10-09,Black,Chow X Collie,F/S,Lost,Suki,2005-06-21
1255,1999-10-09,Black,Shep X Collie,M/N,Lost,Logan,2005-06-21
1256,1999-10-09,Black,Shih Tzu,F,Lost,,2005-06-21
1257,1999-10-10,Black,Lab X Shep,M,Lost,,2005-06-21
1258,1999-10-10,White,Akita X,M,Matched,,2005-06-21
1259,1999-10-12,Black,German Shepherd,M/N,Lost,Simba,2005-06-21
1260,1999-10-12,Beige with Black Snout,Shepherd X,F/S,Lost,Chase,2005-06-21
1261,1999-10-12,Golden,Golden Ret,M,Matched,,2005-06-21
1262,1999-10-13,Black & White,Husky,F,Matched,Luna,2005-06-21
1263,1999-10-13,Black & Gold,Shep,F,Lost,Molly,2005-06-21
1264,1999-10-13,Black,Lab,F,Lost,Charlie,2005-06-21
1265,1999-10-13,White & Brown,Springer Spaniel,F/S,Matched,,2005-06-21
1266,1999-10-15,Tan,Staff Terr,F,Matched,Dakota,2005-06-21
1267,1999-10-14,Black & Tan,Airedale,M/N,Matched,,2005-06-21
1268,1999-10-14,Salt & Pepper,Nor. Elkhound,M/N,Lost,Ben,2005-06-21
1269,1999-10-15,White,Staff Terr,F,Matched,Della,2005-06-21
1270,1999-10-14,White,Maltese,M/N,Lost,Ziggy,2005-06-21
1271,1999-10-15,Black & Tan,Shep X Mala,M/N,Matched,Evan,2005-06-21
1272,1999-10-15,Black,Collie X Fox,F/S,Lost,Kayla,2005-06-21
1273,1999-10-14,Lite Brown,GSH Pointer X,F,Found,,2005-06-21
1274,1999-10-14,Liver & White,Germ Short H Pointer,F,Lost,Roxy,2005-06-21
1275,1999-10-15,Grey & Brown,Lab X Shep,M,Matched,Bear,2005-06-21
1276,1999-10-15,Tan,Shep X,F,Lost,Budda,2005-06-21
1277,1999-10-16,White,Lab,M,Lost,Fletcher,2005-06-21
1278,1999-10-16,Golden,Lab X,F,Found,,2005-06-21
1279,1999-10-15,Tan,Collie X Shep,F,Found,,2005-06-21
1280,1999-10-16,Light Brown & White,Terrier X,F/S,Lost,Elby,2005-06-21
1281,1999-10-15,Black & Tan Grey around mouth,Shep,,Lost,Buddha,2005-06-21
1282,1999-10-16,Black & Tan,Doby,M,Found,Zeus,2005-06-21
1283,1999-10-15,Black & Tan,Rott,F,Lost,Nibbles,2005-06-21
1284,1999-10-15,Black,Shep X,,Found,,2005-06-21
1285,1999-10-17,Black & Brown,Rott X Shep,,Matched,,2005-06-21
1286,1999-10-17,Black & Brown,Rott X Shep,F,Matched,Elmo,2005-06-21
1287,1999-10-15,Black,Rott,F,Lost,Nibbles,2005-06-21
1288,1999-10-18,Beige & Black,Malanoise X Lab,F/S,Matched,Suzie,2005-06-21
1289,1999-10-18,Black & Tan,Shep  X,M/N,Lost,scar,2005-06-21
1290,1999-10-19,Black,Cocker Span. X Poodle,M,Found,,2005-06-21
1291,1999-10-19,Black & Tan,Rottweiler X,F,Matched,,2005-06-21
1292,1999-10-19,Black & White,Border Collie,F/S,Lost,Pippi,2005-06-21
1293,1999-10-20,Black & White,Shep X,M,Found,,2005-06-21
1294,1999-10-20,Black,Shep X,M/N,Matched,Chewie,2005-06-21
1295,1999-10-21,Black & White,Dalmation,M,Lost,Tyson,2005-06-21
1296,1999-10-21,Tan,Sharpei,M,Lost,Toto,2005-06-21
1297,1999-10-21,White & Tan,Small dog,M/N,Found,,2005-06-21
1298,1999-10-22,Golden,Shibu Inu,F,Lost,Gigi,2005-06-21
1299,1999-10-23,Golden,Samoyed X King Mala,F,Lost,Gater,2005-06-21
1300,1999-10-23,Brown & Black,Shep X Rott,F/S,Lost,George,2005-06-21
1301,1999-10-22,Brown,Retriever,M,Matched,,2005-06-21
1302,1999-10-22,Grey,Maltese X,,Lost,Victoria Bear,2005-06-21
1303,1999-10-23,Blonde,Terrier X,M/N,Lost,Tobby,2005-06-21
1304,1999-10-25,Brown & Black,German Shepherd X,F,Lost,Shirley,2005-06-21
1305,1999-10-24,Apricot,Cocka-poo,F,Found,Whitney,2005-06-21
1306,1999-10-25,Salt & Pepper,Malt X Poodle,F,Lost,,2005-06-21
1307,1999-10-26,Black & White,Lab,M,Matched,Sam,2005-06-21
1308,1999-10-27,Black w White Toes & Chest,Lab X,F,Matched,Taco?,2005-06-21
1309,1999-10-27,Black & Tan,Shep X,M,Lost,Rosco,2005-06-21
1310,1999-10-27,Black w.White on Chest,Shephard X,M,Lost,Chico,2005-06-21
1311,1999-10-28,Black & Tan,Shep X Pit.,M,Lost,Kaos,2005-06-21
1312,1999-10-28,Grey & White & Black,Heeler X Husky X Wolf,M/N,Lost,Timber,2005-06-21
1313,1999-10-30,Black,Lab X,M/N,Lost,Shady,2005-06-21
1314,1999-08-20,White,American Eskimo,M/N,Lost,Fluffy,2005-06-21
1315,1999-10-30,White & Gold,Lab,F,Lost,Keily,2005-06-21
1316,1999-10-30,Black & Tan,Doby X,M/N,Matched,,2005-06-21
1317,1999-10-30,Fawn & Black,Chihuahua,F,Lost,Nicki,2005-06-21
1318,1999-10-30,Black & Tan,Rotty,,Matched,Boss,2005-06-21
1319,1999-10-31,Black,Lab X Collie,M,Lost,,2005-06-21
1320,1999-10-31,Black & Tan,Rotty,F,Lost,Maggie,2005-06-21
1321,1999-10-24,Black & Tan,Shep,F,Matched,,2005-06-21
1322,1999-10-31,Brown & White,G.S.H.Pointer,,Lost,,2005-06-21
1323,1999-11-01,Dark Gold,Lab,M,Found,,2005-06-21
1324,1999-11-01,Black & Tan,Shep,M,Found,,2005-06-21
1325,1999-11-01,Black & Brown,Pit  X,F/S,Lost,Della,2005-06-21
1326,1999-11-01,Cream,Lab X,F,Found,,2005-06-21
1327,1999-11-01,Black w White on Chest,Lab X Rotty,M/N,Lost,Max,2005-06-21
1328,1999-10-31,Black & White,Springer Spaniel,M,Lost,Tramp,2005-06-21
1329,1999-11-02,Black & White Blaze,Great Dane,M,Lost,Shilo,2005-06-21
1330,1999-11-02,Black & Tan,Looks like Keeshond,F/S,Found,,2005-06-21
1331,1999-11-02,White,Husky X,M,Lost,Adrian,2005-06-21
1332,1999-11-02,White,American Eskimo,M/N,Lost,Rocky,2005-06-21
1333,1999-11-02,Black,Irish X Gordon Setter,F,Lost,Molly,2005-06-21
1334,1999-11-03,Beige,French Bulldog,M/N,Lost,Chip,2005-06-21
1335,1999-11-03,Black,Lab X Chow,M/N,Found,Max,2005-06-21
1336,1999-11-03,Black & Tan,Shep X,M,Found,"Macromee collar,CC",2005-06-21
1337,1999-11-03,Grey & White,Siberian Husky,F/S,Lost,Flossy,2005-06-21
1338,1999-11-03,Black & Grey,Malti-poo,M/N,Lost,Paddy,2005-06-21
1339,1999-11-04,White & Brown,Chihuahua - long-haired,M,Lost,Yee-yo,2005-06-21
1340,1999-11-04,Black & Brown & White,Shep X  Collie,F,Lost,Faith,2005-06-21
1341,1999-11-06,Brown,Shep X,F,Found,,2005-06-21
1342,1999-11-06,Tri Colour,Australian Cattle,F,Found,,2005-06-21
1343,1999-11-07,Cream,Shih X Malt,F,Matched,Lisa,2005-06-21
1344,1999-11-07,Black & Brown,Rotty,F,Found,,2005-06-21
1345,1999-11-06,White & Brown Spots,Boxer X Mastiff (Pup),M,Lost,,2005-06-21
1346,1999-11-08,Black & White,Husky X Shep,M/N,Lost,Mogul,2005-06-21
1347,1999-11-08,Black & Tan Brindle,Shep X Rott X Akita,M/N,Matched,,2005-06-21
1348,1999-11-02,Tan & Black,Shepherd,F,Lost,Indy,2005-06-21
1349,1999-11-12,White,Samoyed,F/S,Lost,Syd,2005-06-21
1350,1999-11-13,Black & Tan,Shep,F,Found,,2005-06-21
1351,1999-11-13,Light Colour,Corgie X,M,Matched,,2005-06-21
1352,1999-11-13,Black & White,Husky X,F,Lost,,2005-06-21
1353,1999-11-14,White,Husky X,M/N,Lost,,2005-06-21
1354,1999-11-14,White,Samoyed,M,Lost,,2005-06-21
1355,1999-11-15,Brown & White,Springer Spaniel,F/S,Lost,Sammy,2005-06-21
1356,1999-11-15,Black & White,Siberian Husky,F,Lost,Alexandria,2005-06-21
1357,1999-11-15,Black,Lab X Shep,M/N,Lost,Angus,2005-06-21
1358,1999-11-15,Black & White,Husky,,Matched,,2005-06-21
1359,1999-11-16,Black & Brown,Lab X  (pup),M,Found,,2005-06-21
1360,1999-11-16,Black & Tan,German Pincher,F,Found,,2005-06-21
1361,1999-11-16,Black & Brown,Rott X Lab,M/N,Lost,Bear,2005-06-21
1362,1999-11-17,Black & White,Border Collie,F,Found,,2005-06-21
1363,1999-11-17,Gold,Retriever,M,Matched,,2005-06-21
1364,1999-11-17,Gold,Retriever,M,Matched,,2005-06-21
1365,1999-11-18,Gold,Lab,M/N,Lost,Golden,2005-06-21
1366,1999-11-19,White & Brown,Husky,F/S,Found,Miraya,2005-06-21
1367,1999-11-19,Red,Chow,F/S,Lost,Jasmine,2005-06-21
1368,1999-11-19,Tan,Pom,F,Lost,Foxy,2005-06-21
1369,1999-11-19,Grey & White,Husky or Malamute pup,M,Matched,,2005-06-21
1370,1999-11-20,White & Grey,Husky X,F/S,Matched,Nanook,2005-06-21
1371,1999-11-20,Apricot,Poodle,M,Lost,Chewy,2005-06-21
1372,1999-11-19,Black,King Charles Spaniel,M,Matched,Dewars,2005-06-21
1373,1999-11-20,Black & Tan,Shepherd,M,Matched,,2005-06-21
1374,1999-11-20,Black & Tan,King Charles Spaniel,M,Matched,,2005-06-21
1375,1999-11-17,Brown & White,Sheltie,F,Lost,Jasmine,2005-06-21
1376,1999-11-20,Blonde & Tan,Cairn Terrier,M/N,Lost,McDuff,2005-06-21
1377,1999-11-20,Black & Tan,Shepherd,M,Lost,Shadow,2005-06-21
1378,1999-11-21,Black & Tan,Shepherd,M,Found,,2005-06-21
1379,1999-11-21,Tri Colour,Beagle,F,Found,,2005-06-21
1380,1999-11-20,Tri Colour,Beagle,F/S,Lost,Daisy,2005-06-21
1381,1999-11-21,White,West Highland Terrier,M/N,Lost,,2005-06-21
1382,1999-11-21,Reddish Brown,Pug X Terrier,M/N,Lost,Muggins,2005-06-21
1383,1999-11-21,Black,Standard Poodle,F,Found,,2005-06-21
1384,1999-11-21,Black,Labrador,,Found,Diago,2005-06-21
1385,1999-11-22,Gold,Retreiver,M,Lost,Brutis,2005-06-21
1386,1999-11-22,Brown,Terrier X,M/N,Found,,2005-06-21
1387,1999-11-23,Black & White,Husky X Collie,M,Lost,Vince,2005-06-21
1388,1999-11-23,Rust & White,Siberian Husky,F/S,Matched,Midnight,2005-06-21
1389,1999-11-23,Brown,Lhasa Apso X,M,Matched,Sogo,2005-06-21
1390,1999-11-23,Brown,Yorkshire Terrier,M,Lost,Bandit,2005-06-21
1391,1999-11-23,Brown & Red,Sheltie X Dach,M/N,Lost,Brownie,2005-06-21
1392,1999-11-23,White & Black & Brown,Shih Tzu,M,Matched,Benji,2005-06-21
1393,1999-11-23,Black with White tip on tail,Ret X Collie,M/N,Matched,Rocky,2005-06-21
1394,1999-11-24,Brown & White,Beagle X,M/N,Lost,Wally,2005-06-21
1395,1999-11-24,Red,Pug X Terr,M/N,Lost,Muggens,2005-06-21
1396,1999-11-24,Dirty White & Grey,Husky X Wolf,F,Lost,Chubby,2005-06-21
1397,1999-11-14,White & Brown,Boxer,M,Lost,Lucky,2005-06-21
1398,1999-11-25,Black & Tan,Husky X Wolf,F/S,Lost,Luna,2005-06-21
1399,1999-11-25,Black & Tan,Shep X,F,Lost,Fifi,2005-06-21
1400,1999-11-25,Golden,Golden Retriever,F,Lost,Jacki,2005-06-21
1401,1999-11-25,Fawn & White,Sheltie,M/N,Matched,Ajax,2005-06-21
1402,1999-11-25,Black & Tan & Grey,Shep X Lab,M,Lost,Bear,2005-06-21
1403,1999-11-25,Grey,Shih Tzu,M/N,Lost,Bow,2005-06-21
1404,1999-11-26,Black,Bouvier,M,Lost,Kenny,2005-06-21
1405,1999-11-26,Brown & Tan,Shep X Lab,M/N,Lost,Wally,2005-06-21
1406,1999-11-27,Black & Tan,Doby,M,Matched,,2005-06-21
1407,1999-11-14,Gold,Pitbull X,M,Lost,Roger,2005-06-21
1408,1999-11-28,Black,Lab,F,Lost,Gean,2005-06-21
1409,1999-11-29,White,Maltese,F,Matched,Skeeter,2005-06-21
1410,1999-11-29,Yellow,Lab,M/N,Lost,Spinner,2005-06-21
1411,1999-11-30,Black & Tan,Airedale,M/N,Matched,,2005-06-21
1412,1999-11-30,Black & Tan,Shepherd X,F,Found,,2005-06-21
1413,1999-11-30,Brown & White,Springer Spaniel,M/N,Lost,Max,2005-06-21
1414,1999-11-30,Black & Tan,Shep X Collie,F/S,Lost,Katy,2005-06-21
1415,1999-11-30,Black & Tan,Shep X Husky,F,Lost,Bailey,2005-06-21
1416,1999-12-01,White,Lhasa Apso,M,Lost,,2005-06-21
1417,1999-12-01,Brindle,Cairn Terrier,F/S,Lost,Annie,2005-06-21
1418,1999-12-01,Black & White,Pitbull,F,Lost,Princess,2005-06-21
1419,1999-12-01,Tri-Colour,Sheltie,M/N,Lost,Romeo,2005-06-21
1420,1999-12-02,Black,Lab X,M/N,Lost,Buddy,2005-06-21
1421,1999-12-02,Silver & Blonde,Yorkie,F/S,Lost,Heidi,2005-06-21
1422,1999-12-02,Black & Tan,Rottweiller,M/N,Matched,,2005-06-21
1423,1999-12-02,Gold,Retriever,F,Matched,Rune,2005-06-21
1424,1999-12-03,Brown & Black,Beagle X,F/S,Matched,Pia,2005-06-21
1425,1999-12-03,Black & Tan,Shepherd,M,Matched,Cooper,2005-06-21
1426,1999-12-03,Black,Lab X Rott,F/S,Lost,Casey,2005-06-21
1427,1999-12-03,White,Husky X,M/N,Matched,Asia,2005-06-21
1428,1999-12-03,Tan,Sharpei,M,Lost,Elvis,2005-06-21
1429,1999-12-04,Black,Blue Meryl X Heeler,,Lost,,2005-06-21
1430,1999-12-04,Fawn,Shep X,,Lost,,2005-06-21
1431,1999-12-02,Brown,Shep X American Bulldog,F/S,Lost,,2005-06-21
1432,1999-12-04,Black & White,Boston Terrier,M,Lost,,2005-06-21
1433,1999-12-04,Black & Brown,Shep,M/N,Matched,Rocky,2005-06-21
1434,1999-12-04,Blonde,Cocker Spaniel,M/N,Lost,Chewy,2005-06-21
1435,1999-12-04,Black & Grey,Malamute X Shep,M/N,Lost,Jasper,2005-06-21
1436,1999-11-23,Beige,Pom,F,Lost,Mischeif,2005-06-21
1437,1999-11-20,Gold,Retriever,M,Lost,Brutus,2005-06-21
1438,1999-12-06,Black & Grey & White,Husky,M/N,Matched,Ky,2005-06-21
1439,1999-12-07,Tan,Pitbull,M/N,Matched,Papa,2005-06-21
1440,1999-12-07,Black & Blonde,German Shepherd X,F,Lost,Loba,2005-06-21
1441,1999-12-08,Grey,Cockapoo,M/N,Lost,Pup,2005-06-21
1442,1999-12-08,Black,Ferret,M,Lost,,2005-06-21
1443,1999-12-08,Black,Lab X,M,Lost,Sushi,2005-06-21
1444,1999-12-08,Black,Lab,M/N,Lost,Tyson,2005-06-21
1445,1999-12-08,Liver & White,Springer Spaniel,F/S,Matched,Bracken,2005-06-21
1446,1999-12-09,Black & Tan,Rotty  #1,M/N,Matched,Starsky,2005-06-21
1447,1999-12-09,Black & Tan,Rotty #2,M/N,Matched,Hutch,2005-06-21
1448,1999-12-09,Golden,Lhasa Apso,M,Lost,Jasco,2005-06-21
1449,1999-12-10,Brindle,Pitbull X Lab,M,Matched,Duke,2005-06-21
1450,1999-12-10,Red,Lhasa Apso,M,Lost,Yogi,2005-06-21
1451,1999-12-11,Tri Colour,Collie X,,Found,,2005-06-21
1452,1999-12-12,White,Spitz X,M,Lost,Fritz,2005-06-21
1453,1999-12-12,Black,Pit X Great Dane,M,Lost,,2005-06-21
1454,1999-12-12,Black & Brown,Collie X,F,Found,,2005-06-21
1455,1999-12-12,Tan,?,F,Lost,,2005-06-21
1456,1999-12-12,Brown,Border X,F,Lost,Ping Wow ?,2005-06-21
1457,1999-12-12,Black,Border X,F/S,Lost,Fancy,2005-06-21
1458,1999-12-13,Grey & Tan & White,Husky X Shep X Brd Collie,F,Lost,Hush Hush,2005-06-21
1459,1999-12-14,Black & White,Border Collie X Lab,F/S,Lost,Kailey (Ceilidh),2005-06-21
1460,1999-12-14,Black w White,Lab X,F/S,Matched,Darby,2005-06-21
1461,1999-12-14,Black,Stafforshire Terrier 14 months,M,Lost,Clouseau,2005-06-21
1462,1999-12-14,Black & Tan,Rotty X Shep,M/N,Lost,Buddy,2005-06-21
1463,1999-12-15,Tan & White,Siberian Husky,F/S,Lost,Cala,2005-06-21
1464,1999-12-15,Brown,Small Poodle,M/N,Found,,2005-06-21
1465,1999-12-15,Black & Brown,Shep X Rotty,F,Lost,Bailey,2005-06-21
1466,1999-12-15,Yellow,Lab,M,Lost,Spud,2005-06-21
1467,1999-12-15,Black & Tan,German Shepherd,M,Lost,Goofy,2005-06-21
1468,1999-12-10,White,American Eskimo,M,Lost,KiKi,2005-06-21
1469,1999-12-16,Black & Brown,Retriever X Lab,M,Lost,Birch,2005-06-21
1470,1999-12-16,Black & White,Lab X,F/S,Lost,Katy,2005-06-21
1471,1999-12-16,Black & White,Shep X,F,Found,,2005-06-21
1472,1999-12-17,Tan,Akita X,M,Found,,2005-06-21
1473,1999-12-17,Black,Lab X,M/N,Lost,Koda,2005-06-21
1474,1999-12-16,Black,Cockapoo,F/S,Lost,,2005-06-21
1475,1999-12-16,Tan  with Black Face,Akita,M,Lost,Mika,2005-06-21
1476,1999-12-18,Tan,Rott X Pit,,Found,,2005-06-21
1477,1999-12-18,Black,Terrier,M,Lost,,2005-06-21
1478,1999-12-17,Black,Lab X Pit,M,Lost,,2005-06-21
1479,1999-12-17,Black,Rott,M,Lost,,2005-06-21
1480,1999-12-17,Brown,Shep X,F/S,Lost,,2005-06-21
1481,1999-12-18,Black,Shep X Rott,M,Lost,,2005-06-21
1482,1999-12-19,Black & Tan,Rott,F,Lost,,2005-06-21
1483,1999-12-20,Grey & Black & Brown,Akita X,F,Found,,2005-06-21
1484,1999-12-20,Black,Pekingnese ? (crossbreed),F/S,Lost,Tilly,2005-06-21
1485,1999-12-20,Grey,Min Poodle,M,Matched,Blackie,2005-06-21
1486,1999-12-20,Brindle,Boxer,M/N,Lost,Jack,2005-06-21
1487,1999-12-20,Red & Black & White,Huskey X Samoy,,Found,,2005-06-21
1488,1999-12-21,Grey,Poodle,M/N,Matched,,2005-06-21
1489,1999-12-21,Grey,Miniature Schnauzer,M/N,Lost,Willy,2005-06-21
1490,1999-12-24,Reddish,Pomeranian,M,Found,,2005-06-21
1491,1999-12-25,Black & White,Pitbull,M,Lost,Kilo,2005-06-21
1492,1999-12-27,Grey & Black,Poodle X ?,M,Matched,,2005-06-21
1493,1999-12-28,Golden,Golden Retriever X,M,Lost,,2005-06-21
1494,1999-12-28,Black,Lab,F,Found,,2005-06-21
1495,1999-12-28,Black & White,Duck,,Lost,,2005-06-21
1496,1999-12-28,Yellow,Shep X Collie,F,Lost,,2005-06-21
1497,1999-12-29,Black & Tan,Shepherd,,Lost,Odin,2005-06-21
1498,1999-12-30,Brown,Staffordshire Terrier,M/N,Lost,Moses,2005-06-21
1499,1999-12-25,White w Tan at tail base,Cocker Spaniel,F/S,Lost,Julie,2005-06-21
1500,1999-12-30,Black & Grey,Shep,M,Lost,Odin,2005-06-21
1501,1999-12-30,Black & White,Ret X Collie,M/N,Matched,Breck,2005-06-21
1502,1999-12-31,Black & Tan,Shep X,M/N,Matched,Josh,2005-06-21
1503,2000-01-01,Brown,Boxer,M,Lost,Lexus,2005-06-21
1504,2000-01-01,Black,Lhasa Apso,F/S,Matched,Kasha,2005-06-21
1505,2000-01-01,Black,Shep X Lab,M/N,Matched,,2005-06-21
1506,2000-01-01,Black,Schipperke,F,Matched,Lilly,2005-06-21
1507,2000-01-01,Black & Brown,Shep X,M/N,Matched,Peppy,2005-06-21
1508,2000-01-01,Grey & Black,Collie X Lab,F/S,Matched,Genny,2005-06-21
1509,1999-12-28,Black & Tan,Rotty,F,Lost,Chika,2005-06-21
1510,2000-01-02,Black & Tan,Shep,M/N,Lost,Lucky,2005-06-21
1511,2000-01-02,Black & Tan,German Shepherd,M/N,Lost,Lucky,2005-06-21
1512,2000-01-04,Black &  White,Lab X Shep,M,Lost,,2005-06-21
1513,2000-01-04,Brindle,Boxer,M,Matched,Lexus,2005-06-21
1514,2000-01-05,Brown & White,Bull Terrier,M,Found,,2005-06-21
1515,2000-01-06,Black & White & Tan,Husky X,M/N,Matched,Akayu,2005-06-21
1516,2000-01-06,Black,Poodle,M,Matched,Scruffy,2005-06-21
1517,2000-01-06,Red,Heeler,M,Lost,,2005-06-21
1518,2000-01-07,Black & Grey & Tan,Aust Shep X Akita,F/S,Lost,Lola,2005-06-21
1519,2000-01-07,White & Brindle,Lab X ?,M,Found,,2005-06-21
1520,2000-01-06,White,Pitbull X,M,Lost,Benny,2005-06-21
1521,2000-01-07,White & Gold,Collie X Samoy,M,Lost,,2005-06-21
1522,2000-01-07,Red,Ridgeback,,Lost,,2005-06-21
1523,2000-01-08,Black,Lab X,M,Lost,Gabriel,2005-06-21
1524,2000-01-08,Black,Shep X Lab,M,Found,Ike,2005-06-21
1525,2000-01-08,Red,Pitbull X,M,Matched,,2005-06-21
1526,2000-01-07,Black & Grey & Tan,Terrier X,M,Found,,2005-06-21
1527,2000-01-09,Grey & Brown & Black,Shep X,M,Matched,,2005-06-21
1528,2000-01-09,Black,Lab,M,Found,,2005-06-21
1529,2000-01-10,Black & Tan,Rott,F,Lost,Michelle,2005-06-21
1530,2000-01-10,White,Lab X Pit,M,Matched,,2005-06-21
1531,2000-01-10,White & Cream,Shepherd X,M/N,Lost,Jasper,2005-06-21
1532,2000-01-11,Grey with white markings,Akita X,F/S,Lost,,2005-06-21
1533,2000-01-11,Black & Brown,Sheperd X ?,M,Found,,2005-06-21
1534,2000-01-11,Beige & White,Husky X Sheperd,F,Lost,Alaska,2005-06-21
1535,2000-01-11,Brown & Black,Shepherd X Dane,M/N,Lost,Ellby,2005-06-21
1536,2000-01-12,Black,Lab,F/S,Found,Caileigh,2005-06-21
1537,2000-01-12,Copper,Lab X,M,Matched,Duke,2005-06-21
1538,2000-01-12,White,American Eskimo,F/S,Lost,Suzie,2005-06-21
1539,2000-01-12,Brown Brindle,Pitbull,F/S,Lost,Ellie,2005-06-21
1540,2000-01-12,Biege & Black,Shepherd,F,Matched,,2005-06-21
1541,2000-01-13,Black & Tan,Coonhound,F,Lost,,2005-06-21
1542,2000-01-12,Black & Tan,Chow X Rotty,F,Lost,Chia,2005-06-21
1543,2000-01-13,Black & White,Pekingese,F,Lost,Kiki,2005-06-21
1544,2000-01-14,White,American Husky,M/N,Lost,Rocky,2005-06-21
1545,2000-01-14,Black & White & Brown,Doby X,M/N,Lost,Goalie,2005-06-21
1546,2000-01-14,Black,Lab,M/N,Lost,Cuba,2005-06-21
1547,2000-01-14,Black,2 Labs & 1 Shep,,Lost,,2005-06-21
1548,2000-01-14,Golden,Lab,F,Matched,Kayla,2005-06-21
1549,2000-01-14,White,Lab X,,Found,Charlie,2005-06-21
1550,2000-01-14,Tape,Lab,F,Lost,,2005-06-21
1551,2000-01-15,Rust,Retreiver,M,Lost,Sergier,2005-06-21
1552,2000-01-15,Silver,Timber Wolf X Husky,F,Found,Sparky,2005-06-21
1553,2000-01-15,Brindle,Pitbull,M,Lost,Tyson,2005-06-21
1554,2000-01-13,Black,Pekingese,F/S,Lost,Kiki,2005-06-21
1555,2000-01-15,Black,Husky X Collie,F,Matched,,2005-06-21
1556,2000-01-16,Black,Lab X,M/N,Lost,Jack,2005-06-21
1557,2000-01-16,Black & Tan,Rott X,M,Found,,2005-06-21
1558,2000-01-16,Black & Brown,Doby X Boxer,F,Found,,2005-06-21
1559,2000-01-17,Golden & Brown & White,Lhasa Apso,M/N,Lost,Stinky,2005-06-21
1560,2000-01-17,Gold,Lab,F,Lost,Lady,2005-06-21
1561,2000-01-17,Grey & White 7 Black,Husky X ? (puppy),M,Found,,2005-06-21
1562,2000-01-17,White & Black,Dalmation,F/S,Matched,Princess,2005-06-21
1563,2000-01-17,Brown & Black & White,Sheltie,F/S,Lost,Heather,2005-06-21
1564,2000-01-18,Gold,Lab ?  (puppy),M/N,Found,,2005-06-21
1565,2000-01-18,Black & Tan,Shep X,F/S,Lost,Stasha,2005-06-21
1566,2000-01-19,White & Yellow,Lab,F,Matched,Terra,2005-06-21
1567,2000-01-19,Black & white on Chest,Lab X,F/S,Lost,Dog,2005-06-21
1568,2000-01-19,Tan,Sharpei,M,Lost,Zak,2005-06-21
1569,2000-01-20,Black & White Chest,Labrador X,M,Lost,Jake,2005-06-21
1570,2000-01-20,Black & Tan,Shep X Aussy,M,Matched,BJ,2005-06-21
1571,2000-01-22,Orange,Pom X,M,Lost,Mashu shu,2005-06-21
1572,2000-01-21,Gold,Retriever X Peranese,M,Lost,Arthur,2005-06-21
1573,2000-01-23,Golden,Retriever,F/S,Matched,Chase,2005-06-21
1574,2000-01-23,Gold,Retreiver,F,Matched,,2005-06-21
1575,2000-01-24,Tan & Golden,Shep X Lab,M/N,Matched,Otis,2005-06-21
1576,2000-01-24,Brown,Doby X Shep,M/N,Lost,Dakota,2005-06-21
1577,2000-01-25,Grey & Black Face,Pom X Pekingese,M/N,Lost,Kodiak,2005-06-21
1578,2000-01-25,Black & White,Lab X ?,M,Matched,,2005-06-21
1579,2000-01-25,White & Golden Brown,Lab X Collie,F,Lost,Shady Lady,2005-06-21
1580,2000-01-27,Black & Tan,Doby X Shep,M/N,Lost,Charlie,2005-06-21
1581,2000-01-27,Blue Merle,Aussie Shepherd,F,Found,,2005-06-21
1582,2000-01-27,Black & White,Shih Tzu X Bichon Frise,F/S,Lost,Miko,2005-06-21
1583,2000-01-28,Black,Lab X Newfie,M/N,Lost,Sammy,2005-06-21
1584,2000-01-28,Black & Brown,Rottweiler,F,Matched,Nanna,2005-06-21
1585,2000-01-28,Tape?,Corgi,F/S,Lost,,2005-06-21
1586,2000-01-28,Tan,Shep X Husky,M,Lost,Rocky,2005-06-21
1587,2000-01-27,White,Husky X,M,Lost,,2005-06-21
1588,2000-01-29,Tan,Pitbull X Lab,M,Lost,Boo-Boo,2005-06-21
1589,2000-01-28,Tan,Chow Chow,,Found,,2005-06-21
1590,2000-01-29,Brown & Black,German Shepherd,F,Lost,Shiva,2005-06-21
1591,2000-01-29,Grey & Gold,Yorkshire Terrier,M,Matched,Benji,2005-06-21
1592,2000-01-30,Beige,Sharpei,M,Lost,Ko Ko or Smudge,2005-06-21
1593,2000-01-30,Black & Tan,Rotty,M,Lost,Bye bye,2005-06-21
1594,2000-01-30,Black & Tan,Yorkshire Terrier,,Matched,,2005-06-21
1595,2000-01-31,Brindle,???,M,Matched,Happer,2005-06-21
1596,2000-01-31,Black & Tan White Chest,German Shepherd,M,Lost,Chopper,2005-06-21
1597,2000-01-31,Black & Tan & White Chest,German Shep,M,Found,,2005-06-21
1598,2000-02-01,White & Grey,Siberian Husky,M/N,Lost,Keno,2005-06-21
1599,2000-02-01,Golden,Labrador,M,Matched,,2005-06-21
1600,2000-02-01,Black & Tan,Sheperd X,M/N,Matched,Hank,2005-06-21
1601,2000-02-01,Brown & Black,Yorkshire Terrier,M,Lost,Bobby,2005-06-21
1602,2000-02-01,Beige,Maltese Shih tzu X,F,Lost,Baby,2005-06-21
1603,2000-02-02,Black & Tan & White,Beagle,,Lost,,2005-06-21
1604,2000-02-02,Tan,Lab X ?,F,Matched,Setta,2005-06-21
1605,2000-02-03,Grey & White,Husky,F/S,Lost,Tasha,2005-06-21
1606,2000-02-03,Black,Lab,M/N,Lost,Dakota,2005-06-21
