,Date,Color,Breed,Purebred,CKC Class,dog_breed_type,Sex,State,pet_name,DateCreated,is_dog,sex_simple,date_created
5951,2004-02-09,Black/Grey,Maltipoo,Dog Crossbreed,Dog Crossbreed,crossbreed,M,Lost,Simba,2004-02-09,True,m,2004-02-09 00:00:00
5952,2004-02-10,White,Malamute X Shep,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,Matched,Tamu,2004-02-10,True,m,2004-02-10 00:00:00
5953,2004-02-11,Black,Shep X Rotty,Dog Crossbreed,Dog Crossbreed,crossbreed,F,Found,,2004-02-11,True,f,2004-02-11 00:00:00
5954,2004-02-10,Other,Viszla,Vizsla,Sporting Dog,sporting,M/N,Lost,Toby,2004-02-11,True,m,2004-02-11 00:00:00
5955,2004-02-11,Brown,Weimaraner,Weimaraner,Sporting Dog,sporting,M/N,Lost,Toby,2004-02-11,True,m,2004-02-11 00:00:00
5956,2004-02-11,Black/White,Border Collie,Border Collie,Herding Dog,herding,F,Lost,Pudge,2004-02-12,True,f,2004-02-12 00:00:00
5957,2004-02-12,Black/White,German Shepherd,German Shepherd Dog,Herding Dog,herding,M,Lost,Bobby,2004-02-12,True,m,2004-02-12 00:00:00
5958,2004-02-12,Other,Pom,Pomeranian,Toy Dog,toy,M,Lost,Meeko,2004-02-12,True,m,2004-02-12 00:00:00
5959,2004-02-12,White,Maltese,Maltese,Toy Dog,toy,M,Found,Preston,2004-02-12,True,m,2004-02-12 00:00:00
5960,2004-02-13,Other,Shiba Inu,Shiba Inu,Non-Sporting Dog,nonsporting,F,Lost,Summer,2004-02-13,True,f,2004-02-13 00:00:00
5961,2004-02-13,Brown,Cocker Spaniel X,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,Matched,Mocha,2004-02-13,True,m,2004-02-13 00:00:00
5962,2004-02-10,Brown,Australian Kelpie,Australian Kelpie,Herding Dog,herding,M/N,Lost,Yukon,2004-02-14,True,m,2004-02-14 00:00:00
5963,2004-02-14,Other,Shih X Yorkie,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,Matched,Chappy,2004-02-14,True,m,2004-02-14 00:00:00
5964,2004-02-14,Other,Pom,Pomeranian,Toy Dog,toy,F,Lost,Mimi,2004-02-14,True,f,2004-02-14 00:00:00
5965,2004-02-14,Black/White,Cocker Span,Cocker Spaniel,Sporting Dog,sporting,F/S,Lost,Joey,2004-02-14,True,f,2004-02-14 00:00:00
5966,2004-02-14,Black,Sheltie X GSD X Border Collie,Dog Crossbreed,Dog Crossbreed,crossbreed,M,Lost,Puck,2004-02-14,True,m,2004-02-14 00:00:00
5967,2004-02-14,Other,DSH Cat,DSH Cat,,,M/N,Lost,Unknown,2004-02-14,False,m,2004-02-14 00:00:00
5968,2004-02-15,Black,Chow,Chow,Non-Sporting Dog,nonsporting,F,Lost,Koala or Baby,2004-02-15,True,f,2004-02-15 00:00:00
5969,2004-02-13,White,Maltese Poodle,Maltese Poodle,Dog Crossbreed,crossbreed,M,Lost,Bubble,2004-02-16,True,m,2004-02-16 00:00:00
5970,2004-02-18,Other,Pekipoo,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,Lost,Bo,2004-02-18,True,m,2004-02-18 00:00:00
5971,2004-02-19,Black,Airedale,Airedale Terrier,Terrier,terrier,F/S,Matched,kaitlin,2004-02-19,True,f,2004-02-19 00:00:00
5972,2004-02-18,White,Maltese X,Dog Crossbreed,Dog Crossbreed,crossbreed,F,Lost,Missy,2004-02-19,True,f,2004-02-19 00:00:00
5973,2004-02-19,Brown,Shep X Lab,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,Lost,Jeffy,2004-02-19,True,m,2004-02-19 00:00:00
5974,2004-02-14,Black,Rotty,Rottweiler,Working Dog,working,F/S,Lost,Kaos,2004-02-19,True,f,2004-02-19 00:00:00
5975,2004-02-20,Other,Lab,Labrador Retriever,Sporting Dog,sporting,M/N,Matched,Max,2004-02-20,True,m,2004-02-20 00:00:00
5976,2004-02-20,White,Samoyed,Samoyed,Working Dog,working,M,Matched,Skye,2004-02-20,True,m,2004-02-20 00:00:00
5977,2004-02-15,Black,Rotty,Rottweiler,Working Dog,working,M/N,Lost,Salem,2004-02-20,True,m,2004-02-20 00:00:00
5978,2004-02-20,White,Maltipoo X,Dog Crossbreed,Dog Crossbreed,crossbreed,M,Found,George,2004-02-20,True,m,2004-02-20 00:00:00
5979,2004-02-21,Other,Boxer,Boxer,Working Dog,working,M,Lost,Rick,2004-02-21,True,m,2004-02-21 00:00:00
5980,2004-02-21,Black/White,Boston Terrier,Boston Terrier,Non-Sporting Dog,nonsporting,F,Matched,Lucy,2004-02-21,True,f,2004-02-21 00:00:00
5981,2004-02-22,Other,Retriever,Retriever,Sporting Dog,sporting,M,Matched,Jack,2004-02-22,True,m,2004-02-22 00:00:00
5982,2004-02-22,Black,Rotty,Rottweiler,Working Dog,working,,Matched,keesha / nigel,2004-02-22,True,x,2004-02-22 00:00:00
5983,2004-02-22,White,Samoy,Samoyed,Working Dog,working,M,Matched,Sky,2004-02-22,True,m,2004-02-22 00:00:00
5984,2004-02-22,Black/White/Brown,Austrailian Shep X Collie,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,Matched,Jessie,2004-02-22,True,f,2004-02-22 00:00:00
5985,2004-02-23,Grey,Lab X Pointer,Dog Crossbreed,Dog Crossbreed,crossbreed,,Matched,Lucky,2004-02-23,True,x,2004-02-23 00:00:00
5986,2004-02-23,Black,Akita X Husky,Dog Crossbreed,Dog Crossbreed,crossbreed,F,Matched,Sheba,2004-02-23,True,f,2004-02-23 00:00:00
5987,2004-02-23,Grey,German Pointer X Lab,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,Matched,Lucky,2004-02-23,True,m,2004-02-23 00:00:00
5988,2004-02-23,Black,Lab X  (pup),Dog Crossbreed,Dog Crossbreed,crossbreed,F,Lost,Harriet,2004-02-23,True,f,2004-02-23 00:00:00
5989,2004-02-23,White,Maltese,Maltese,Toy Dog,toy,F/S,Matched,Misty,2004-02-24,True,f,2004-02-24 00:00:00
5990,2004-02-24,Other,Akita,Akita,Working Dog,working,F,Matched,Cona,2004-02-24,True,f,2004-02-24 00:00:00
5991,2004-02-23,White,Pomeranian,Pomeranian,Toy Dog,toy,M,Matched,Toby,2004-02-24,True,m,2004-02-24 00:00:00
5992,2004-02-27,Black/White,Shih Tzu X,Dog Crossbreed,Dog Crossbreed,crossbreed,F,Matched,Zsa Zsa,2004-02-27,True,f,2004-02-27 00:00:00
5993,2004-02-29,Black,Lab X,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,Lost,Dude,2004-02-29,True,m,2004-02-29 00:00:00
5994,2004-02-29,Black/White,Pitbull Lab Mix,Dog Crossbreed,Dog Crossbreed,crossbreed,F,Lost,Baby,2004-02-29,True,f,2004-02-29 00:00:00
5995,2004-03-01,Brown,Rotty X,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,Lost,Spy girl,2004-03-01,True,f,2004-03-01 00:00:00
5996,2004-03-01,Brown,Pomeranian,Pomeranian,Toy Dog,toy,F,Matched,Barbie,2004-03-01,True,f,2004-03-01 00:00:00
5997,2004-03-01,Brown,Pomeranian,Pomeranian,Toy Dog,toy,F,Matched,Barbie,2004-03-01,True,f,2004-03-01 00:00:00
5998,2004-03-01,White/Grey,Himalayan (looks Siamese),Himalayan Cat,,,F/S,Lost,Mushka,2004-03-01,False,f,2004-03-01 00:00:00
5999,2004-03-02,White/Brown/Grey,Small Collie,Small Collie,Herding Dog,herding,M/N,Lost,Barclay,2004-03-02,True,m,2004-03-02 00:00:00
6000,2004-03-02,White/Brown,Shih Tzu,Shih Tzu,Non-Sporting Dog,nonsporting,M/N,Lost,Sumo,2004-03-02,True,m,2004-03-02 00:00:00
6001,2004-02-28,White,Shih Tzu X,Dog Crossbreed,Dog Crossbreed,crossbreed,F,Lost,Sasha,2004-03-03,True,f,2004-03-03 00:00:00
6002,2004-03-03,Black/White,Border Collie,Border Collie,Herding Dog,herding,M,Matched,Waxer,2004-03-03,True,m,2004-03-03 00:00:00
6003,2004-03-04,Other,Sheltie,Sheltie,Herding Dog,herding,M,Found,,2004-03-04,True,m,2004-03-04 00:00:00
6004,2004-03-04,Black,Pom,Pomeranian,Toy Dog,toy,M,Matched,,2004-03-04,True,m,2004-03-04 00:00:00
6005,2004-03-05,White,Sheltie,Sheltie,Herding Dog,herding,M,Lost,Polish/Toto,2004-03-05,True,m,2004-03-05 00:00:00
6006,2004-03-05,Other,Alaskan Malamute,Malamute,Working Dog,working,F/S,Lost,Takomah,2004-03-05,True,f,2004-03-05 00:00:00
6007,2004-03-05,White,Husky,Husky,Working Dog,working,F,Lost,Eska,2004-03-05,True,f,2004-03-05 00:00:00
6008,2004-03-05,Other,Cocker Spaniel,Cocker Spaniel,Sporting Dog,sporting,,Matched,,2004-03-05,True,x,2004-03-05 00:00:00
6009,2004-03-06,Black,Akita X Shep,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,Matched,Grappa,2004-03-06,True,f,2004-03-06 00:00:00
6010,2004-03-08,Black/White,Dalmatian,Dalmatian,Non-Sporting Dog,nonsporting,M/N,Matched,Soulfay,2004-03-08,True,m,2004-03-08 00:00:00
6011,2004-03-09,Black/White,American Bull Terrier,American Bull Terrier,Terrier,terrier,M,Lost,Tonka,2004-03-09,True,m,2004-03-09 00:00:00
6012,2004-03-09,Grey,Mini Schnauzer,Miniature Schnauzer,Terrier,terrier,F/S,Matched,Ora,2004-03-09,True,f,2004-03-09 00:00:00
6013,2004-03-10,White/Grey,Siberian Husky,Husky,Working Dog,working,F/S,Matched,Suka,2004-03-10,True,f,2004-03-10 00:00:00
6014,2004-03-10,White,Maltipoo,Dog Crossbreed,Dog Crossbreed,crossbreed,F,Lost,Lucy,2004-03-10,True,f,2004-03-10 00:00:00
6015,2004-03-10,Black/Brown,Pit X,Dog Crossbreed,Dog Crossbreed,crossbreed,M,Lost,Texas,2004-03-10,True,m,2004-03-10 00:00:00
6016,2004-03-11,Black,Domestic looks Persian,Domestic looks Persian,,,M/N,Lost,Chevy,2004-03-11,False,m,2004-03-11 00:00:00
6017,2004-03-11,Black,Belgium Shep,Belgian Shepherd,Herding Dog,herding,F/S,Lost,Kola,2004-03-11,True,f,2004-03-11 00:00:00
6018,2004-03-11,Black,Shepherd X,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,Matched,Casey,2004-03-11,True,f,2004-03-11 00:00:00
6019,2004-03-11,Black,Shepherd X,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,Matched,Bruiser,2004-03-11,True,m,2004-03-11 00:00:00
6020,2004-03-11,White/Grey,DLH Cat,DLH Cat,,,M,Lost,Dobbie,2004-03-11,False,m,2004-03-11 00:00:00
6021,2004-03-11,Other,Shiba Inu,Shiba Inu,Non-Sporting Dog,nonsporting,M,Lost,Koda,2004-03-12,True,m,2004-03-12 00:00:00
6022,2004-03-13,White/Brown,Corgi X Beagle,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,Lost,Brutus,2004-03-13,True,m,2004-03-13 00:00:00
6023,2004-03-13,White,Siberian Husky,Husky,Working Dog,working,,Lost,,2004-03-13,True,x,2004-03-13 00:00:00
6024,2004-03-13,Black,Shep,Shepherd,Herding Dog,herding,M,Lost,Blackie,2004-03-13,True,m,2004-03-13 00:00:00
6025,2004-03-13,Black/Brown,Chow X,Dog Crossbreed,Dog Crossbreed,crossbreed,M,Lost,Lucky,2004-03-13,True,m,2004-03-13 00:00:00
6026,2004-03-13,Black,Shep X Husky,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,Lost,Jackie,2004-03-14,True,f,2004-03-14 00:00:00
6027,2004-03-15,Black/White,Springer Span X,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,Matched,Teka,2004-03-15,True,f,2004-03-15 00:00:00
6028,2004-03-15,Black,Lab,Labrador Retriever,Sporting Dog,sporting,F/S,Matched,Kaya,2004-03-15,True,f,2004-03-15 00:00:00
6029,2004-03-16,Black,Lab X,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,Lost,Lucky,2004-03-15,True,m,2004-03-15 00:00:00
6030,2004-03-10,White,Maltese X,Dog Crossbreed,Dog Crossbreed,crossbreed,F,Matched,Webby,2004-03-16,True,f,2004-03-16 00:00:00
6031,2004-03-16,Brown,Lab X Setter,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,Matched,Brutus,2004-03-16,True,m,2004-03-16 00:00:00
6032,2004-03-16,Black,Lab X (small),Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,Found,Colby,2004-03-17,True,m,2004-03-17 00:00:00
6033,2004-03-16,Black/White,Border Collie,Border Collie,Herding Dog,herding,M/N,Matched,Waxer,2004-03-17,True,m,2004-03-17 00:00:00
6034,2004-03-15,Black,Labrador Retreiver,Labrador Retriever,Sporting Dog,sporting,F/S,Lost,Jett,2004-03-17,True,f,2004-03-17 00:00:00
6035,2004-03-15,Black/White,Springer Span X Rotty,Dog Crossbreed,Dog Crossbreed,crossbreed,M,Matched,Bo Bear,2004-03-17,True,m,2004-03-17 00:00:00
6036,2004-03-18,Black,Long Haired German Shep,German Shepherd Dog,Herding Dog,herding,F/S,Matched,Sadie,2004-03-18,True,f,2004-03-18 00:00:00
6037,2004-03-18,Black,Rotty X Husky,Dog Crossbreed,Dog Crossbreed,crossbreed,F,Found,,2004-03-18,True,f,2004-03-18 00:00:00
6038,2004-03-19,Black,Lab X,Dog Crossbreed,Dog Crossbreed,crossbreed,F,Lost,Jet,2004-03-19,True,f,2004-03-19 00:00:00
6039,2004-03-19,Black,Pug,Pug,Toy Dog,toy,M,Lost,Harley,2004-03-19,True,m,2004-03-19 00:00:00
6040,2004-03-18,Black,Lab X,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,Lost,Baily,2004-03-19,True,f,2004-03-19 00:00:00
6041,2004-03-20,Other,Lhasa X Bichon,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,Lost,Scooter,2004-03-20,True,m,2004-03-20 00:00:00
6042,2004-03-20,Other,Pomeranian,Pomeranian,Toy Dog,toy,M,Lost,niko,2004-03-20,True,m,2004-03-20 00:00:00
6043,2004-03-20,Brown/Grey,German Short Haired Pointer,German Short Haired Pointer,Sporting Dog,sporting,F,Lost,Shiva,2004-03-20,True,f,2004-03-20 00:00:00
6044,2004-03-22,Black/White,Siamese,Siamese Cat,,,M/N,Lost,Cocoa,2004-03-22,False,m,2004-03-22 00:00:00
6045,2004-03-22,Other,Lab,Labrador Retriever,Sporting Dog,sporting,F,Lost,Nena,2004-03-22,True,f,2004-03-22 00:00:00
6046,2004-03-22,Black,Pug,Pug,Toy Dog,toy,F/S,Lost,Lulu,2004-03-22,True,f,2004-03-22 00:00:00
6047,2004-03-22,Black/White,Shepherd X,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,Matched,Lady,2004-03-23,True,f,2004-03-23 00:00:00
6048,2004-03-22,Black,Weiner Dog,Weiner Dog,Hound,hound,M,Matched,Gizmo,2004-03-23,True,m,2004-03-23 00:00:00
6049,2004-03-19,White,Pitbull X,Dog Crossbreed,Dog Crossbreed,crossbreed,M,Lost,Rocko,2004-03-23,True,m,2004-03-23 00:00:00
6050,2004-03-23,Other,Golden Retriever,Golden Retriever,Sporting Dog,sporting,F,Lost,Bala,2004-03-23,True,f,2004-03-23 00:00:00
6051,2004-03-25,White,American Bulldog,American Bulldog,Non-Sporting Dog,nonsporting,M,Lost,Tommy,2004-03-25,True,m,2004-03-25 00:00:00
6052,2004-03-25,Black/White,Bichon Frise X,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,Matched,Peppy,2004-03-25,True,f,2004-03-25 00:00:00
6053,2004-03-25,Black/White,Cat,Cat,,,F,Lost,Kita,2004-03-25,False,f,2004-03-25 00:00:00
6054,2004-03-26,Other,Min Pin X Maltese,Dog Crossbreed,Dog Crossbreed,crossbreed,M,Lost,Benji,2004-03-26,True,m,2004-03-26 00:00:00
6055,2004-03-27,White,Samoyed,Samoyed,Working Dog,working,F/S,Lost,Shyanne,2004-03-27,True,f,2004-03-27 00:00:00
6056,2004-03-28,Other,Yorkshire Terrier,Yorkshire Terrier,Toy Dog,toy,M/N,Found,Chico,2004-03-28,True,m,2004-03-28 00:00:00
6057,2004-03-28,Brown,Pit X,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,Lost,Benjamin,2004-03-28,True,m,2004-03-28 00:00:00
6058,2004-03-29,Other,Wheaton Terrier,Wheaton Terrier,Terrier,terrier,F,Found,,2004-03-29,True,f,2004-03-29 00:00:00
6059,2004-03-29,Black,German Shepherd,German Shepherd Dog,Herding Dog,herding,F/S,Lost,Sheba,2004-03-29,True,f,2004-03-29 00:00:00
6060,2004-03-30,Black/White,Border Collie X,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,Lost,Fee,2004-03-30,True,f,2004-03-30 00:00:00
6061,2004-03-30,Black,Shep,Shepherd,Herding Dog,herding,F/S,Lost,Keisha,2004-03-30,True,f,2004-03-30 00:00:00
6062,2004-03-31,Other,Pom,Pomeranian,Toy Dog,toy,F,Lost,Teeny,2004-03-31,True,f,2004-03-31 00:00:00
6063,2004-03-31,Other,Retriever,Retriever,Sporting Dog,sporting,M,Found,,2004-03-31,True,m,2004-03-31 00:00:00
6064,2004-03-31,White,Staff Terrier,Staffordshire Bull Terrier,Terrier,terrier,M,Lost,Zeus,2004-03-31,True,m,2004-03-31 00:00:00
6065,2004-03-31,Other,Golden Retriever,Golden Retriever,Sporting Dog,sporting,M/N,Lost,Toby,2004-03-31,True,m,2004-03-31 00:00:00
6066,2004-03-31,Black,Shep,Shepherd,Herding Dog,herding,M/N,Lost,Max,2004-03-31,True,m,2004-03-31 00:00:00
6067,2004-03-31,Black,Min Pin,Miniature Pinscher,Toy Dog,toy,M/N,Lost,Leon,2004-04-01,True,m,2004-04-01 00:00:00
6068,2004-04-01,Black,Shep X,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,Lost,Max,2004-04-01,True,m,2004-04-01 00:00:00
6069,2004-04-03,Black,Akita,Akita,Working Dog,working,F/S,Lost,Venus,2004-04-03,True,f,2004-04-03 00:00:00
6070,2004-04-03,Brown,German Shep X Collie,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,Lost,Haley,2004-04-03,True,f,2004-04-03 00:00:00
6071,2004-04-04,Other,Retriever,Retriever,Sporting Dog,sporting,M,Found,,2004-04-04,True,m,2004-04-04 00:00:00
6072,2004-04-04,White/Grey,Shih Tzu,Shih Tzu,Non-Sporting Dog,nonsporting,M,Lost,Snowball,2004-04-04,True,m,2004-04-04 00:00:00
6073,2004-04-04,Brown,Pomeranian,Pomeranian,Toy Dog,toy,M/N,Matched,Bo Bo,2004-04-05,True,m,2004-04-05 00:00:00
6074,2004-04-05,Black,German Shepherd,German Shepherd Dog,Herding Dog,herding,F/S,Matched,Summer,2004-04-05,True,f,2004-04-05 00:00:00
6075,2004-04-03,Black/White,Shepherd X,Dog Crossbreed,Dog Crossbreed,crossbreed,M,Lost,Shadow,2004-04-05,True,m,2004-04-05 00:00:00
6076,2004-04-05,Other,Besenji,Basenji,Hound,hound,F,Lost,,2004-04-05,True,f,2004-04-05 00:00:00
6077,2004-04-05,Other,Cairn Terrier X,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,Matched,Gino,2004-04-06,True,m,2004-04-06 00:00:00
6078,2004-04-06,Black/White,Pug X Australian Sheep Dog,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,Lost,Romeo,2004-04-06,True,m,2004-04-06 00:00:00
6079,2004-04-06,White,Spitz X,Dog Crossbreed,Dog Crossbreed,crossbreed,,Lost,,2004-04-06,True,x,2004-04-06 00:00:00
6080,2004-04-06,Black,Lab X Hound,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,Lost,Joe,2004-04-06,True,m,2004-04-06 00:00:00
6081,2004-04-06,Black,Pitbull X,Dog Crossbreed,Dog Crossbreed,crossbreed,F,Lost,Zena,2004-04-06,True,f,2004-04-06 00:00:00
6082,2004-04-07,Black,Spaniel,Spaniel,Sporting Dog,sporting,M/N,Lost,Bivo,2004-04-07,True,m,2004-04-07 00:00:00
6083,2004-04-07,White,Shiba Inu,Shiba Inu,Non-Sporting Dog,nonsporting,M/N,Lost,Sumi,2004-04-07,True,m,2004-04-07 00:00:00
6084,2004-04-05,Black,Min Pin,Miniature Pinscher,Toy Dog,toy,M,Matched,Buddy,2004-04-08,True,m,2004-04-08 00:00:00
6085,2004-04-08,Other,Chow X Newfie,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,Lost,Bear,2004-04-08,True,m,2004-04-08 00:00:00
6086,2004-04-08,Other,Retreiever (pup),Retriever,Sporting Dog,sporting,M,Found,,2004-04-08,True,m,2004-04-08 00:00:00
6087,2004-04-09,Black,Lab,Labrador Retriever,Sporting Dog,sporting,F,Matched,murphy,2004-04-10,True,f,2004-04-10 00:00:00
6088,2004-04-10,Grey,Jack Russell X Poodle,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,Lost,Dot,2004-04-10,True,f,2004-04-10 00:00:00
6089,2004-04-10,Other,Min Schnauzer,Miniature Schnauzer,Terrier,terrier,F/S,Matched,Schatzie,2004-04-10,True,f,2004-04-10 00:00:00
6090,2004-04-11,Black/White,Lab X,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,Matched,Rugby,2004-04-11,True,m,2004-04-11 00:00:00
6091,2004-01-06,Black/White,Shih Tzu,Shih Tzu,Non-Sporting Dog,nonsporting,M/N,Lost,Barney,2004-04-11,True,m,2004-04-11 00:00:00
6092,2004-04-11,Brown,Pug,Pug,Toy Dog,toy,M,Found,Holick,2004-04-11,True,m,2004-04-11 00:00:00
6093,2004-04-11,Other,JR Terrier,Jack Russell Terrier,Terrier,terrier,M/N,Lost,,2004-04-11,True,m,2004-04-11 00:00:00
6094,2004-04-12,White,Chihuahua,Chihuahua,Toy Dog,toy,F/S,Lost,Jenny,2004-04-12,True,f,2004-04-12 00:00:00
6095,2004-04-12,Black/Brown,Lrg Mix Breed Long Fur,Dog Crossbreed,Dog Crossbreed,crossbreed,M,Lost,Goody,2004-04-13,True,m,2004-04-13 00:00:00
6096,2004-04-14,Other,Lab,Labrador Retriever,Sporting Dog,sporting,M/N,Matched,Rome,2004-04-14,True,m,2004-04-14 00:00:00
6097,2004-04-14,Brown,Med Size Pit X Shep,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,Lost,Stanley,2004-04-14,True,m,2004-04-14 00:00:00
6098,2004-04-14,Black/White,Pug X Chihuahua,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,Matched,Kona,2004-04-15,True,f,2004-04-15 00:00:00
6099,2004-04-15,Brown,Belgian Shep X,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,Lost,Sheba,2004-04-15,True,f,2004-04-15 00:00:00
6100,2004-04-16,Brown,Poodle,Poodle,Non-Sporting Dog,nonsporting,M/N,Matched,Nicky,2004-04-17,True,m,2004-04-17 00:00:00
6101,2004-04-17,Other,Red Nose Pitbull,Red Nose Pitbull,Terrier,terrier,M,Matched,Smokey,2004-04-17,True,m,2004-04-17 00:00:00
6102,2004-04-17,Black,Lab X Hound,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,Lost,Joe,2004-04-17,True,m,2004-04-17 00:00:00
6103,2004-04-18,Brown,Toy Poodle,Toy Poodle,Toy Dog,toy,F,Lost,Kino,2004-04-18,True,f,2004-04-18 00:00:00
6104,2004-04-18,Other,Shih Tzu,Shih Tzu,Non-Sporting Dog,nonsporting,M/N,Lost,Winston,2004-04-18,True,m,2004-04-18 00:00:00
6105,2004-04-18,Other,Shep X  Ret,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,Lost,Dallas,2004-04-18,True,f,2004-04-18 00:00:00
6106,2004-04-18,White,Shih Tzu,Shih Tzu,Non-Sporting Dog,nonsporting,M,Matched,Cookie,2004-04-19,True,m,2004-04-19 00:00:00
6107,2004-04-14,Black,Rotty,Rottweiler,Working Dog,working,M,Lost,Kodie,2004-04-19,True,m,2004-04-19 00:00:00
6108,2004-04-21,Black/Grey,Lab,Labrador Retriever,Sporting Dog,sporting,M/N,Matched,Henry,2004-04-21,True,m,2004-04-21 00:00:00
6109,2004-04-21,Black/White,Great Dane,Great Dane,Working Dog,working,M,Lost,Mickey,2004-04-21,True,m,2004-04-21 00:00:00
6110,2004-04-21,Black/White,Shepherd Collie Mix,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,Matched,Kiesha,2004-04-21,True,f,2004-04-21 00:00:00
6111,2004-04-21,Other,Golden Retreiver,Golden Retriever,Sporting Dog,sporting,F,Lost,Pumokin,2004-04-21,True,f,2004-04-21 00:00:00
6112,2004-04-21,Other,Min Dachsund,Miniature Dachshund,Hound,hound,M,Matched,Max,2004-04-22,True,m,2004-04-22 00:00:00
6113,2004-04-22,Black/White,Mini Boston Terrier,Miniature Boston Terrier,Non-Sporting Dog,nonsporting,F/S,Matched,Lola,2004-04-22,True,f,2004-04-22 00:00:00
6114,2004-04-22,Other,Siamese Looking,Siamese Cat,,,F/S,Lost,Idgy,2004-04-22,False,f,2004-04-22 00:00:00
6115,2004-04-23,Black,Shep,Shepherd,Herding Dog,herding,M/N,Found,Zeke,2004-04-23,True,m,2004-04-23 00:00:00
6116,2004-04-23,Other,Pug,Pug,Toy Dog,toy,F,Lost,Lucille,2004-04-23,True,f,2004-04-23 00:00:00
6117,2004-04-21,Brown,Pomeranian,Pomeranian,Toy Dog,toy,M,Lost,Odie,2004-04-23,True,m,2004-04-23 00:00:00
6118,2004-04-23,Other,Pug,Pug,Toy Dog,toy,F,Lost,Lucille,2004-04-23,True,f,2004-04-23 00:00:00
6119,2004-04-24,White,English Springer Spaniel,English Springer Spaniel,Sporting Dog,sporting,F/S,Matched,Amy,2004-04-24,True,f,2004-04-24 00:00:00
6120,2004-04-24,Other,Cockapoo,Cockapoo,Dog Crossbreed,crossbreed,M/N,Lost,Jake,2004-04-24,True,m,2004-04-24 00:00:00
6121,2004-04-24,Other,Lab,Labrador Retriever,Sporting Dog,sporting,F/S,Lost,Mika,2004-04-24,True,f,2004-04-24 00:00:00
6122,2004-04-24,Black,Lab pup,Labrador Retriever,Sporting Dog,sporting,M,Lost,Yaki,2004-04-24,True,m,2004-04-24 00:00:00
6123,2004-04-26,Other,Pharaoh Hound,Pharaoh Hound,Hound,hound,F,Matched,,2004-04-26,True,f,2004-04-26 00:00:00
6124,2004-04-26,Black,Rott X Shep,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,Lost,Kazan,2004-04-26,True,m,2004-04-26 00:00:00
6125,2004-04-24,White,Boxer,Boxer,Working Dog,working,M/N,Lost,Baxter,2004-04-26,True,m,2004-04-26 00:00:00
6126,2004-04-27,Black,German Shepherd,German Shepherd Dog,Herding Dog,herding,F,Lost,Cassy,2004-04-27,True,f,2004-04-27 00:00:00
6127,2004-04-25,White,Pitbull X,Dog Crossbreed,Dog Crossbreed,crossbreed,F,Lost,Tequila,2004-04-27,True,f,2004-04-27 00:00:00
6128,2004-04-27,Other,Golden Retriever,Golden Retriever,Sporting Dog,sporting,M/N,Lost,Honey,2004-04-27,True,m,2004-04-27 00:00:00
6129,2004-04-28,Black,Rottweiler,Rottweiler,Working Dog,working,M/N,Matched,Jessie,2004-04-28,True,m,2004-04-28 00:00:00
6130,2004-04-29,Grey,Lab X  (3 dogs),Dog Crossbreed,Dog Crossbreed,crossbreed,M,Matched,,2004-04-29,True,m,2004-04-29 00:00:00
