,Date,Color,Breed,Purebred,CKC Class,dog_breed_type,Sex,State,pet_name,DateCreated,is_dog,sex_simple,date_created
1792,2000-04-09,Black/White,Sheltie,Sheltie,Herding Dog,herding,F,Found,,2005-06-21,True,f,2005-06-21 00:00:00
1793,2000-04-10,Other,Lab,Labrador Retriever,Sporting Dog,sporting,M,Lost,Buddy,2005-06-21,True,m,2005-06-21 00:00:00
1794,2000-04-10,Other,Lhasa Apso,Lhasa Apso,Non-Sporting Dog,nonsporting,M/N,Matched,Rusty,2005-06-21,True,m,2005-06-21 00:00:00
1795,2000-04-11,Black/Brown,Shep X,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,Lost,Logan,2005-06-21,True,m,2005-06-21 00:00:00
1796,2000-04-11,Black/Brown,Sibian Husky,Husky,Working Dog,working,M,Found,,2005-06-21,True,m,2005-06-21 00:00:00
1797,2000-04-12,Other,Cairn Terrier,Cairn Terrier,Terrier,terrier,F,Lost,pippy,2005-06-21,True,f,2005-06-21 00:00:00
1798,2000-04-13,Black,Poodle,Poodle,Non-Sporting Dog,nonsporting,F/S,Lost,Penny,2005-06-21,True,f,2005-06-21 00:00:00
1799,2000-04-13,Grey,Sky Terrier,Sky Terrier,Terrier,terrier,F/S,Matched,,2005-06-21,True,f,2005-06-21 00:00:00
1800,2000-04-13,White,Lab X,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,Matched,Sam,2005-06-21,True,m,2005-06-21 00:00:00
1801,2000-04-13,White,Samoyed,Samoyed,Working Dog,working,M/N,Lost,Snow & Shandy,2005-06-21,True,m,2005-06-21 00:00:00
1802,2000-04-13,Black,Rott,Rottweiler,Working Dog,working,M,Matched,,2005-06-21,True,m,2005-06-21 00:00:00
1803,2000-04-13,Black,Rott,Rottweiler,Working Dog,working,M,Matched,Dick,2005-06-21,True,m,2005-06-21 00:00:00
1804,2000-04-13,Black,Spaniel,Spaniel,Sporting Dog,sporting,M,Found,,2005-06-21,True,m,2005-06-21 00:00:00
1805,2000-04-14,Black/White,Burmese Mtn Dog,Burmese Mtn Dog,Working Dog,working,M/N,Lost,Buster,2005-06-21,True,m,2005-06-21 00:00:00
1806,2000-04-14,Black,Shep X,Dog Crossbreed,Dog Crossbreed,crossbreed,M,Matched,Baby Boy,2005-06-21,True,m,2005-06-21 00:00:00
1807,2000-04-14,Other,Border Collie,Border Collie,Herding Dog,herding,F/S,Matched,Kelsey,2005-06-21,True,f,2005-06-21 00:00:00
1808,2000-04-14,Black,Poodle X,Dog Crossbreed,Dog Crossbreed,crossbreed,F,Lost,Echo,2005-06-21,True,f,2005-06-21 00:00:00
1809,2000-04-15,White,British Bulldog,British Bulldog,Non-Sporting Dog,nonsporting,M,Lost,Buddy,2005-06-21,True,m,2005-06-21 00:00:00
1810,2000-04-15,Other,British Bulldog,British Bulldog,Non-Sporting Dog,nonsporting,M,Matched,Caesar,2005-06-21,True,m,2005-06-21 00:00:00
1811,2000-04-15,White,British Bulldog,British Bulldog,Non-Sporting Dog,nonsporting,F,Matched,Cleo,2005-06-21,True,f,2005-06-21 00:00:00
1812,2000-04-15,Black,Shep X Lab,Dog Crossbreed,Dog Crossbreed,crossbreed,,Lost,Bailey,2005-06-21,True,x,2005-06-21 00:00:00
1813,2000-04-15,Black/Brown,Shep,Shepherd,Herding Dog,herding,M,Lost,Jake,2005-06-21,True,m,2005-06-21 00:00:00
1814,2000-04-16,Black/White,Collie X,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,Lost,Korona,2005-06-21,True,f,2005-06-21 00:00:00
1815,2000-04-16,Black,Rott X Shep,Dog Crossbreed,Dog Crossbreed,crossbreed,M,Found,,2005-06-21,True,m,2005-06-21 00:00:00
1816,2000-04-15,Black/Brown,Lab X Rott,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,Lost,Blackie,2005-06-21,True,m,2005-06-21 00:00:00
1817,2000-04-16,Black/White,Lhasa Apso X Pom,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,Lost,Oreo,2005-06-21,True,m,2005-06-21 00:00:00
1818,2000-04-16,Other,Boxer X Lab,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,Lost,Rupert,2005-06-21,True,m,2005-06-21 00:00:00
1819,2000-04-16,Other,Doberman,Doberman,Working Dog,working,M,Matched,,2005-06-21,True,m,2005-06-21 00:00:00
1820,2000-04-17,Other,Cocker Spaniel,Cocker Spaniel,Sporting Dog,sporting,F,Lost,Tawny,2005-06-21,True,f,2005-06-21 00:00:00
1821,2000-04-18,Black/Brown,Min. Daschund,Miniature Dachshund,Hound,hound,F/S,Lost,Minnie,2005-06-21,True,f,2005-06-21 00:00:00
1822,2000-04-18,Black/White,Basset X,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,Lost,Freeway,2005-06-21,True,m,2005-06-21 00:00:00
1823,2000-04-19,Black/White,Boston Terrier,Boston Terrier,Non-Sporting Dog,nonsporting,M,Matched,,2005-06-21,True,m,2005-06-21 00:00:00
1824,2000-04-19,White,Shepherd X,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,Matched,Chia,2005-06-21,True,f,2005-06-21 00:00:00
1825,2000-04-19,Black/White,Shepherd X,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,Matched,Luna,2005-06-21,True,f,2005-06-21 00:00:00
1826,2000-04-19,Black,Collie,Collie,Herding Dog,herding,F,Lost,Chelsea,2005-06-21,True,f,2005-06-21 00:00:00
1827,2000-04-18,Brown,Pitbull,Pitbull,Terrier,terrier,M,Lost,Zeus,2005-06-21,True,m,2005-06-21 00:00:00
1828,2000-04-12,Black,Rotty,Rottweiler,Working Dog,working,F/S,Lost,Lolla,2005-06-21,True,f,2005-06-21 00:00:00
1829,2000-04-20,White,Pitbull,Pitbull,Terrier,terrier,F,Lost,Princess,2005-06-21,True,f,2005-06-21 00:00:00
1830,2000-04-19,Black,Terr X,Dog Crossbreed,Dog Crossbreed,crossbreed,F,Lost,Prissy,2005-06-21,True,f,2005-06-21 00:00:00
1831,2000-04-21,Other,Heeler X,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,Matched,Boonie,2005-06-21,True,m,2005-06-21 00:00:00
1832,2000-04-21,Black/White,Pekingese X,Dog Crossbreed,Dog Crossbreed,crossbreed,M,Found,,2005-06-21,True,m,2005-06-21 00:00:00
1833,2000-04-22,Other,Lab,Labrador Retriever,Sporting Dog,sporting,F,Matched,,2005-06-21,True,f,2005-06-21 00:00:00
1834,2000-04-22,White/Brown,Lhasa Apso,Lhasa Apso,Non-Sporting Dog,nonsporting,M,Found,Blue NC,2005-06-21,True,m,2005-06-21 00:00:00
1835,2000-04-22,Other,Retriever,Retriever,Sporting Dog,sporting,M/N,Matched,,2005-06-21,True,m,2005-06-21 00:00:00
1836,2000-04-23,Grey,Terrier X,Dog Crossbreed,Dog Crossbreed,crossbreed,F,Lost,Osa,2005-06-21,True,f,2005-06-21 00:00:00
1837,2000-04-23,Other,Sharpei,Sharpei,Non-Sporting Dog,nonsporting,M,Matched,Ming ming and Mahtong,2005-06-21,True,m,2005-06-21 00:00:00
1838,2000-04-23,Other,Retriever,Retriever,Sporting Dog,sporting,M,Lost,Toby,2005-06-21,True,m,2005-06-21 00:00:00
1839,2000-04-25,Black,Rotty X Shep X Lab,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,Matched,Lucky,2005-06-21,True,m,2005-06-21 00:00:00
1840,2000-04-25,Black,Shep,Shepherd,Herding Dog,herding,F,Found,,2005-06-21,True,f,2005-06-21 00:00:00
1841,2000-04-26,Black,Shep,Shepherd,Herding Dog,herding,M/N,Matched,Kaiser,2005-06-21,True,m,2005-06-21 00:00:00
1842,2000-04-22,Black,Pom X,Dog Crossbreed,Dog Crossbreed,crossbreed,F,Lost,BeBe,2005-06-21,True,f,2005-06-21 00:00:00
1843,2000-04-23,Grey,Maltese,Maltese,Toy Dog,toy,F,Found,,2005-06-21,True,f,2005-06-21 00:00:00
1844,2000-04-26,Black,Shep X Rotty,Dog Crossbreed,Dog Crossbreed,crossbreed,M,Found,,2005-06-21,True,m,2005-06-21 00:00:00
1845,2000-04-27,White,Maltese,Maltese,Toy Dog,toy,F,Lost,Gucci,2005-06-21,True,f,2005-06-21 00:00:00
1846,2000-04-27,Black,Lab,Labrador Retriever,Sporting Dog,sporting,M,Matched,,2005-06-21,True,m,2005-06-21 00:00:00
1847,2000-04-28,Black/White,Tibetan Terrier,Tibetan Terrier,Non-Sporting Dog,nonsporting,M/N,Matched,Quest,2005-06-21,True,m,2005-06-21 00:00:00
1848,2000-04-28,Black,Shepherd X,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,Matched,Max,2005-06-21,True,m,2005-06-21 00:00:00
1849,2000-04-28,Black,Lab,Labrador Retriever,Sporting Dog,sporting,M,Matched,,2005-06-21,True,m,2005-06-21 00:00:00
1850,2000-04-29,Other,Shiba Inu,Shiba Inu,Non-Sporting Dog,nonsporting,M,Matched,,2005-06-21,True,m,2005-06-21 00:00:00
1851,2000-04-29,Black/White,Border Collie,Border Collie,Herding Dog,herding,F,Matched,Negra,2005-06-21,True,f,2005-06-21 00:00:00
1852,2000-04-30,Brown,Shep X,Dog Crossbreed,Dog Crossbreed,crossbreed,M,Lost,Duke,2005-06-21,True,m,2005-06-21 00:00:00
1853,2000-04-30,Black/White,Husky,Husky,Working Dog,working,M,Lost,,2005-06-21,True,m,2005-06-21 00:00:00
1854,2000-04-19,Black/Brown,Rotty X,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,Lost,Lola,2005-06-21,True,f,2005-06-21 00:00:00
1855,2000-04-22,Other,Boxer,Boxer,Working Dog,working,M/N,Lost,Bob,2005-06-21,True,m,2005-06-21 00:00:00
1856,2000-05-02,Black/White,Border Collie X Greyhound,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,Lost,Kayla,2005-06-21,True,f,2005-06-21 00:00:00
1857,2000-05-02,Black/White/Grey,Wolf X Mala,Dog Crossbreed,Dog Crossbreed,crossbreed,M,Lost,Nanook,2005-06-21,True,m,2005-06-21 00:00:00
1858,2000-05-02,Black/Grey,Belgian Shep,Belgian Shepherd,Herding Dog,herding,,Lost,,2005-06-21,True,x,2005-06-21 00:00:00
1859,2000-05-03,Black,Shepherd,Shepherd,Herding Dog,herding,M,Found,,2005-06-21,True,m,2005-06-21 00:00:00
1860,2000-05-03,Other,Maltipoo,Dog Crossbreed,Dog Crossbreed,crossbreed,F,Found,,2005-06-21,True,f,2005-06-21 00:00:00
1861,2000-05-03,Other,Pitbull,Pitbull,Terrier,terrier,M,Lost,Red,2005-06-21,True,m,2005-06-21 00:00:00
1862,2000-05-04,Black/White,Wire Haired Fox Terrier,Wire Haired Fox Terrier,Terrier,terrier,M,Lost,Harry,2005-06-21,True,m,2005-06-21 00:00:00
1863,2000-05-04,White/Brown,Pitbull X,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,Lost,Taz,2005-06-21,True,m,2005-06-21 00:00:00
1864,2000-05-05,White/Brown,Terrier X,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,Lost,Ninja,2005-06-21,True,m,2005-06-21 00:00:00
1865,2000-05-06,Black/White,Shep X,Dog Crossbreed,Dog Crossbreed,crossbreed,M,Found,Vince,2005-06-21,True,m,2005-06-21 00:00:00
1866,2000-05-07,Black/White,mixed ( they don't know),mixed ( they don't know),,,M/N,Lost,Bi,2005-06-21,False,m,2005-06-21 00:00:00
1867,2000-05-08,Brown,Lab X Pit,Dog Crossbreed,Dog Crossbreed,crossbreed,F,Found,,2005-06-21,True,f,2005-06-21 00:00:00
1868,2000-05-08,Other,Terrier X,Dog Crossbreed,Dog Crossbreed,crossbreed,M,Lost,Barney,2005-06-21,True,m,2005-06-21 00:00:00
1869,2000-05-08,Other,Austrialian Shepherd,Australian Shepherd,Herding Dog,herding,M/N,Lost,Zarlee,2005-06-21,True,m,2005-06-21 00:00:00
1870,2000-05-09,White,Collie X,Dog Crossbreed,Dog Crossbreed,crossbreed,M,Matched,Charlie,2005-06-21,True,m,2005-06-21 00:00:00
1871,2000-05-09,Black/White,Border Collie,Border Collie,Herding Dog,herding,F/S,Lost,Muffin,2005-06-21,True,f,2005-06-21 00:00:00
1872,2000-05-09,Black,Rottweiler X Pit,Dog Crossbreed,Dog Crossbreed,crossbreed,M,Lost,Blunt,2005-06-21,True,m,2005-06-21 00:00:00
1873,2000-05-09,Grey,Blue Heeler,Blue Heeler,Herding Dog,herding,M/N,Lost,Six,2005-06-21,True,m,2005-06-21 00:00:00
1874,2000-05-10,Other,Collie,Collie,Herding Dog,herding,F,Matched,loni,2005-06-21,True,f,2005-06-21 00:00:00
1875,2000-05-10,Other,Rough Collie,Rough Collie,Herding Dog,herding,F,Matched,,2005-06-21,True,f,2005-06-21 00:00:00
1876,2000-05-10,Brown,Pug,Pug,Toy Dog,toy,M,Matched,Louis,2005-06-21,True,m,2005-06-21 00:00:00
1877,2000-05-10,Other,Golden Retriever,Golden Retriever,Sporting Dog,sporting,M/N,Lost,,2005-06-21,True,m,2005-06-21 00:00:00
1878,2000-05-11,Black/Brown,Rotty,Rottweiler,Working Dog,working,M/N,Lost,Rocko,2005-06-21,True,m,2005-06-21 00:00:00
1879,2000-05-11,Black/White,Dalmation,Dalmatian,Non-Sporting Dog,nonsporting,,Lost,?,2005-06-21,True,x,2005-06-21 00:00:00
1880,2000-05-11,Black,Bouvier,Bouvier,Herding Dog,herding,M,Matched,Cushie,2005-06-21,True,m,2005-06-21 00:00:00
1881,2000-05-12,White,Bichon Frise,Bichon Frise,Non-Sporting Dog,nonsporting,M/N,Found,,2005-06-21,True,m,2005-06-21 00:00:00
1882,2000-05-13,Other,Lab,Labrador Retriever,Sporting Dog,sporting,M,Lost,Buck,2005-06-21,True,m,2005-06-21 00:00:00
1883,2000-05-13,Other,OE Sheepdog,Old English Sheepdog,Herding Dog,herding,M,Matched,Mickey,2005-06-21,True,m,2005-06-21 00:00:00
1884,2000-05-13,Black,Terrier X  (pup),Dog Crossbreed,Dog Crossbreed,crossbreed,M,Found,,2005-06-21,True,m,2005-06-21 00:00:00
1885,2000-05-11,White,Small Lap Dog X,Dog Crossbreed,Dog Crossbreed,crossbreed,F,Found,,2005-06-21,True,f,2005-06-21 00:00:00
1886,2000-05-13,Other,Very Tiny Dog,Very Tiny Dog,Dog Crossbreed,crossbreed,,Found,,2005-06-21,True,x,2005-06-21 00:00:00
1887,2000-05-11,Black,Rott X Shep,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,Lost,Kezan,2005-06-21,True,m,2005-06-21 00:00:00
1888,2000-05-13,Other,Lab,Labrador Retriever,Sporting Dog,sporting,M,Found,,2005-06-21,True,m,2005-06-21 00:00:00
1889,2000-05-14,Black,Belgian Sheepdog,Belgian Sheepdog,Herding Dog,herding,M/N,Matched,Riley,2005-06-21,True,m,2005-06-21 00:00:00
1890,2000-05-13,Other,Mini Dach,Miniature Dach,Hound,hound,M/N,Found,Oscar,2005-06-21,True,m,2005-06-21 00:00:00
1891,2000-05-14,Black,Min Pin,Miniature Pinscher,Toy Dog,toy,F,Lost,Pinner or Tigger,2005-06-21,True,f,2005-06-21 00:00:00
1892,2000-05-15,Black/White,Lab X Collie,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,Lost,Echo,2005-06-21,True,f,2005-06-21 00:00:00
1893,2000-05-15,Black/White,Chow X (12 weeks old),Dog Crossbreed,Dog Crossbreed,crossbreed,F,Lost,Winnie,2005-06-21,True,f,2005-06-21 00:00:00
1894,2000-05-15,Black/White,Wire Fox Terrier,Wire Fox Terrier,Terrier,terrier,M/N,Lost,Tigger,2005-06-21,True,m,2005-06-21 00:00:00
1895,2000-05-15,White,Poodle,Poodle,Non-Sporting Dog,nonsporting,F,Found,???,2005-06-21,True,f,2005-06-21 00:00:00
1896,2000-05-16,Black,Shepherd,Shepherd,Herding Dog,herding,M,Matched,Finnegan,2005-06-21,True,m,2005-06-21 00:00:00
1897,2000-05-16,White,Shepherd,Shepherd,Herding Dog,herding,M,Lost,Bullet,2005-06-21,True,m,2005-06-21 00:00:00
1898,2000-05-16,Brown,Pomeranian,Pomeranian,Toy Dog,toy,M,Found,,2005-06-21,True,m,2005-06-21 00:00:00
1899,2000-05-16,Black,Lab,Labrador Retriever,Sporting Dog,sporting,M,Lost,Jackson,2005-06-21,True,m,2005-06-21 00:00:00
1900,2000-05-16,White/Brown,Cocker Spaniel,Cocker Spaniel,Sporting Dog,sporting,M,Matched,Nick,2005-06-21,True,m,2005-06-21 00:00:00
1901,2000-05-16,White,Maltese X,Dog Crossbreed,Dog Crossbreed,crossbreed,F,Lost,Lucky,2005-06-21,True,f,2005-06-21 00:00:00
1902,2000-05-16,Black,Border Collie X Lab,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,Found,Rosie,2005-06-21,True,f,2005-06-21 00:00:00
1903,2000-05-16,Black,Sharpei,Sharpei,Non-Sporting Dog,nonsporting,M,Lost,Coby,2005-06-21,True,m,2005-06-21 00:00:00
1904,2000-05-16,Black/White,Pyrenese,Pyrenese,Working Dog,working,M/N,Lost,Cysco,2005-06-21,True,m,2005-06-21 00:00:00
1905,2000-05-17,Black/Brown,Shep X Rotty,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,Lost,Alex,2005-06-21,True,f,2005-06-21 00:00:00
1906,2000-05-17,Black/Brown,Shep X Rotty,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,Lost,Thor,2005-06-21,True,m,2005-06-21 00:00:00
1907,2000-05-18,Black,Retriever X Shep,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,Lost,Micky,2005-06-21,True,m,2005-06-21 00:00:00
1908,2000-05-18,White,Shiba Inu,Shiba Inu,Non-Sporting Dog,nonsporting,M,Lost,Lucky,2005-06-21,True,m,2005-06-21 00:00:00
1909,2000-05-19,Other,Bichon Frise,Bichon Frise,Non-Sporting Dog,nonsporting,M/N,Matched,Ally,2005-06-21,True,m,2005-06-21 00:00:00
1910,2000-05-19,Black,Lhasa Apso,Lhasa Apso,Non-Sporting Dog,nonsporting,M,Lost,Ruffles,2005-06-21,True,m,2005-06-21 00:00:00
1911,2000-05-19,Brown,Rotty,Rottweiler,Working Dog,working,M,Lost,Roody,2005-06-21,True,m,2005-06-21 00:00:00
1912,2000-05-20,Black/White,JR Terr X Fox Terr,Dog Crossbreed,Dog Crossbreed,crossbreed,M,Matched,,2005-06-21,True,m,2005-06-21 00:00:00
1913,2000-05-20,White/Grey,Maltipoo,Dog Crossbreed,Dog Crossbreed,crossbreed,M,Lost,Raichu,2005-06-21,True,m,2005-06-21 00:00:00
1914,2000-05-20,Other,Lab,Labrador Retriever,Sporting Dog,sporting,M/N,Lost,Rolo,2005-06-21,True,m,2005-06-21 00:00:00
1915,2000-05-18,Black/White,Shep X,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,Lost,Max,2005-06-21,True,m,2005-06-21 00:00:00
1916,2000-05-17,Black,Rotti,Rottweiler,Working Dog,working,F,Lost,Lady,2005-06-21,True,f,2005-06-21 00:00:00
1917,2000-05-21,White,Lab X Wolf,Dog Crossbreed,Dog Crossbreed,crossbreed,M,Lost,Tango,2005-06-21,True,m,2005-06-21 00:00:00
1918,2000-05-21,Black/White,Boston Terrier,Boston Terrier,Non-Sporting Dog,nonsporting,M,Lost,Beetle,2005-06-21,True,m,2005-06-21 00:00:00
1919,2000-05-21,Brown/Grey,Staffordshire,Staffordshire Bull Terrier,Terrier,terrier,M,Lost,Rocky,2005-06-21,True,m,2005-06-21 00:00:00
1920,2000-05-23,Black/Brown,Chow X,Dog Crossbreed,Dog Crossbreed,crossbreed,M,Lost,Blackie,2005-06-21,True,m,2005-06-21 00:00:00
1921,2000-05-23,Other,N.S.D. T.,N.S.D. T.,Sporting Dog,sporting,M/N,Found,Digby,2005-06-21,True,m,2005-06-21 00:00:00
1922,2000-05-23,Black,Doberman,Doberman,Working Dog,working,M,Lost,Thunder,2005-06-21,True,m,2005-06-21 00:00:00
1923,2000-05-20,Brown,Lhasa X Shih,Dog Crossbreed,Dog Crossbreed,crossbreed,M,Lost,Bailey,2005-06-21,True,m,2005-06-21 00:00:00
1924,2000-05-24,White,Terrier X Samoyed,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,Lost,Rama,2005-06-21,True,f,2005-06-21 00:00:00
1925,2000-05-24,Brown,Pit X,Dog Crossbreed,Dog Crossbreed,crossbreed,M,Matched,Tiger,2005-06-21,True,m,2005-06-21 00:00:00
1926,2000-05-24,Black/White,Husky X,Dog Crossbreed,Dog Crossbreed,crossbreed,M,Found,,2005-06-21,True,m,2005-06-21 00:00:00
1927,2000-05-24,White,Cockapoo,Cockapoo,Dog Crossbreed,crossbreed,M/N,Lost,Peppy,2005-06-21,True,m,2005-06-21 00:00:00
1928,2000-05-25,Other,Lab,Labrador Retriever,Sporting Dog,sporting,F,Matched,Sophie,2005-06-21,True,f,2005-06-21 00:00:00
1929,2000-05-25,White,Maltese,Maltese,Toy Dog,toy,F/S,Matched,Estee,2005-06-21,True,f,2005-06-21 00:00:00
1930,2000-05-25,Black,Shep X,Dog Crossbreed,Dog Crossbreed,crossbreed,M,Matched,,2005-06-21,True,m,2005-06-21 00:00:00
1931,2000-05-26,Black/White,Pitbull X,Dog Crossbreed,Dog Crossbreed,crossbreed,F,Matched,,2005-06-21,True,f,2005-06-21 00:00:00
1932,2000-05-23,Other,Lab,Labrador Retriever,Sporting Dog,sporting,M/N,Lost,Golden,2005-06-21,True,m,2005-06-21 00:00:00
1933,2000-05-23,Black/Brown,Chow X Rotty,Dog Crossbreed,Dog Crossbreed,crossbreed,M,Lost,Blackie,2005-06-21,True,m,2005-06-21 00:00:00
1934,2000-05-26,Black,Rotty  (pup),Rottweiler,Working Dog,working,M,Matched,,2005-06-21,True,m,2005-06-21 00:00:00
1935,2000-05-26,Other,Small Fox Terr X,Dog Crossbreed,Dog Crossbreed,crossbreed,,Lost,,2005-06-21,True,x,2005-06-21 00:00:00
1936,2000-05-27,Black/Grey,Husky X Mala,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,Lost,Just adopted,2005-06-21,True,m,2005-06-21 00:00:00
1937,2000-05-27,Black/Grey,Husky X,Dog Crossbreed,Dog Crossbreed,crossbreed,F,Found,,2005-06-21,True,f,2005-06-21 00:00:00
1938,2000-05-27,Black/Brown,Rotty X,Dog Crossbreed,Dog Crossbreed,crossbreed,M,Found,,2005-06-21,True,m,2005-06-21 00:00:00
1939,2000-05-27,Other,Lhasa Apso,Lhasa Apso,Non-Sporting Dog,nonsporting,F,Lost,,2005-06-21,True,f,2005-06-21 00:00:00
1940,2000-05-27,Black/White,JR Terrier,Jack Russell Terrier,Terrier,terrier,F/S,Lost,Katie,2005-06-21,True,f,2005-06-21 00:00:00
1941,2000-05-27,Other,Retriver X Shep,Dog Crossbreed,Dog Crossbreed,crossbreed,M,Lost,,2005-06-21,True,m,2005-06-21 00:00:00
1942,2000-05-28,Black,Sharpei,Sharpei,Non-Sporting Dog,nonsporting,M,Matched,Kobe,2005-06-21,True,m,2005-06-21 00:00:00
1943,2000-05-28,Black,Shep X,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,Lost,Max,2005-06-21,True,m,2005-06-21 00:00:00
1944,2000-05-28,Black,Shep X Rotty,Dog Crossbreed,Dog Crossbreed,crossbreed,M,Matched,,2005-06-21,True,m,2005-06-21 00:00:00
1945,2000-05-28,White,Pekingese,Pekingese,Toy Dog,toy,F/S,Lost,Keko,2005-06-21,True,f,2005-06-21 00:00:00
1946,2000-05-29,Black/White,Portuguese Water Dog,Portuguese Water Dog,Working Dog,working,F,Lost,Cricket,2005-06-21,True,f,2005-06-21 00:00:00
1947,2000-05-29,Black,German Shepherd,German Shepherd Dog,Herding Dog,herding,M,Lost,Saber,2005-06-21,True,m,2005-06-21 00:00:00
1948,2000-05-29,Other,2 Dachunds,Dachshund,Hound,hound,M/N,Lost,Candell & Georgio,2005-06-21,True,m,2005-06-21 00:00:00
1949,2000-05-30,Black,Pitbull X Lab,Dog Crossbreed,Dog Crossbreed,crossbreed,F,Lost,Saya,2005-06-21,True,f,2005-06-21 00:00:00
1950,2000-05-30,Brown,Pitbull,Pitbull,Terrier,terrier,M,Lost,,2005-06-21,True,m,2005-06-21 00:00:00
1951,2000-05-25,White,Boxer,Boxer,Working Dog,working,F,Lost,Scarlet,2005-06-21,True,f,2005-06-21 00:00:00
1952,2000-05-31,White,Husky X Mala,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,Found,Dustin,2005-06-21,True,m,2005-06-21 00:00:00
1953,2000-06-01,Black,Small Dog,Small Dog,Dog Crossbreed,crossbreed,,Matched,,2005-06-21,True,x,2005-06-21 00:00:00
1954,2000-06-01,Black,German Shep,German Shepherd Dog,Herding Dog,herding,F,Lost,Budha,2005-06-21,True,f,2005-06-21 00:00:00
1955,2000-06-01,Black,Lab X,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,Lost,Gabriella,2005-06-21,True,f,2005-06-21 00:00:00
1956,2000-05-28,White,Terrier X,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,Lost,Nanook,2005-06-21,True,m,2005-06-21 00:00:00
1957,2000-06-01,Other,Australian Shep,Australian Shepherd,Herding Dog,herding,M,Lost,,2005-06-21,True,m,2005-06-21 00:00:00
1958,2000-06-01,Other,Bassett,Bassett,Hound,hound,M/N,Lost,Oscar,2005-06-21,True,m,2005-06-21 00:00:00
1959,2000-06-01,White,Samoyed,Samoyed,Working Dog,working,M/N,Matched,Sunny,2005-06-21,True,m,2005-06-21 00:00:00
1960,2000-06-01,Other,Lab X Terrier,Dog Crossbreed,Dog Crossbreed,crossbreed,F,Found,,2005-06-21,True,f,2005-06-21 00:00:00
1961,2000-06-01,Black,Lab X,Dog Crossbreed,Dog Crossbreed,crossbreed,F/S,Lost,Gaby,2005-06-21,True,f,2005-06-21 00:00:00
1962,2000-06-02,White,Tabby Cat,Tabby Cat,,,F,Found,,2005-06-21,False,f,2005-06-21 00:00:00
1963,2000-06-02,Other,Lab,Labrador Retriever,Sporting Dog,sporting,F,Lost,Whiskey,2005-06-21,True,f,2005-06-21 00:00:00
1964,2000-06-02,Other,Border Collie X,Dog Crossbreed,Dog Crossbreed,crossbreed,M/N,Matched,,2005-06-21,True,m,2005-06-21 00:00:00
1965,2000-06-02,Black/White,Border Collie,Border Collie,Herding Dog,herding,M/N,Matched,Ashlu,2005-06-21,True,m,2005-06-21 00:00:00
1966,2000-06-04,Other,Lab,Labrador Retriever,Sporting Dog,sporting,F,Lost,,2005-06-21,True,f,2005-06-21 00:00:00
1967,2000-06-03,Brown,Pomeranain Puppy,Pomeranian,Toy Dog,toy,F,Lost,Lyita,2005-06-21,True,f,2005-06-21 00:00:00
1968,2000-06-04,Black,Border Collie X Shep,Dog Crossbreed,Dog Crossbreed,crossbreed,F,Found,,2005-06-21,True,f,2005-06-21 00:00:00
1969,2000-06-04,Black/Brown,Shep,Shepherd,Herding Dog,herding,M,Lost,Toro,2005-06-21,True,m,2005-06-21 00:00:00
1970,2000-06-04,Black,Shep X,Dog Crossbreed,Dog Crossbreed,crossbreed,F,Lost,,2005-06-21,True,f,2005-06-21 00:00:00
1971,2000-06-04,Black,Standard Poodle,Standard Poodle,Non-Sporting Dog,nonsporting,M,Lost,Zaphod,2005-06-21,True,m,2005-06-21 00:00:00
1972,2000-06-04,Black/White,Bichon Frise,Bichon Frise,Non-Sporting Dog,nonsporting,M,Matched,,2005-06-21,True,m,2005-06-21 00:00:00
